Unnamed: 0,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Year,Metric,Source_File
1376,Lasith Malinga,4.0,45,0,0.0,PBKS,Wankhede Stadium,11 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1377,Jasprit Bumrah,4.0,45,0,0.0,GL,Wankhede Stadium,16 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1378,Adam Zampa,4.0,45,1,24.0,DC,Maharashtra Cricket Association's International Stadium,11 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1379,Varun Aaron,4.0,45,2,12.0,DC,Arun Jaitley Stadium,15 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1380,Harbhajan Singh,3.0,45,0,0.0,PBKS,Wankhede Stadium,11 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1381,Siddarth Kaul,3.0,45,0,0.0,RPS,Maharashtra Cricket Association's International Stadium,22 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1382,Lockie Ferguson,4.0,44,0,0.0,GL,Saurashtra Cricket Association Stadium,14 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1383,Basil Thampi,4.0,44,0,0.0,PBKS,Saurashtra Cricket Association Stadium,23 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1384,Basil Thampi,4.0,44,1,24.0,KKR,Eden Gardens,21 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1385,Shane Watson,4.0,44,1,24.0,RPS,M. Chinnaswamy Stadium,16 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1386,Kuldeep Yadav,4.0,43,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1387,Varun Aaron,4.0,43,0,0.0,GL,IS Bindra Stadium,07 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1388,James Faulkner,4.0,43,0,0.0,PBKS,IS Bindra Stadium,07 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1389,Adam Milne,4.0,43,1,24.0,GL,Saurashtra Cricket Association Stadium,18 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1390,Pradeep Sangwan,4.0,43,1,24.0,DC,Arun Jaitley Stadium,04 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1391,Shane Watson,4.0,43,1,24.0,PBKS,M. Chinnaswamy Stadium,05 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1392,Harshal Patel,4.0,43,3,8.0,DC,Arun Jaitley Stadium,14 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1393,Basil Thampi,3.4,43,1,22.0,DC,Green Park,10 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1394,Mohammed Siraj,4.0,42,0,0.0,RPS,Maharashtra Cricket Association's International Stadium,22 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1395,Sunil Narine,4.0,42,0,0.0,GL,Eden Gardens,21 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1396,KC Cariappa,4.0,42,0,0.0,SRH,IS Bindra Stadium,28 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1397,Shubham Agarwal,4.0,42,1,24.0,PBKS,Saurashtra Cricket Association Stadium,23 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1398,Mitchell McClenaghan,4.0,42,1,24.0,SRH,Wankhede Stadium,12 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1399,Sandeep Sharma,4.0,42,1,24.0,MI,Wankhede Stadium,11 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1400,Rashid Khan,4.0,42,2,12.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1401,Ashish Nehra,4.0,42,2,12.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1402,Ashish Nehra,4.0,42,3,8.0,PBKS,IS Bindra Stadium,28 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1403,Dhawal Kulkarni,2.5,42,0,0.0,KKR,Saurashtra Cricket Association Stadium,07 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1404,Billy Stanlake,4.0,41,0,0.0,PBKS,Holkar Cricket Stadium,10 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1405,Ben Stokes,4.0,41,0,0.0,DC,Maharashtra Cricket Association's International Stadium,11 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1406,Ishant Sharma,4.0,41,0,0.0,SRH,IS Bindra Stadium,28 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1407,Sandeep Sharma,4.0,41,1,24.0,DC,Arun Jaitley Stadium,15 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1408,Jaydev Unadkat,4.0,41,1,24.0,SRH,Maharashtra Cricket Association's International Stadium,22 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1409,Ben Cutting,4.0,41,1,24.0,KKR,Eden Gardens,15 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1410,Mohammed Siraj,4.0,41,2,12.0,DC,Arun Jaitley Stadium,02 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1411,Nathan Coulter-Nile,3.2,41,2,10.0,GL,Eden Gardens,21 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1412,Shane Watson,3.0,41,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1413,Angelo Mathews,3.0,41,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1414,Nathan Coulter-Nile,3.0,41,0,0.0,RPS,Eden Gardens,03 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1415,Umesh Yadav,4.0,40,0,0.0,MI,Eden Gardens,13 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1416,Basil Thampi,4.0,40,1,24.0,DC,Arun Jaitley Stadium,04 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1417,Trent Boult,4.0,40,1,24.0,GL,Saurashtra Cricket Association Stadium,07 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1418,Ravindra Jadeja,4.0,40,1,24.0,RPS,Saurashtra Cricket Association Stadium,14 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1419,Sandeep Sharma,4.0,40,2,12.0,GL,Saurashtra Cricket Association Stadium,23 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1420,Jaydev Unadkat,4.0,40,2,12.0,MI,Wankhede Stadium,24 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1421,Mohammad Shami,3.0,40,0,0.0,GL,Arun Jaitley Stadium,04 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1422,Samuel Badree,3.0,40,0,0.0,KKR,M. Chinnaswamy Stadium,07 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1423,Matt Henry,2.0,40,0,0.0,MI,Wankhede Stadium,11 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1424,Jasprit Bumrah,4.0,39,0,0.0,RCB,M. Chinnaswamy Stadium,14 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1425,Bhuvneshwar Kumar,4.0,39,0,0.0,RPS,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1426,Chris Woakes,4.0,39,1,24.0,RCB,M. Chinnaswamy Stadium,07 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1427,Bipul Sharma,4.0,39,1,24.0,RPS,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1428,Yuzvendra Chahal,4.0,39,1,24.0,KKR,M. Chinnaswamy Stadium,07 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1429,Jasprit Bumrah,4.0,39,1,24.0,KKR,Wankhede Stadium,09 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1430,Bhuvneshwar Kumar,4.0,39,1,24.0,RPS,Maharashtra Cricket Association's International Stadium,22 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1431,Karn Sharma,4.0,39,2,12.0,RPS,Wankhede Stadium,24 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1432,Tim Southee,4.0,39,2,12.0,KKR,Eden Gardens,13 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1433,Pat Cummins,4.0,39,2,12.0,KKR,Arun Jaitley Stadium,17 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1434,Mohammed Siraj,4.0,39,2,12.0,DC,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1435,James Faulkner,4.0,39,2,12.0,DC,Green Park,10 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1436,Sandeep Sharma,3.0,39,0,0.0,MI,Holkar Cricket Stadium,20 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1437,Moises Henriques,3.0,39,0,0.0,PBKS,IS Bindra Stadium,28 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1438,Chris Morris,3.0,39,0,0.0,KKR,Eden Gardens,28 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1439,Corey Anderson,4.0,38,0,0.0,RCB,Arun Jaitley Stadium,14 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1440,Zaheer Khan,4.0,38,0,0.0,PBKS,Arun Jaitley Stadium,15 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1441,Carlos Brathwaite,4.0,38,1,24.0,GL,Green Park,10 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1442,Rashid Khan,4.0,38,1,24.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1443,KC Cariappa,4.0,38,1,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1444,Umesh Yadav,4.0,38,1,24.0,DC,Eden Gardens,28 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1445,Siddarth Kaul,4.0,38,1,24.0,DC,Arun Jaitley Stadium,02 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1446,Pat Cummins,4.0,38,1,24.0,GL,Green Park,10 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1447,James Faulkner,4.0,38,1,24.0,KKR,Eden Gardens,21 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1448,Pradeep Sangwan,4.0,38,2,12.0,RPS,Maharashtra Cricket Association's International Stadium,01 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1449,Chris Woakes,3.0,38,0,0.0,RPS,Maharashtra Cricket Association's International Stadium,26 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1450,Colin de Grandhomme,4.0,37,0,0.0,PBKS,IS Bindra Stadium,09 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1451,Zaheer Khan,4.0,37,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1452,Pradeep Sangwan,4.0,37,0,0.0,SRH,Green Park,13 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1453,Sunil Narine,4.0,37,0,0.0,MI,Eden Gardens,13 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1454,Pat Cummins,4.0,37,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1455,Mohit Sharma,4.0,37,1,24.0,DC,Arun Jaitley Stadium,15 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1456,Amit Mishra,4.0,37,1,24.0,MI,Arun Jaitley Stadium,06 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1457,Dhawal Kulkarni,4.0,37,1,24.0,RCB,Saurashtra Cricket Association Stadium,18 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1458,Mohammad Shami,4.0,37,2,12.0,RPS,Arun Jaitley Stadium,12 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1459,Shardul Thakur,4.0,37,3,8.0,MI,Wankhede Stadium,16 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1460,Ankit Rajpoot,4.0,37,3,8.0,MI,Wankhede Stadium,09 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1461,Sunil Narine,3.0,37,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1462,Zaheer Khan,4.0,36,0,0.0,MI,Wankhede Stadium,22 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1463,Ben Stokes,4.0,36,0,0.0,GL,Maharashtra Cricket Association's International Stadium,01 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1464,Chris Morris,4.0,36,0,0.0,SRH,Arun Jaitley Stadium,02 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1465,Mitchell McClenaghan,4.0,36,0,0.0,RPS,Wankhede Stadium,24 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1466,Trent Boult,4.0,36,0,0.0,PBKS,Eden Gardens,13 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1467,Ben Stokes,4.0,36,1,24.0,MI,Maharashtra Cricket Association's International Stadium,06 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1468,Yuzvendra Chahal,4.0,36,1,24.0,MI,Wankhede Stadium,01 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1469,Hardik Pandya,4.0,36,1,24.0,RPS,Maharashtra Cricket Association's International Stadium,06 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1470,Axar Patel,4.0,36,1,24.0,KKR,Eden Gardens,13 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1471,Imran Tahir,4.0,36,1,24.0,KKR,Eden Gardens,03 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1472,Mitchell McClenaghan,4.0,36,1,24.0,RPS,Maharashtra Cricket Association's International Stadium,06 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1473,Piyush Chawla,4.0,36,1,24.0,RPS,Maharashtra Cricket Association's International Stadium,26 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1474,Mohammad Shami,4.0,36,1,24.0,GL,Green Park,10 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1475,Lasith Malinga,4.0,36,2,12.0,KKR,Wankhede Stadium,09 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1476,Axar Patel,4.0,36,2,12.0,GL,Saurashtra Cricket Association Stadium,23 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1477,Rashid Khan,4.0,36,2,12.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1478,Mohammad Shami,4.0,36,2,12.0,SRH,Arun Jaitley Stadium,02 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1479,Siddarth Kaul,4.0,36,3,8.0,PBKS,IS Bindra Stadium,28 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1480,Umesh Yadav,4.0,36,3,8.0,RCB,M. Chinnaswamy Stadium,07 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1481,Tymal Mills,3.5,36,0,0.0,MI,M. Chinnaswamy Stadium,14 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1482,Amit Mishra,3.0,36,0,0.0,KKR,Eden Gardens,28 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1483,Ashok Dinda,3.0,36,0,0.0,DC,Maharashtra Cricket Association's International Stadium,11 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1484,Sreenath Aravind,3.0,36,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1485,Corey Anderson,3.0,36,1,18.0,GL,Arun Jaitley Stadium,04 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1486,Piyush Chawla,3.0,36,1,18.0,PBKS,Eden Gardens,13 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1487,Iqbal Abdulla,3.0,36,2,9.0,DC,M. Chinnaswamy Stadium,08 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1488,Moises Henriques,2.1,36,0,0.0,DC,Arun Jaitley Stadium,02 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1489,Mohit Sharma,4.0,35,0,0.0,GL,IS Bindra Stadium,07 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1490,Adam Milne,4.0,35,0,0.0,RPS,Maharashtra Cricket Association's International Stadium,29 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1491,Kuldeep Yadav,4.0,35,1,24.0,MI,Wankhede Stadium,09 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1492,Munaf Patel,4.0,35,1,24.0,MI,Wankhede Stadium,16 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1493,Ashish Nehra,4.0,35,1,24.0,KKR,Eden Gardens,15 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1494,Kuldeep Yadav,4.0,35,1,24.0,RPS,Eden Gardens,03 May 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1495,Sandeep Sharma,4.0,35,1,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
