POS,Player,Runs,BF,4s,6s,Against,Venue,Match Date,SR,Unnamed: 0,Year,Metric,Source_File
56.0,Gautam Gambhir,66,36,7,1,PBKS,IS Bindra Stadium,18 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
57.0,AB de Villiers,52,36,6,0,PBKS,IS Bindra Stadium,20 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
58.0,Chris Gayle,128,37,7,13,DC,Arun Jaitley Stadium,17 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
59.0,Ajinkya Rahane,98,37,16,1,PBKS,Sawai Mansingh Stadium,06 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
60.0,Shikhar Dhawan,84,37,9,5,DC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
61.0,AB de Villiers,64,37,6,2,DC,M. Chinnaswamy Stadium,07 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
62.0,Rohit Sharma,60,37,6,2,CSK,Wankhede Stadium,06 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
63.0,Shikhar Dhawan,52,37,8,0,RR,Sawai Mansingh Stadium,17 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
64.0,Kumar Sangakkara,82,38,10,2,PWI,Barabati Stadium,01 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
65.0,Chris Gayle,81,38,4,8,PWI,M. Chinnaswamy Stadium,17 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
66.0,James Franklin,79,38,6,4,PBKS,Wankhede Stadium,22 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
67.0,Cameron White,74,38,4,4,PWI,Barabati Stadium,01 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
68.0,Naman Ojha,64,38,2,5,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
69.0,Michael Hussey,54,38,4,2,KKR,Chidambaram,27 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
70.0,Cameron White,77,39,9,2,CSK,Chidambaram,04 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
71.0,Shikhar Dhawan,73,39,10,1,RCB,M. Chinnaswamy Stadium,06 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
72.0,Jacques Kallis,69,39,7,1,CSK,Chidambaram,27 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
73.0,Mahela Jayawardena,55,39,8,0,MI,Arun Jaitley Stadium,27 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
74.0,Ajinkya Rahane,84,40,9,1,DC,Arun Jaitley Stadium,29 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
75.0,Manish Pandey,80,40,7,3,DC,Maharashtra Cricket Association's International Stadium,24 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
76.0,Ajinkya Rahane,61,40,7,0,PWI,Sawai Mansingh Stadium,13 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
77.0,Brendon McCullum,56,40,7,0,DC,Arun Jaitley Stadium,07 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
78.0,Tillakaratne Dilshan,53,40,6,1,PWI,Maharashtra Cricket Association's International Stadium,11 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
79.0,Owais Shah,52,40,4,3,CSK,Chidambaram,21 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
80.0,Ajinkya Rahane,103,41,12,5,RCB,M. Chinnaswamy Stadium,15 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
81.0,Chris Gayle,87,41,8,4,PBKS,IS Bindra Stadium,20 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
82.0,Ambati Rayudu,81,41,6,4,RCB,M. Chinnaswamy Stadium,14 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
83.0,Rohit Sharma,73,41,4,5,DEC,ACA-VDCA Stadium,09 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
84.0,Virat Kohli,73,41,9,1,DC,Arun Jaitley Stadium,17 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
85.0,Kevin Pietersen,103,42,6,9,DEC,Arun Jaitley Stadium,19 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
86.0,Chris Gayle,86,42,7,6,KKR,Eden Gardens,28 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
87.0,Adam Gilchrist,64,42,9,2,CSK,HPCA Stadium,17 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
88.0,Manoj Tiwary,59,42,7,0,RR,Sawai Mansingh Stadium,08 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
89.0,Faf du Plessis,58,42,4,2,PWI,Chidambaram,19 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
90.0,Subramaniam Badrinath,57,42,8,0,PWI,Chidambaram,19 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
91.0,Tillakaratne Dilshan,76,43,10,1,RR,Sawai Mansingh Stadium,23 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
92.0,JP Duminy,74,43,4,5,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
93.0,Gautam Gambhir,63,43,6,1,CSK,Chidambaram,30 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
94.0,Virat Kohli,57,43,5,2,CSK,Chidambaram,12 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
95.0,Sachin Tendulkar,58,44,6,0,RR,Sawai Mansingh Stadium,20 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
96.0,Mandeep Singh,56,44,5,1,CSK,Chidambaram,28 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
97.0,Jacques Kallis,79,45,7,3,MI,Eden Gardens,12 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
98.0,Herschelle Gibbs,66,48,7,2,KKR,Eden Gardens,12 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
99.0,Mahela Jayawardena,56,48,8,0,PBKS,Arun Jaitley Stadium,15 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
100.0,Shaun Marsh,64,49,7,1,PWI,IS Bindra Stadium,12 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
101.0,Shikhar Dhawan,50,49,4,1,KKR,Barabati Stadium,22 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
102.0,Robin Uthappa,60,52,6,0,DC,Maharashtra Cricket Association's International Stadium,24 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
1.0,Chris Gayle,175,17,13,17,PWI,M. Chinnaswamy Stadium,23 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
2.0,Kieron Pollard,66,20,2,8,SRH,Wankhede Stadium,13 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
3.0,Dwayne Smith,68,21,6,5,CSK,Arun Jaitley Stadium,21 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
4.0,AB de Villiers,50,23,6,2,PWI,Maharashtra Cricket Association's International Stadium,02 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
5.0,David Miller,101,24,8,7,RCB,IS Bindra Stadium,06 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
6.0,MS Dhoni,51,24,5,3,MI,Chidambaram,06 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
7.0,David Warner,51,24,4,4,PWI,Shaheed Veer Narayan Singh International Cricket Stadium,28 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
8.0,Shane Watson,70,25,6,6,CSK,Sawai Mansingh Stadium,12 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
9.0,David Miller,51,25,5,2,CSK,Chidambaram,02 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
10.0,AB de Villiers,64,26,8,1,CSK,Chidambaram,13 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
11.0,Azhar Mahmood,80,27,8,4,MI,HPCA Stadium,18 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
12.0,Chris Gayle,61,27,6,3,PBKS,IS Bindra Stadium,06 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
13.0,Rohit Sharma,79,28,6,6,PBKS,Wankhede Stadium,29 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
14.0,Virat Kohli,56,28,6,4,CSK,M. Chinnaswamy Stadium,18 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
15.0,Shane Watson,101,29,6,6,CSK,Chidambaram,22 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
16.0,Dinesh Karthik,86,29,14,2,DC,Wankhede Stadium,09 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
17.0,Suresh Raina,82,29,5,5,MI,Arun Jaitley Stadium,21 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
18.0,David Miller,80,29,5,5,PWI,IS Bindra Stadium,21 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
19.0,Brad Hodge,54,29,2,5,SRH,Arun Jaitley Stadium,22 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
20.0,Rohit Sharma,62,30,3,5,PWI,Wankhede Stadium,13 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
21.0,Aditya Tare,59,30,8,1,RR,Wankhede Stadium,15 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
22.0,MS Dhoni,58,30,2,4,DC,Chidambaram,14 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
23.0,Michael Hussey,95,31,11,2,KKR,Chidambaram,28 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
24.0,Virender Sehwag,95,31,13,2,MI,Arun Jaitley Stadium,21 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
25.0,Virat Kohli,93,31,11,4,SRH,M. Chinnaswamy Stadium,09 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
26.0,Michael Hussey,88,31,13,1,RR,Chidambaram,22 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
27.0,Rohit Sharma,73,31,5,5,DC,Arun Jaitley Stadium,21 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
28.0,Gautam Gambhir,60,31,9,0,PBKS,IS Bindra Stadium,16 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
29.0,Dinesh Karthik,60,31,3,4,RCB,M. Chinnaswamy Stadium,04 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
30.0,Kieron Pollard,60,31,7,3,CSK,Eden Gardens,26 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
31.0,Aaron Finch,52,31,3,4,DC,Maharashtra Cricket Association's International Stadium,19 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
32.0,Suresh Raina,100,32,7,6,PBKS,Chidambaram,02 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
33.0,Chris Gayle,85,32,4,9,KKR,M. Chinnaswamy Stadium,11 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
34.0,Yusuf Pathan,72,32,8,2,PWI,JSCA Stadium,15 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
35.0,Aaron Finch,67,32,10,2,CSK,Chidambaram,15 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
36.0,Michael Hussey,67,32,5,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,08 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
37.0,MS Dhoni,67,32,7,4,SRH,Chidambaram,25 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
38.0,Virat Kohli,65,32,7,1,DC,M. Chinnaswamy Stadium,16 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
39.0,Sanju Samson,63,32,7,2,RCB,Sawai Mansingh Stadium,29 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
40.0,David Miller,56,32,1,5,MI,Wankhede Stadium,29 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
41.0,Cameron White,52,32,3,3,RCB,M. Chinnaswamy Stadium,09 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
42.0,Aaron Finch,64,33,8,2,PBKS,IS Bindra Stadium,21 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
43.0,Suresh Raina,51,33,4,2,RR,Chidambaram,22 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
44.0,Robin Uthappa,75,34,5,5,RCB,Maharashtra Cricket Association's International Stadium,02 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
45.0,Shaun Marsh,73,34,8,2,CSK,Chidambaram,02 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
46.0,Dwayne Smith,62,34,3,5,KKR,Eden Gardens,24 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
47.0,David Warner,61,34,5,4,MI,Wankhede Stadium,09 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
48.0,Mahela Jayawardena,59,34,8,1,MI,Arun Jaitley Stadium,21 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
49.0,Suresh Raina,99,35,11,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,08 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
50.0,David Warner,66,35,6,3,KKR,Shaheed Veer Narayan Singh International Cricket Stadium,01 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
51.0,Kieron Pollard,57,35,4,5,CSK,Chidambaram,06 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
52.0,Eoin Morgan,51,35,3,3,RR,Sawai Mansingh Stadium,08 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
53.0,Dwayne Smith,50,35,4,3,RCB,Wankhede Stadium,27 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
54.0,Michael Hussey,86,36,11,2,PBKS,IS Bindra Stadium,10 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
55.0,Aaron Finch,64,36,6,3,RR,Maharashtra Cricket Association's International Stadium,11 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
56.0,Ben Rohrer,64,36,9,1,RR,Sawai Mansingh Stadium,07 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
57.0,Azhar Mahmood,61,36,8,1,RCB,M. Chinnaswamy Stadium,14 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
58.0,Shikhar Dhawan,59,36,6,2,MI,Wankhede Stadium,13 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
59.0,Rahul Dravid,58,36,9,1,PWI,Sawai Mansingh Stadium,05 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
60.0,Ajinkya Rahane,67,37,6,2,PWI,Sawai Mansingh Stadium,05 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
61.0,Ajinkya Rahane,63,37,5,1,DC,Sawai Mansingh Stadium,07 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
62.0,Darren Sammy,60,37,8,1,RR,Sawai Mansingh Stadium,27 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
63.0,Chris Gayle,92,38,11,5,MI,M. Chinnaswamy Stadium,04 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
64.0,Dwayne Smith,62,38,6,2,RR,Eden Gardens,24 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
65.0,Shane Watson,98,39,13,4,SRH,Sawai Mansingh Stadium,27 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
66.0,Mandeep Singh,77,39,7,0,PWI,IS Bindra Stadium,21 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
67.0,Shaun Marsh,63,39,11,0,MI,HPCA Stadium,18 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
68.0,Gautam Gambhir,59,39,7,1,RCB,M. Chinnaswamy Stadium,11 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
69.0,Virat Kohli,57,39,6,2,PBKS,M. Chinnaswamy Stadium,14 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
70.0,Gautam Gambhir,53,39,6,1,SRH,Eden Gardens,14 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
71.0,Michael Hussey,86,40,10,2,MI,Arun Jaitley Stadium,21 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
72.0,Chris Gayle,77,40,4,6,PBKS,M. Chinnaswamy Stadium,14 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
73.0,Shikhar Dhawan,73,40,9,1,MI,Rajiv Gandhi Intl. Cricket Stadium,01 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
74.0,Manish Pandey,66,40,8,1,KKR,JSCA Stadium,15 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
75.0,Rahul Dravid,65,40,6,2,DC,Arun Jaitley Stadium,06 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
76.0,Robin Uthappa,54,40,8,1,RR,Sawai Mansingh Stadium,05 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
77.0,Adam Gilchrist,85,41,10,3,RCB,M. Chinnaswamy Stadium,14 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
78.0,David Warner,77,41,9,1,RR,Arun Jaitley Stadium,06 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
79.0,Michael Hussey,65,41,6,2,DC,Arun Jaitley Stadium,18 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
80.0,MS Dhoni,63,41,3,5,MI,Eden Gardens,26 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
81.0,Shikhar Dhawan,63,41,10,0,CSK,Chidambaram,25 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
82.0,Rohit Sharma,74,42,4,5,DC,Wankhede Stadium,09 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
83.0,Suresh Raina,63,42,5,1,PWI,Maharashtra Cricket Association's International Stadium,30 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
84.0,Saurabh Tiwary,52,42,2,2,PWI,Maharashtra Cricket Association's International Stadium,02 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
85.0,Manvinder Bisla,51,42,3,3,PBKS,Eden Gardens,26 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
86.0,Manvinder Bisla,92,43,14,2,CSK,Chidambaram,28 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
87.0,Ajinkya Rahane,59,43,3,3,PBKS,IS Bindra Stadium,09 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
88.0,Virat Kohli,58,43,2,2,CSK,Chidambaram,13 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
89.0,Biplap Samantray,55,43,6,1,RR,Rajiv Gandhi Intl. Cricket Stadium,17 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
90.0,Sachin Tendulkar,54,43,3,2,DC,Arun Jaitley Stadium,21 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
91.0,Rahul Dravid,54,43,8,0,PWI,Maharashtra Cricket Association's International Stadium,11 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
92.0,Gautam Gambhir,50,43,6,0,PWI,Maharashtra Cricket Association's International Stadium,09 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
93.0,Virat Kohli,99,44,10,4,DC,Arun Jaitley Stadium,10 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
94.0,Shaun Marsh,77,44,6,2,RR,IS Bindra Stadium,09 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
95.0,Parthiv Patel,61,44,5,2,PBKS,IS Bindra Stadium,11 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
96.0,Rahul Dravid,53,45,7,0,DC,Sawai Mansingh Stadium,07 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
97.0,Cheteshwar Pujara,51,45,8,0,PBKS,IS Bindra Stadium,06 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
98.0,Ajinkya Rahane,68,46,8,1,MI,Sawai Mansingh Stadium,17 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
99.0,Mahela Jayawardena,66,46,8,1,KKR,Eden Gardens,03 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
100.0,Murali Vijay,55,49,6,0,RR,Sawai Mansingh Stadium,12 May 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
101.0,Murali Vijay,50,50,3,1,PBKS,IS Bindra Stadium,10 April 2013,,,2013,Fastest Fifties,Fastest Fifties - 2013.csv
1.0,Yusuf Pathan,72,15,5,7,SRH,Eden Gardens,24 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
2.0,Suresh Raina,87,16,12,6,PBKS,Wankhede Stadium,30 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
3.0,David Miller,51,19,0,6,RR,Sharjah Cricket Stadium,20 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
4.0,Virender Sehwag,122,21,12,8,CSK,Wankhede Stadium,30 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
5.0,Glenn Maxwell,95,21,5,9,SRH,Sharjah Cricket Stadium,22 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
6.0,Glenn Maxwell,90,22,6,8,CSK,Barabati Stadium,07 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
7.0,Wriddhiman Saha,54,22,8,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
8.0,Faf du Plessis,52,22,7,1,PBKS,Barabati Stadium,07 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
9.0,AB de Villiers,89,23,6,8,SRH,M. Chinnaswamy Stadium,04 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
10.0,David Miller,66,23,8,3,RCB,M. Chinnaswamy Stadium,09 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
11.0,Yuvraj Singh,83,24,7,7,RR,M. Chinnaswamy Stadium,11 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
12.0,Yuvraj Singh,68,24,1,9,DC,M. Chinnaswamy Stadium,13 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
13.0,Glenn Maxwell,95,25,15,2,CSK,Zayed Cricket Stadium,18 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
14.0,Corey Anderson,95,25,9,6,RR,Wankhede Stadium,25 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
15.0,David Warner,90,25,12,3,CSK,JSCA Stadium,22 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
16.0,AB de Villiers,53,25,1,5,PBKS,M. Chinnaswamy Stadium,09 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
17.0,Karun Nair,50,26,7,2,MI,Wankhede Stadium,25 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
18.0,Lendl Simmons,100,27,14,2,PBKS,IS Bindra Stadium,21 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
19.0,Dwayne Smith,50,27,6,3,RR,Dubai International Stadium,23 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
20.0,Glenn Maxwell,89,28,8,6,RR,Sharjah Cricket Stadium,20 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
21.0,Michael Hussey,56,28,7,2,DC,Wankhede Stadium,23 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
22.0,Yuvraj Singh,52,28,3,5,DC,Sharjah Cricket Stadium,17 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
23.0,Shane Watson,50,28,5,3,PBKS,Sharjah Cricket Stadium,20 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
24.0,Wriddhiman Saha,115,29,10,8,KKR,M. Chinnaswamy Stadium,01 June 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
25.0,Naman Ojha,79,29,4,7,PBKS,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
26.0,Robin Uthappa,67,29,10,1,CSK,Eden Gardens,20 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
27.0,Suresh Raina,54,29,4,2,MI,Brabourne Stadium,28 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
28.0,Brendon McCullum,67,30,4,5,PBKS,Zayed Cricket Stadium,18 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
29.0,AB de Villiers,58,30,1,5,RR,M. Chinnaswamy Stadium,11 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
30.0,David Warner,55,30,6,2,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
31.0,Manish Pandey,94,31,7,6,PBKS,M. Chinnaswamy Stadium,01 June 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
32.0,Rohit Sharma,59,31,3,4,RCB,Wankhede Stadium,06 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
33.0,Shakib Al Hasan,60,32,5,3,RCB,Eden Gardens,22 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
34.0,Michael Hussey,56,32,3,2,RR,Narendra Modi Stadium,19 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
35.0,Brendon McCullum,56,32,5,2,KKR,JSCA Stadium,02 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
36.0,David Miller,54,32,3,3,CSK,Zayed Cricket Stadium,18 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
37.0,Gautam Gambhir,54,32,6,1,RR,Narendra Modi Stadium,05 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
38.0,Sanju Samson,52,32,3,4,PBKS,Sharjah Cricket Stadium,20 April 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
39.0,David Hussey,50,33,5,2,SRH,JSCA Stadium,22 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
40.0,Robin Uthappa,83,34,10,1,RCB,Eden Gardens,22 May 2014,,,2014,Fastest Fifties,Fastest Fifties - 2014.csv
