POS,Player,Runs,BF,4s,6s,Against,Venue,Match Date,SR,Unnamed: 0,Year,Metric,Source_File
,Rohit Sharma,50,40,3,2,CSK,Dubai International Stadium,25 April 2014,,611.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Karun Nair,73,41,8,2,DC,Arun Jaitley Stadium,03 May 2014,,612.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Aaron Finch,68,41,7,2,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2014,,613.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,David Warner,65,41,1,4,MI,Dubai International Stadium,30 April 2014,,614.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,David Warner,59,41,3,4,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2014,,615.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Manan Vohra,67,42,6,2,KKR,M. Chinnaswamy Stadium,01 June 2014,,616.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Manish Pandey,64,42,6,2,MI,Zayed Cricket Stadium,16 April 2014,,617.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Parthiv Patel,57,42,7,0,MI,Dubai International Stadium,19 April 2014,,618.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Suresh Raina,65,43,3,5,KKR,Eden Gardens,20 May 2014,,619.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Lendl Simmons,62,43,6,2,RR,Narendra Modi Stadium,19 May 2014,,620.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,David Warner,61,43,4,3,RCB,M. Chinnaswamy Stadium,04 May 2014,,621.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Wriddhiman Saha,59,43,4,3,MI,Wankhede Stadium,03 May 2014,,622.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Faf du Plessis,54,43,3,3,RCB,M. Chinnaswamy Stadium,24 May 2014,,623.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Rohit Sharma,51,43,4,2,KKR,Barabati Stadium,14 May 2014,,624.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Ajinkya Rahane,72,44,6,1,KKR,Zayed Cricket Stadium,29 April 2014,,625.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,JP Duminy,67,44,4,3,RCB,Sharjah Cricket Stadium,17 April 2014,,626.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Ajinkya Rahane,64,45,8,1,DC,Narendra Modi Stadium,15 May 2014,,627.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Ajinkya Rahane,59,46,6,0,SRH,Zayed Cricket Stadium,18 April 2014,,628.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Dwayne Smith,57,49,5,3,MI,Wankhede Stadium,10 May 2014,,629.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Harbhajan Singh,64,19,5,6,PBKS,Wankhede Stadium,12 April 2015,,630.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Andre Russell,51,19,5,4,PBKS,Eden Gardens,09 May 2015,,631.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,David Warner,61,20,11,1,CSK,Rajiv Gandhi Intl. Cricket Stadium,02 May 2015,,632.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Moises Henriques,57,20,5,4,RCB,Rajiv Gandhi Intl. Cricket Stadium,15 May 2015,,633.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Kieron Pollard,64,21,4,5,CSK,Wankhede Stadium,17 April 2015,,634.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Chris Gayle,117,22,7,12,PBKS,M. Chinnaswamy Stadium,06 May 2015,,635.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Dwayne Smith,62,22,8,4,MI,Wankhede Stadium,17 April 2015,,636.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Deepak Hooda,54,22,3,4,DC,Arun Jaitley Stadium,12 April 2015,,637.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Eoin Morgan,63,23,4,5,RR,Brabourne Stadium,07 May 2015,,638.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Kedar Jadhav,63,24,8,2,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015,,639.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,David Warner,57,24,6,4,RCB,M. Chinnaswamy Stadium,13 April 2015,,640.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Hardik Pandya,61,25,8,2,KKR,Wankhede Stadium,14 May 2015,,641.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Andre Russell,55,25,4,4,CSK,Eden Gardens,30 April 2015,,642.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Rohit Sharma,50,25,6,2,CSK,Eden Gardens,24 May 2015,,643.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,George Bailey,61,27,4,3,MI,Wankhede Stadium,12 April 2015,,644.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Ambati Rayudu,53,27,4,3,RR,Wankhede Stadium,01 May 2015,,645.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Kieron Pollard,70,28,7,5,RR,Narendra Modi Stadium,14 April 2015,,646.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Andre Russell,66,28,9,2,PBKS,Maharashtra Cricket Association's International Stadium,18 April 2015,,647.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,MS Dhoni,53,28,4,4,SRH,Chidambaram,11 April 2015,,648.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,AB de Villiers,133,29,19,4,MI,Wankhede Stadium,10 May 2015,,649.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Dwayne Bravo,62,29,8,1,RR,Narendra Modi Stadium,19 April 2015,,650.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Suresh Raina,62,29,4,6,RCB,M. Chinnaswamy Stadium,22 April 2015,,651.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Chris Gayle,62,29,6,4,DC,Arun Jaitley Stadium,26 April 2015,,652.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,David Miller,54,29,1,5,RR,Narendra Modi Stadium,21 April 2015,,653.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Quinton de Kock,50,29,9,1,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015,,654.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Quinton de Kock,69,30,9,3,RCB,M. Chinnaswamy Stadium,17 May 2015,,655.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,David Warner,52,30,5,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,15 May 2015,,656.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Rohit Sharma,50,30,5,1,CSK,Wankhede Stadium,17 April 2015,,657.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Shane Watson,104,31,9,5,KKR,Brabourne Stadium,16 May 2015,,658.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,David Miller,89,31,2,9,SRH,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015,,659.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Steve Smith,68,32,9,2,SRH,Brabourne Stadium,07 May 2015,,660.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Brendon McCullum,66,32,8,3,PBKS,Chidambaram,25 April 2015,,661.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Shaun Marsh,65,32,5,3,RR,Narendra Modi Stadium,21 April 2015,,662.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Shreyas Iyer,60,32,3,5,SRH,ACA-VDCA Stadium,18 April 2015,,663.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Parthiv Patel,59,32,5,3,PBKS,IS Bindra Stadium,03 May 2015,,664.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Mandeep Singh,54,32,7,2,RR,Maharashtra Cricket Association's International Stadium,20 May 2015,,665.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Karun Nair,61,33,6,2,DC,Brabourne Stadium,03 May 2015,,666.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Unmukt Chand,58,33,8,2,RCB,M. Chinnaswamy Stadium,19 April 2015,,667.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Shikhar Dhawan,54,33,6,2,RR,Brabourne Stadium,07 May 2015,,668.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Yuvraj Singh,54,33,5,3,PBKS,Maharashtra Cricket Association's International Stadium,15 April 2015,,669.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,AB de Villiers,66,34,4,4,RR,Maharashtra Cricket Association's International Stadium,20 May 2015,,670.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,JP Duminy,56,34,3,3,RR,Brabourne Stadium,03 May 2015,,671.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Ajinkya Rahane,76,35,6,2,CSK,Narendra Modi Stadium,19 April 2015,,672.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Sanju Samson,76,35,7,3,MI,Wankhede Stadium,01 May 2015,,673.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Shane Watson,73,35,6,4,CSK,Narendra Modi Stadium,19 April 2015,,674.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Lendl Simmons,68,35,8,3,CSK,Eden Gardens,24 May 2015,,675.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,JP Duminy,67,35,4,3,RCB,M. Chinnaswamy Stadium,17 May 2015,,676.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,David Warner,58,35,10,1,PBKS,IS Bindra Stadium,27 April 2015,,677.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Yusuf Pathan,52,35,5,2,MI,Wankhede Stadium,14 May 2015,,678.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,David Warner,91,36,9,4,KKR,ACA-VDCA Stadium,22 April 2015,,679.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Ajinkya Rahane,91,36,9,3,DC,Brabourne Stadium,03 May 2015,,680.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,David Warner,81,36,6,5,PBKS,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015,,681.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,JP Duminy,78,36,3,6,MI,Arun Jaitley Stadium,23 April 2015,,682.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Shreyas Iyer,70,36,10,1,CSK,Shaheed Veer Narayan Singh International Cricket Stadium,12 May 2015,,683.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Lendl Simmons,59,36,9,2,RCB,M. Chinnaswamy Stadium,19 April 2015,,684.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Faf du Plessis,55,36,5,1,PBKS,IS Bindra Stadium,16 May 2015,,685.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Parthiv Patel,51,36,9,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 May 2015,,686.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Chris Gayle,96,37,7,7,KKR,Eden Gardens,11 April 2015,,687.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Shreyas Iyer,83,37,7,5,MI,Arun Jaitley Stadium,23 April 2015,,688.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Mayank Agarwal,68,37,7,2,PBKS,Maharashtra Cricket Association's International Stadium,15 April 2015,,689.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Corey Anderson,50,37,5,3,RR,Narendra Modi Stadium,14 April 2015,,690.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Brendon McCullum,100,38,7,9,SRH,Chidambaram,11 April 2015,,691.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Lendl Simmons,71,38,9,1,PBKS,IS Bindra Stadium,03 May 2015,,692.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Lendl Simmons,65,38,3,5,CSK,Wankhede Stadium,19 May 2015,,693.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Gautam Gambhir,60,38,8,0,DC,Arun Jaitley Stadium,20 April 2015,,694.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Shreyas Iyer,54,38,4,3,PBKS,Arun Jaitley Stadium,01 May 2015,,695.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Virat Kohli,82,39,6,4,MI,Wankhede Stadium,10 May 2015,,696.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Moises Henriques,74,39,1,5,DC,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015,,697.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Virat Kohli,62,39,1,3,RR,Narendra Modi Stadium,24 April 2015,,698.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Gautam Gambhir,57,39,7,1,MI,Eden Gardens,08 April 2015,,699.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,JP Duminy,54,39,5,2,SRH,ACA-VDCA Stadium,18 April 2015,,700.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Mayank Agarwal,52,39,6,1,PBKS,Arun Jaitley Stadium,01 May 2015,,701.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Robin Uthappa,80,40,7,1,CSK,Eden Gardens,30 April 2015,,702.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Steve Smith,79,40,8,1,MI,Narendra Modi Stadium,14 April 2015,,703.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Ajinkya Rahane,74,40,6,2,PBKS,Narendra Modi Stadium,21 April 2015,,704.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,George Bailey,60,40,5,2,KKR,Maharashtra Cricket Association's International Stadium,18 April 2015,,705.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Yuvraj Singh,57,40,7,2,MI,Wankhede Stadium,05 May 2015,,706.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Virat Kohli,51,40,4,2,CSK,M. Chinnaswamy Stadium,22 April 2015,,707.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Gautam Gambhir,58,41,7,1,RCB,Eden Gardens,11 April 2015,,708.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,AB de Villiers,57,41,9,1,RR,M. Chinnaswamy Stadium,29 April 2015,,709.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Corey Anderson,55,41,4,3,KKR,Eden Gardens,08 April 2015,,710.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,David Warner,53,41,1,3,CSK,Chidambaram,11 April 2015,,711.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Lendl Simmons,51,41,6,1,SRH,Wankhede Stadium,25 April 2015,,712.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Shikhar Dhawan,50,41,4,2,RCB,M. Chinnaswamy Stadium,13 April 2015,,713.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Albie Morkel,73,43,8,1,CSK,Chidambaram,09 April 2015,,714.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Lendl Simmons,68,43,5,3,RCB,Wankhede Stadium,10 May 2015,,715.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Michael Hussey,56,43,3,2,RCB,JSCA Stadium,22 May 2015,,716.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Shikhar Dhawan,54,43,4,1,KKR,ACA-VDCA Stadium,22 April 2015,,717.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Brendon McCullum,81,44,7,4,RR,Chidambaram,10 May 2015,,718.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Suresh Raina,52,44,5,1,RCB,Chidambaram,04 May 2015,,719.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Dwayne Smith,57,45,9,1,MI,Eden Gardens,24 May 2015,,720.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Rohit Sharma,98,46,12,4,KKR,Eden Gardens,08 April 2015,,721.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Ajinkya Rahane,62,46,9,0,SRH,ACA-VDCA Stadium,16 April 2015,,722.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Chris Morris,82,17,4,8,GL,Arun Jaitley Stadium,27 April 2016,,723.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Kieron Pollard,51,17,2,6,KKR,Wankhede Stadium,28 April 2016,,724.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,David Warner,58,21,4,5,RCB,M. Chinnaswamy Stadium,12 April 2016,,725.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Quinton de Kock,108,22,15,3,RCB,M. Chinnaswamy Stadium,17 April 2016,,726.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Krunal Pandya,86,22,7,6,DC,ACA-VDCA Stadium,15 May 2016,,727.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,David Warner,59,23,7,3,PBKS,Rajiv Gandhi Intl. Cricket Stadium,23 April 2016,,728.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,David Warner,69,24,8,3,RCB,M. Chinnaswamy Stadium,29 May 2016,,729.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Robin Uthappa,53,24,9,0,PBKS,IS Bindra Stadium,19 April 2016,,730.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,AB de Villiers,129,25,10,12,GL,M. Chinnaswamy Stadium,14 May 2016,,731.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,AB de Villiers,83,25,6,4,RPS,Maharashtra Cricket Association's International Stadium,22 April 2016,,732.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Chris Gayle,76,25,4,8,SRH,M. Chinnaswamy Stadium,29 May 2016,,733.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Rishabh Pant,69,25,9,2,GL,Saurashtra Cricket Association Stadium,03 May 2016,,734.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,AB de Villiers,55,25,9,1,DC,M. Chinnaswamy Stadium,17 April 2016,,735.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,AB de Villiers,82,26,7,6,SRH,M. Chinnaswamy Stadium,12 April 2016,,736.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Chris Gayle,73,26,4,8,PBKS,M. Chinnaswamy Stadium,18 May 2016,,737.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Dwayne Smith,53,26,5,3,DC,Arun Jaitley Stadium,27 April 2016,,738.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Manish Pandey,52,26,3,3,MI,Eden Gardens,13 April 2016,,739.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,KL Rahul,51,26,6,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016,,740.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Yusuf Pathan,60,27,6,3,RCB,M. Chinnaswamy Stadium,02 May 2016,,741.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Brendon McCullum,60,27,6,3,DC,Arun Jaitley Stadium,27 April 2016,,742.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Quinton de Kock,52,27,6,2,PBKS,IS Bindra Stadium,07 May 2016,,743.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Dinesh Karthik,51,27,8,1,KKR,Eden Gardens,08 May 2016,,744.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Virat Kohli,113,28,12,8,PBKS,M. Chinnaswamy Stadium,18 May 2016,,745.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Nitish Rana,70,28,7,4,GL,Green Park,21 May 2016,,746.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Dwayne Smith,63,28,9,1,RPS,Maharashtra Cricket Association's International Stadium,29 April 2016,,747.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Shikhar Dhawan,51,28,4,3,KKR,Eden Gardens,22 May 2016,,748.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Steve Smith,101,29,8,5,GL,Maharashtra Cricket Association's International Stadium,29 April 2016,,749.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,David Warner,74,29,9,0,GL,Saurashtra Cricket Association Stadium,21 April 2016,,750.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Glenn Maxwell,68,29,6,4,KKR,Eden Gardens,04 May 2016,,751.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,AB de Villiers,59,29,5,3,KKR,Eden Gardens,16 May 2016,,752.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Wriddhiman Saha,52,29,7,0,DC,IS Bindra Stadium,07 May 2016,,753.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,KL Rahul,52,29,6,2,KKR,M. Chinnaswamy Stadium,02 May 2016,,754.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Gurkeerat Mann Singh,51,29,3,3,RPS,ACA-VDCA Stadium,21 May 2016,,755.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Hashim Amla,96,30,14,2,SRH,IS Bindra Stadium,15 May 2016,,756.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,AB de Villiers,64,30,5,2,PBKS,IS Bindra Stadium,09 May 2016,,757.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,MS Dhoni,64,30,4,5,PBKS,ACA-VDCA Stadium,21 May 2016,,758.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Suresh Raina,58,30,8,2,MI,Green Park,21 May 2016,,759.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Yusuf Pathan,52,30,3,2,SRH,Eden Gardens,22 May 2016,,760.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Virat Kohli,108,31,8,7,RPS,M. Chinnaswamy Stadium,07 May 2016,,761.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Dwayne Smith,73,31,5,6,RCB,M. Chinnaswamy Stadium,24 May 2016,,762.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Ambati Rayudu,65,31,4,4,PBKS,IS Bindra Stadium,25 April 2016,,763.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Yusuf Pathan,63,31,7,1,GL,Eden Gardens,08 May 2016,,764.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Manan Vohra,51,31,7,0,RPS,IS Bindra Stadium,17 April 2016,,765.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Aaron Finch,50,31,7,2,SRH,Arun Jaitley Stadium,27 May 2016,,766.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,David Warner,92,32,9,5,RCB,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016,,767.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Aaron Finch,74,32,12,0,PBKS,IS Bindra Stadium,11 April 2016,,768.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Ajinkya Rahane,66,32,7,3,MI,Wankhede Stadium,09 April 2016,,769.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Virat Kohli,54,32,5,2,SRH,M. Chinnaswamy Stadium,29 May 2016,,770.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Gautam Gambhir,51,32,7,0,RCB,Eden Gardens,16 May 2016,,771.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,AB de Villiers,79,33,5,5,GL,M. Chinnaswamy Stadium,24 May 2016,,772.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Faf du Plessis,69,33,5,4,GL,Saurashtra Cricket Association Stadium,14 April 2016,,773.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Glenn Maxwell,56,33,5,1,MI,IS Bindra Stadium,25 April 2016,,774.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Sam Billings,54,33,3,2,KKR,Arun Jaitley Stadium,30 April 2016,,775.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Suresh Raina,53,33,7,1,KKR,Green Park,19 May 2016,,776.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Aaron Finch,50,33,7,2,RPS,Saurashtra Cricket Association Stadium,14 April 2016,,777.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Suresh Raina,75,34,9,0,SRH,Saurashtra Cricket Association Stadium,21 April 2016,,778.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Ajinkya Rahane,74,34,8,2,RCB,M. Chinnaswamy Stadium,07 May 2016,,779.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,KL Rahul,51,34,4,3,GL,Saurashtra Cricket Association Stadium,24 April 2016,,780.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Manish Pandey,50,34,5,2,RCB,Eden Gardens,16 May 2016,,781.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,David Warner,93,35,11,3,GL,Arun Jaitley Stadium,27 May 2016,,782.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Murali Vijay,89,36,12,1,RCB,IS Bindra Stadium,09 May 2016,,783.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Virat Kohli,79,36,7,3,DC,M. Chinnaswamy Stadium,17 April 2016,,784.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Rohit Sharma,68,36,8,2,KKR,Wankhede Stadium,28 April 2016,,785.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Murali Vijay,59,36,4,3,RPS,ACA-VDCA Stadium,21 May 2016,,786.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Murali Vijay,55,36,6,0,GL,Saurashtra Cricket Association Stadium,01 May 2016,,787.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Karun Nair,54,36,6,1,RCB,M. Chinnaswamy Stadium,17 April 2016,,788.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Virat Kohli,75,37,5,3,KKR,Eden Gardens,16 May 2016,,789.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
,Ajinkya Rahane,60,37,8,0,RCB,Maharashtra Cricket Association's International Stadium,22 April 2016,,790.0,All,Fastest Fifties,Fastest Fifties All Seasons Combine.csv
