POS,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date,Year,Metric,Source_File
62,Rahul Sharma,4.0,18,1,0.0,13,24.0,KTK,DY Patil Stadium,13 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
63,Rajat Bhatia,4.0,18,0,0.0,13,0.0,PBKS,Eden Gardens,30 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
64,Sreenath Aravind,4.0,20,2,0.0,13,12.0,KTK,M. Chinnaswamy Stadium,08 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
65,Munaf Patel,4.0,21,5,0.0,13,4.8,PBKS,IS Bindra Stadium,10 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
66,Shane Warne,4.0,21,2,0.0,13,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
67,Ali Murtaza,4.0,21,1,0.0,13,24.0,DC,Arun Jaitley Stadium,10 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
68,Lakshmipathy Balaji,4.0,23,0,0.0,13,0.0,KTK,Eden Gardens,20 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
69,Dale Steyn,4.0,24,3,0.0,13,8.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
70,Jaydev Unadkat,4.0,24,1,0.0,13,24.0,DC,Arun Jaitley Stadium,28 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
71,Lasith Malinga,4.0,25,3,0.0,13,8.0,PWI,DY Patil Stadium,04 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
72,Morne Morkel,4.0,25,3,0.0,13,8.0,RCB,Arun Jaitley Stadium,26 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
73,Ryan Harris,4.0,25,1,0.0,13,24.0,CSK,IS Bindra Stadium,13 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
74,Ryan Harris,4.0,26,1,0.0,13,24.0,PWI,IS Bindra Stadium,08 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
75,Harmeet Singh Bansal,4.0,27,2,0.0,13,12.0,DC,Arun Jaitley Stadium,19 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
76,Shaun Tait,3.5,29,1,0.0,13,23.0,KKR,Eden Gardens,17 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
77,Zaheer Khan,4.0,36,0,0.0,13,0.0,MI,M. Chinnaswamy Stadium,12 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
78,Ishant Sharma,3.0,12,5,0.0,12,3.6,KTK,Jawaharlal Nehru Stadium,27 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
79,Ravichandran Ashwin,3.0,12,2,0.0,12,9.0,KKR,Eden Gardens,07 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
80,Rahul Sharma,4.0,17,2,0.0,12,12.0,PBKS,IS Bindra Stadium,08 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
81,Lasith Malinga,4.0,17,1,0.0,12,24.0,DEC,Wankhede Stadium,14 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
82,Morne Morkel,4.0,18,3,0.0,12,8.0,KTK,Jawaharlal Nehru Stadium,30 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
83,Ravichandran Ashwin,4.0,18,1,0.0,12,24.0,RCB,M. Chinnaswamy Stadium,22 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
84,Shane Watson,4.0,19,3,0.0,12,8.0,MI,Wankhede Stadium,20 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
85,Ravichandran Ashwin,4.0,19,2,1.0,12,12.0,PWI,Chidambaram,25 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
86,Ravichandran Ashwin,4.0,19,2,0.0,12,12.0,DC,Chidambaram,12 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
87,Yusuf Pathan,4.0,20,3,1.0,12,8.0,KTK,Eden Gardens,20 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
88,Lasith Malinga,4.0,20,2,0.0,12,12.0,CSK,Wankhede Stadium,22 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
89,Syed Mohammad,4.0,20,1,0.0,12,24.0,KKR,Eden Gardens,22 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
90,Shane Watson,4.0,20,0,0.0,12,0.0,KKR,Eden Gardens,17 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
91,Dhawal Kulkarni,4.0,20,0,0.0,12,0.0,PWI,DY Patil Stadium,04 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
92,RP Singh,4.0,21,2,0.0,12,12.0,DEC,Jawaharlal Nehru Stadium,27 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
93,Dwayne Bravo,4.0,21,0,0.0,12,0.0,RCB,M. Chinnaswamy Stadium,22 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
94,Lasith Malinga,3.2,18,2,1.0,12,10.0,DC,Wankhede Stadium,07 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
95,Doug Bollinger,4.0,22,3,0.0,12,8.0,RR,Sawai Mansingh Stadium,09 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
96,Johan Botha,4.0,23,1,0.0,12,24.0,CSK,Sawai Mansingh Stadium,09 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
97,Johan Botha,4.0,23,1,0.0,12,24.0,PWI,Sawai Mansingh Stadium,01 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
98,Ishant Sharma,4.0,23,0,0.0,12,0.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
99,Iqbal Abdulla,4.0,24,3,0.0,12,8.0,DEC,Eden Gardens,11 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
100,Harbhajan Singh,4.0,24,2,0.0,12,12.0,DC,Wankhede Stadium,07 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
101,Yusuf Pathan,4.0,24,1,0.0,12,24.0,PBKS,Eden Gardens,30 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
102,Dale Steyn,4.0,24,0,0.0,12,0.0,DC,Arun Jaitley Stadium,19 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
103,Jaydev Unadkat,4.0,25,2,0.0,12,12.0,KTK,Jawaharlal Nehru Stadium,05 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
104,Iqbal Abdulla,4.0,26,1,0.0,12,24.0,MI,Eden Gardens,22 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
105,Shalabh Srivastava,3.0,20,2,0.0,12,9.0,PWI,IS Bindra Stadium,08 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
106,Zaheer Khan,4.0,27,1,0.0,12,24.0,DC,Arun Jaitley Stadium,26 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
107,Irfan Pathan,4.0,28,3,0.0,12,8.0,PBKS,HPCA Stadium,15 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
108,Amit Mishra,4.0,28,2,0.0,12,12.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
109,Lasith Malinga,4.0,28,2,0.0,12,12.0,PWI,Wankhede Stadium,20 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
110,Irfan Pathan,4.0,28,1,0.0,12,24.0,DEC,Arun Jaitley Stadium,19 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
111,Vinay Kumar,3.4,26,1,0.0,12,22.0,RCB,Jawaharlal Nehru Stadium,09 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
112,Yuvraj Singh,4.0,29,4,0.0,12,6.0,DC,DY Patil Stadium,17 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
113,Doug Bollinger,4.0,30,2,0.0,12,12.0,MI,Wankhede Stadium,22 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
114,Dale Steyn,4.0,30,0,0.0,12,0.0,PWI,Rajiv Gandhi Intl. Cricket Stadium,10 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
115,Amit Mishra,3.2,26,1,0.0,12,20.0,PWI,Rajiv Gandhi Intl. Cricket Stadium,10 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
116,Irfan Pathan,3.0,26,1,1.0,12,18.0,PBKS,Arun Jaitley Stadium,23 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
117,Praveen Kumar,4.0,37,2,1.0,12,12.0,CSK,IS Bindra Stadium,13 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
118,Praveen Kumar,4.0,37,0,0.0,12,0.0,RCB,M. Chinnaswamy Stadium,06 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
119,Amit Mishra,4.0,12,1,0.0,11,24.0,KTK,Jawaharlal Nehru Stadium,27 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
120,Jesse Ryder,3.0,9,1,1.0,11,18.0,PBKS,DY Patil Stadium,10 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
121,Shane Warne,4.0,16,3,0.0,11,8.0,KTK,Sawai Mansingh Stadium,24 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
122,Irfan Pathan,4.0,16,1,0.0,11,24.0,KKR,Arun Jaitley Stadium,28 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
123,Iqbal Abdulla,3.0,12,1,0.0,11,18.0,PWI,DY Patil Stadium,19 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
124,Suresh Raina,4.0,16,0,0.0,11,0.0,DC,Chidambaram,12 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
125,Dan Christian,3.0,12,0,0.0,11,0.0,KTK,Jawaharlal Nehru Stadium,27 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
126,Daniel Vettori,4.0,17,1,0.0,11,24.0,KTK,Jawaharlal Nehru Stadium,09 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
127,Dale Steyn,3.0,13,1,0.0,11,18.0,PBKS,HPCA Stadium,21 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
128,Daniel Vettori,4.0,18,0,0.0,11,0.0,MI,M. Chinnaswamy Stadium,12 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
129,Harbhajan Singh,3.0,14,2,0.0,11,9.0,DC,Arun Jaitley Stadium,10 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
130,Siddharth Trivedi,4.0,19,3,0.0,11,8.0,KTK,Sawai Mansingh Stadium,24 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
131,Amit Mishra,4.0,19,2,0.0,11,12.0,KKR,Eden Gardens,11 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
132,Doug Bollinger,4.0,20,1,0.0,11,24.0,RCB,Wankhede Stadium,24 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
133,Varun Aaron,4.0,20,1,0.0,11,24.0,CSK,Chidambaram,12 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
134,Shrikant Wagh,3.0,16,3,0.0,11,6.0,PBKS,DY Patil Stadium,10 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
135,Shaun Tait,4.0,22,3,1.0,11,8.0,PBKS,IS Bindra Stadium,21 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
136,Praveen Kumar,4.0,22,2,0.0,11,12.0,RR,IS Bindra Stadium,21 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
137,Bhargav Bhatt,4.0,22,2,0.0,11,12.0,KKR,Eden Gardens,30 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
138,Morne Morkel,4.0,22,1,0.0,11,24.0,PBKS,HPCA Stadium,15 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
139,Bipul Sharma,4.0,22,1,0.0,11,24.0,MI,Wankhede Stadium,02 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
140,P Parameswaran,3.3,20,2,0.0,11,10.5,RR,Holkar Cricket Stadium,15 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
141,Alfonso Thomas,4.0,23,2,0.0,11,12.0,RCB,M. Chinnaswamy Stadium,29 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
142,JP Duminy,4.0,23,1,0.0,11,24.0,PBKS,HPCA Stadium,21 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
143,Ravichandran Ashwin,4.0,23,1,0.0,11,24.0,RCB,Chidambaram,16 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
144,Suraj Randiv,4.0,23,0,0.0,11,0.0,PWI,Chidambaram,25 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
145,Albie Morkel,4.0,24,2,0.0,11,12.0,RR,Chidambaram,04 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
146,Dale Steyn,4.0,24,2,0.0,11,12.0,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
147,Piyush Chawla,4.0,24,1,0.0,11,24.0,RR,IS Bindra Stadium,21 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
148,Shanthakumaran Sreesanth,4.0,24,1,0.0,11,24.0,DC,Arun Jaitley Stadium,02 May 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
149,Brett Lee,4.0,24,0,0.0,11,0.0,DC,Arun Jaitley Stadium,28 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
150,Ishant Sharma,4.0,24,0,0.0,11,0.0,RR,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011,2011,Most Dot Balls Innings,Most Dot Balls Innings - 2011.csv
1,Dale Steyn,4.0,8,3,0.0,18,8.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
2,Dale Steyn,4.0,10,2,0.0,17,12.0,MI,Wankhede Stadium,29 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
3,Lasith Malinga,4.0,13,2,0.0,17,12.0,RR,Wankhede Stadium,11 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
4,Zaheer Khan,4.0,15,1,1.0,17,24.0,RR,M. Chinnaswamy Stadium,15 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
5,Ravindra Jadeja,4.0,16,5,0.0,17,4.8,DEC,ACA-VDCA Stadium,07 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
6,Praveen Kumar,4.0,19,0,0.0,17,0.0,PWI,IS Bindra Stadium,12 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
7,Brett Lee,4.0,21,0,0.0,17,0.0,RCB,M. Chinnaswamy Stadium,10 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
8,Praveen Kumar,4.0,8,0,0.0,16,0.0,RCB,M. Chinnaswamy Stadium,02 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
9,Morne Morkel,4.0,20,4,0.0,16,6.0,PBKS,HPCA Stadium,19 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
10,Ben Hilfenhaus,4.0,8,2,1.0,15,12.0,RR,Sawai Mansingh Stadium,10 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
11,Lakshmipathy Balaji,4.0,11,2,0.0,15,12.0,MI,Wankhede Stadium,16 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
12,Umesh Yadav,4.0,11,2,0.0,15,12.0,MI,Wankhede Stadium,16 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
13,Parvinder Awana,4.0,12,2,0.0,15,12.0,CSK,HPCA Stadium,17 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
14,Ajit Chandila,4.0,13,4,0.0,15,6.0,PWI,Sawai Mansingh Stadium,13 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
15,Harbhajan Singh,4.0,13,2,0.0,15,12.0,DEC,Wankhede Stadium,29 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
16,Brett Lee,4.0,15,1,0.0,15,24.0,DEC,Barabati Stadium,22 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
17,Shahbaz Nadeem,4.0,16,2,0.0,15,12.0,MI,Wankhede Stadium,16 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
18,Ashok Dinda,4.0,18,4,0.0,15,6.0,MI,Wankhede Stadium,06 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
19,Dhawal Kulkarni,4.0,18,3,1.0,15,8.0,RR,Sawai Mansingh Stadium,20 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
20,Ashish Nehra,4.0,19,2,0.0,15,12.0,MI,Maharashtra Cricket Association's International Stadium,03 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
21,Ryan Harris,4.0,19,2,0.0,15,12.0,DC,HPCA Stadium,19 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
22,Ben Hilfenhaus,4.0,20,1,0.0,15,24.0,PBKS,HPCA Stadium,17 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
23,Shane Watson,4.0,22,2,1.0,15,12.0,PBKS,IS Bindra Stadium,05 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
24,Johan Botha,4.0,22,1,0.0,15,24.0,KKR,Eden Gardens,13 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
25,Azhar Mahmood,4.0,28,2,0.0,15,12.0,CSK,HPCA Stadium,17 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
26,Dale Steyn,4.0,12,3,1.0,14,8.0,MI,ACA-VDCA Stadium,09 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
27,Shaun Tait,4.0,13,3,0.0,14,8.0,PWI,Maharashtra Cricket Association's International Stadium,08 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
28,Sunil Narine,4.0,13,1,1.0,14,24.0,PWI,Eden Gardens,05 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
29,Kieron Pollard,4.0,14,2,0.0,14,12.0,PBKS,Wankhede Stadium,22 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
30,Zaheer Khan,4.0,16,0,0.0,14,0.0,MI,Wankhede Stadium,09 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
31,Praveen Kumar,4.0,18,2,0.0,14,12.0,CSK,HPCA Stadium,17 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
32,Pankaj Singh,4.0,18,2,0.0,14,12.0,RCB,M. Chinnaswamy Stadium,15 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
33,Ankit Sharma,4.0,18,0,0.0,14,0.0,MI,ACA-VDCA Stadium,09 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
34,KP Appanna,4.0,19,4,0.0,14,6.0,RR,Sawai Mansingh Stadium,23 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
35,Umesh Yadav,4.0,19,3,1.0,14,8.0,PBKS,HPCA Stadium,19 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
36,Yusuf Pathan,4.0,19,1,0.0,14,24.0,RCB,Eden Gardens,28 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
37,Lasith Malinga,4.0,20,0,0.0,14,0.0,RCB,Wankhede Stadium,09 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
38,Umesh Yadav,4.0,21,3,0.0,14,8.0,PBKS,Arun Jaitley Stadium,15 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
39,Parvinder Awana,4.0,22,3,0.0,14,8.0,DC,Arun Jaitley Stadium,15 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
40,Morne Morkel,4.0,22,2,1.0,14,12.0,MI,Wankhede Stadium,16 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
41,Sunil Narine,4.0,23,2,0.0,14,12.0,DC,Arun Jaitley Stadium,07 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
42,Shaun Tait,3.1,20,0,0.0,14,0.0,CSK,Sawai Mansingh Stadium,10 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
43,Ben Hilfenhaus,4.0,27,3,0.0,14,8.0,DC,Chidambaram,12 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
44,Brett Lee,4.0,29,2,0.0,14,12.0,RR,Sawai Mansingh Stadium,08 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
45,Praveen Kumar,4.0,33,0,0.0,14,0.0,DC,HPCA Stadium,19 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
46,Parvinder Awana,4.0,34,4,0.0,14,6.0,RCB,IS Bindra Stadium,20 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
47,Sunil Narine,4.0,11,1,0.0,13,24.0,RCB,Eden Gardens,28 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
48,Irfan Pathan,4.0,12,1,1.0,13,24.0,MI,Wankhede Stadium,16 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
49,Sunil Narine,4.0,14,2,0.0,13,12.0,CSK,Eden Gardens,14 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
50,Albie Morkel,4.0,15,1,0.0,13,24.0,DC,Chidambaram,12 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
51,Lasith Malinga,3.5,16,2,0.0,13,11.5,CSK,Chidambaram,04 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
52,Munaf Patel,4.0,17,1,0.0,13,24.0,KKR,Wankhede Stadium,16 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
53,Nuwan Kulasekara,4.0,17,1,0.0,13,24.0,RR,Chidambaram,21 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
54,Lakshmipathy Balaji,4.0,18,4,1.0,13,6.0,RCB,M. Chinnaswamy Stadium,10 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
55,Pawan Negi,4.0,18,4,0.0,13,6.0,RR,Sawai Mansingh Stadium,01 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
56,Siddharth Trivedi,4.0,18,2,0.0,13,12.0,CSK,Sawai Mansingh Stadium,10 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
57,Shaun Tait,4.0,18,2,0.0,13,12.0,PBKS,IS Bindra Stadium,05 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
58,Harbhajan Singh,4.0,18,2,0.0,13,12.0,PWI,Maharashtra Cricket Association's International Stadium,03 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
59,Sunil Narine,4.0,19,5,0.0,13,4.8,PBKS,Eden Gardens,15 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
60,Morne Morkel,4.0,19,2,0.0,13,12.0,CSK,Arun Jaitley Stadium,10 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
61,Ravichandran Ashwin,4.0,19,1,0.0,13,24.0,RR,Chidambaram,21 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
62,Albie Morkel,4.0,20,0,0.0,13,0.0,MI,Chidambaram,04 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
63,Alfonso Thomas,4.0,22,3,0.0,13,8.0,DC,Arun Jaitley Stadium,21 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
64,Ashish Nehra,4.0,23,3,0.0,13,8.0,RR,Sawai Mansingh Stadium,13 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
65,Pragyan Ojha,4.0,23,1,0.0,13,24.0,PWI,Wankhede Stadium,06 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
66,Dale Steyn,4.0,24,2,0.0,13,12.0,KKR,Barabati Stadium,22 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
67,Munaf Patel,4.0,24,1,0.0,13,24.0,PWI,Maharashtra Cricket Association's International Stadium,03 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
68,Lasith Malinga,4.0,25,2,0.0,13,12.0,PWI,Maharashtra Cricket Association's International Stadium,03 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
69,Lakshmipathy Balaji,4.0,27,0,0.0,13,0.0,RR,Eden Gardens,13 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
70,Ben Hilfenhaus,4.0,34,2,1.0,13,12.0,MI,Wankhede Stadium,06 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
71,Rajat Bhatia,4.0,14,2,0.0,12,12.0,PBKS,Eden Gardens,15 April 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
72,Praveen Kumar,4.0,15,2,0.0,12,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,08 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
73,Sunil Narine,4.0,15,1,0.0,12,24.0,PWI,Maharashtra Cricket Association's International Stadium,19 May 2012,2012,Most Dot Balls Innings,Most Dot Balls Innings - 2012.csv
