Unnamed: 0,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year,Metric,Source_File
1702,Faf du Plessis,50,39,128.2,7,1,DC,ACA-VDCA Stadium,10 May 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1703,Steve Smith,73,59,123.72,7,1,KKR,Sawai Mansingh Stadium,07 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1704,Shikhar Dhawan,51,47,108.51,7,0,CSK,Arun Jaitley Stadium,26 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1705,Hardik Pandya,91,34,267.64,6,9,KKR,Eden Gardens,28 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1706,Rishabh Pant,78,36,216.66,6,4,RR,Sawai Mansingh Stadium,22 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1707,Andre Russell,80,40,200.0,6,8,MI,Eden Gardens,28 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1708,Sunil Narine,47,25,188.0,6,3,RR,Sawai Mansingh Stadium,07 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1709,Chris Gayle,69,37,186.48,6,5,DC,Arun Jaitley Stadium,20 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1710,Sanju Samson,35,19,184.21,6,1,MI,Sawai Mansingh Stadium,20 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1711,Ajinkya Rahane,37,21,176.19,6,1,MI,Wankhede Stadium,13 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1712,Mayank Agarwal,58,34,170.58,6,1,KKR,Eden Gardens,27 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1713,Shubman Gill,76,45,168.88,6,4,MI,Eden Gardens,28 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1714,Jonny Bairstow,45,28,160.71,6,1,RR,Rajiv Gandhi Intl. Cricket Stadium,29 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1715,Sarfaraz Khan,46,29,158.62,6,1,RR,Sawai Mansingh Stadium,25 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1716,Suresh Raina,38,24,158.33,6,1,SRH,Chidambaram,23 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1717,KL Rahul,100,64,156.25,6,6,MI,Wankhede Stadium,10 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1718,Chris Lynn,50,32,156.25,6,3,RR,Sawai Mansingh Stadium,07 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1719,Quinton de Kock,81,52,155.76,6,4,RR,Wankhede Stadium,13 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1720,Quinton de Kock,60,39,153.84,6,2,PBKS,IS Bindra Stadium,30 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1721,Prithvi Shaw,56,38,147.36,6,2,SRH,ACA-VDCA Stadium,08 May 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1722,AB de Villiers,75,51,147.05,6,4,MI,Wankhede Stadium,15 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1723,Rohit Sharma,47,32,146.87,6,1,RR,Wankhede Stadium,13 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1724,Virat Kohli,46,32,143.75,6,0,MI,M. Chinnaswamy Stadium,28 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1725,Rohit Sharma,67,48,139.58,6,3,CSK,Chidambaram,26 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1726,Quinton de Kock,65,47,138.29,6,2,RR,Sawai Mansingh Stadium,20 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1727,Sarfaraz Khan,39,29,134.48,6,0,DC,IS Bindra Stadium,01 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1728,Robin Uthappa,67,50,134.0,6,2,PBKS,Eden Gardens,27 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1729,Robin Uthappa,33,25,132.0,6,0,RCB,M. Chinnaswamy Stadium,05 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1730,KL Rahul,71,57,124.56,6,1,MI,IS Bindra Stadium,30 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1731,Quinton de Kock,69,58,118.96,6,2,SRH,Wankhede Stadium,02 May 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1732,David Warner,70,62,112.9,6,1,PBKS,IS Bindra Stadium,08 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1733,Moeen Ali,66,28,235.71,5,6,KKR,Eden Gardens,19 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1734,Hardik Pandya,37,16,231.25,5,2,RCB,Wankhede Stadium,15 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1735,Krunal Pandya,32,15,213.33,5,1,DC,Wankhede Stadium,24 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1736,Chris Lynn,46,22,209.09,5,3,PBKS,IS Bindra Stadium,03 May 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1737,AB de Villiers,63,32,196.87,5,4,KKR,M. Chinnaswamy Stadium,05 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1738,Ravindra Jadeja,31,17,182.35,5,0,KKR,Eden Gardens,14 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1739,David Warner,100,55,181.81,5,5,RCB,Rajiv Gandhi Intl. Cricket Stadium,31 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1740,Rohit Sharma,32,18,177.77,5,0,PBKS,IS Bindra Stadium,30 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1741,MS Dhoni,84,48,175.0,5,7,RCB,M. Chinnaswamy Stadium,21 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1742,Suryakumar Yadav,46,27,170.37,5,2,KKR,Wankhede Stadium,05 May 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1743,Wriddhiman Saha,25,15,166.66,5,0,MI,Wankhede Stadium,02 May 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1744,Mayank Agarwal,35,21,166.66,5,1,RCB,M. Chinnaswamy Stadium,24 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1745,Kane Williamson,70,43,162.79,5,4,RCB,M. Chinnaswamy Stadium,04 May 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1746,Moeen Ali,26,16,162.5,5,0,CSK,M. Chinnaswamy Stadium,21 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1747,Rahul Tripathi,39,24,162.5,5,1,CSK,Chidambaram,31 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1748,Ajinkya Rahane,34,21,161.9,5,1,KKR,Eden Gardens,25 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1749,Shikhar Dhawan,35,22,159.09,5,1,MI,Arun Jaitley Stadium,18 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1750,AB de Villiers,59,38,155.26,5,2,PBKS,IS Bindra Stadium,13 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1751,Quinton de Kock,40,26,153.84,5,2,RCB,Wankhede Stadium,15 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1752,Riyan Parag,47,31,151.61,5,2,KKR,Eden Gardens,25 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1753,Yuvraj Singh,53,35,151.42,5,3,DC,Wankhede Stadium,24 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1754,Faf du Plessis,24,16,150.0,5,0,KKR,Eden Gardens,14 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1755,Prithvi Shaw,24,16,150.0,5,0,CSK,Arun Jaitley Stadium,26 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1756,Riyan Parag,43,29,148.27,5,1,MI,Sawai Mansingh Stadium,20 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1757,David Miller,59,40,147.5,5,3,KKR,Eden Gardens,27 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1758,Krunal Pandya,37,26,142.3,5,0,DC,Arun Jaitley Stadium,18 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1759,Suresh Raina,53,38,139.47,5,2,PBKS,IS Bindra Stadium,05 May 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1760,Dinesh Karthik,50,36,138.88,5,2,DC,Arun Jaitley Stadium,30 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1761,Shikhar Dhawan,50,37,135.13,5,2,RCB,Arun Jaitley Stadium,28 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1762,Rohit Sharma,24,18,133.33,5,0,SRH,Wankhede Stadium,02 May 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1763,Shubman Gill,65,49,132.65,5,2,PBKS,IS Bindra Stadium,03 May 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1764,Jonny Bairstow,41,31,132.25,5,1,DC,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1765,Krunal Pandya,42,32,131.25,5,1,CSK,Wankhede Stadium,03 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1766,Prithvi Shaw,28,22,127.27,5,0,RCB,M. Chinnaswamy Stadium,07 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1767,Shreyas Iyer,28,22,127.27,5,0,PBKS,IS Bindra Stadium,01 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1768,Steve Smith,59,48,122.91,5,1,MI,Sawai Mansingh Stadium,20 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1769,Shreyas Iyer,58,49,118.36,5,1,PBKS,Arun Jaitley Stadium,20 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1770,Andre Russell,50,44,113.63,5,3,CSK,Chidambaram,09 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1771,Shreyas Iyer,45,40,112.5,5,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1772,Jos Buttler,37,34,108.82,5,1,KKR,Sawai Mansingh Stadium,07 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1773,Andre Russell,49,19,257.89,4,4,SRH,Eden Gardens,24 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1774,Jos Buttler,23,10,230.0,4,1,CSK,Sawai Mansingh Stadium,11 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1775,Chris Gayle,23,10,230.0,4,1,RCB,M. Chinnaswamy Stadium,24 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1776,Andre Russell,62,28,221.42,4,6,DC,Arun Jaitley Stadium,30 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1777,Mandeep Singh,33,15,220.0,4,1,KKR,Eden Gardens,27 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1778,Colin Ingram,19,9,211.11,4,0,PBKS,Arun Jaitley Stadium,20 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1779,Parthiv Patel,19,9,211.11,4,0,PBKS,IS Bindra Stadium,13 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1780,Mayank Agarwal,43,21,204.76,4,2,MI,IS Bindra Stadium,30 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1781,MS Dhoni,44,22,200.0,4,3,DC,Chidambaram,01 May 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1782,Shreyas Gopal,18,9,200.0,4,0,KKR,Eden Gardens,25 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1783,Suresh Raina,30,16,187.5,4,1,DC,Arun Jaitley Stadium,26 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1784,Wriddhiman Saha,20,11,181.81,4,0,RCB,M. Chinnaswamy Stadium,04 May 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1785,Prithvi Shaw,18,10,180.0,4,0,RCB,Arun Jaitley Stadium,28 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1786,Marcus Stoinis,28,16,175.0,4,0,PBKS,IS Bindra Stadium,13 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1787,AB de Villiers,70,41,170.73,4,6,MI,M. Chinnaswamy Stadium,28 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1788,Shane Watson,44,26,169.23,4,3,DC,Arun Jaitley Stadium,26 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1789,Liam Livingstone,44,26,169.23,4,3,SRH,Sawai Mansingh Stadium,27 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1790,Quinton de Kock,27,16,168.75,4,1,DC,Wankhede Stadium,24 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1791,Colin Munro,40,24,166.66,4,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1792,MS Dhoni,75,46,163.04,4,4,RR,Chidambaram,31 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1793,MS Dhoni,37,23,160.86,4,1,PBKS,Chidambaram,06 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1794,Shimron Hetmyer,75,47,159.57,4,6,SRH,M. Chinnaswamy Stadium,04 May 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1795,Suryakumar Yadav,38,24,158.33,4,1,RCB,M. Chinnaswamy Stadium,28 March 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1796,Akshdeep Nath,19,12,158.33,4,0,DC,M. Chinnaswamy Stadium,07 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1797,Sanju Samson,48,32,150.0,4,1,SRH,Sawai Mansingh Stadium,27 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1798,Rishabh Pant,46,31,148.38,4,2,KKR,Eden Gardens,12 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1799,David Miller,43,30,143.33,4,2,DC,IS Bindra Stadium,01 April 2019,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1800,KL Rahul,132,69,191.3,14,7,RCB,Dubai International Stadium,24 September 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1801,Ben Stokes,107,60,178.33,14,3,MI,Zayed Cricket Stadium,25 October 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1802,Shikhar Dhawan,101,58,174.13,14,1,CSK,Sharjah Cricket Stadium,17 October 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1803,Nitish Rana,81,53,152.83,13,1,DC,Zayed Cricket Stadium,24 October 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1804,Wriddhiman Saha,87,45,193.33,12,2,DC,Dubai International Stadium,27 October 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1805,Shikhar Dhawan,106,61,173.77,12,3,PBKS,Dubai International Stadium,20 October 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1806,Devdutt Padikkal,74,45,164.44,12,1,MI,Zayed Cricket Stadium,28 October 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1807,Suryakumar Yadav,79,47,168.08,11,2,RR,Zayed Cricket Stadium,06 October 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1808,Faf du Plessis,87,53,164.15,11,1,PBKS,Dubai International Stadium,04 October 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1809,Shane Watson,83,53,156.6,11,3,PBKS,Dubai International Stadium,04 October 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1810,Mayank Agarwal,106,50,212.0,10,7,RR,Sharjah Cricket Stadium,27 September 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1811,Suryakumar Yadav,79,43,183.72,10,3,RCB,Zayed Cricket Stadium,28 October 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1812,David Warner,85,58,146.55,10,1,MI,Sharjah Cricket Stadium,03 November 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1813,Nitish Rana,87,61,142.62,10,4,CSK,Dubai International Stadium,29 October 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1814,Quinton de Kock,78,44,177.27,9,3,KKR,Zayed Cricket Stadium,16 October 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1815,Prithvi Shaw,64,43,148.83,9,1,CSK,Dubai International Stadium,25 September 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1816,Dinesh Karthik,58,29,200.0,8,2,PBKS,Zayed Cricket Stadium,10 October 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1817,David Warner,66,34,194.11,8,2,DC,Dubai International Stadium,27 October 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1818,Rahul Tripathi,81,51,158.82,8,3,CSK,Zayed Cricket Stadium,07 October 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1819,Rohit Sharma,70,45,155.55,8,3,PBKS,Zayed Cricket Stadium,01 October 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1820,Ishan Kishan,72,47,153.19,8,3,DC,Dubai International Stadium,31 October 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1821,Devdutt Padikkal,56,42,133.33,8,0,SRH,Dubai International Stadium,21 September 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1822,Mandeep Singh,66,56,117.85,8,2,KKR,Sharjah Cricket Stadium,26 October 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1823,Marcus Stoinis,53,21,252.38,7,3,PBKS,Dubai International Stadium,20 September 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1824,Shreyas Iyer,88,38,231.57,7,6,KKR,Sharjah Cricket Stadium,03 October 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1825,Robin Uthappa,41,22,186.36,7,1,RCB,Dubai International Stadium,17 October 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1826,Steve Smith,50,27,185.18,7,2,PBKS,Sharjah Cricket Stadium,27 September 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1827,Jonny Bairstow,97,55,176.36,7,6,PBKS,Dubai International Stadium,08 October 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1828,KL Rahul,77,51,150.98,7,3,MI,Dubai International Stadium,18 October 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1829,Aaron Finch,52,35,148.57,7,1,MI,Dubai International Stadium,28 September 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1830,Mayank Agarwal,89,60,148.33,7,4,DC,Dubai International Stadium,20 September 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1831,Kane Williamson,57,39,146.15,7,0,CSK,Dubai International Stadium,13 October 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1832,Jos Buttler,70,48,145.83,7,2,CSK,Zayed Cricket Stadium,19 October 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
1833,Virat Kohli,72,53,135.84,7,2,RR,Zayed Cricket Stadium,03 October 2020,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
