POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Year,Metric,Source_File
135,Jacques Kallis,4.0,35,0,0.0,RR,Sawai Mansingh Stadium,08 April 2012,2012,Most Runs Conceded Innings,Most Runs Conceded Innings - 2012.csv
136,Muttiah Muralitharan,4.0,35,0,0.0,RR,M. Chinnaswamy Stadium,15 April 2012,2012,Most Runs Conceded Innings,Most Runs Conceded Innings - 2012.csv
137,Praveen Kumar,4.0,35,0,0.0,RCB,IS Bindra Stadium,20 April 2012,2012,Most Runs Conceded Innings,Most Runs Conceded Innings - 2012.csv
138,Morne Morkel,4.0,35,1,24.0,KKR,Arun Jaitley Stadium,07 May 2012,2012,Most Runs Conceded Innings,Most Runs Conceded Innings - 2012.csv
139,Angelo Mathews,4.0,35,1,24.0,RCB,M. Chinnaswamy Stadium,17 April 2012,2012,Most Runs Conceded Innings,Most Runs Conceded Innings - 2012.csv
140,Dan Christian,4.0,35,1,24.0,CSK,Chidambaram,04 May 2012,2012,Most Runs Conceded Innings,Most Runs Conceded Innings - 2012.csv
141,Dan Christian,4.0,35,1,24.0,DC,Arun Jaitley Stadium,19 April 2012,2012,Most Runs Conceded Innings,Most Runs Conceded Innings - 2012.csv
142,Ravichandran Ashwin,4.0,35,1,24.0,PWI,Chidambaram,19 April 2012,2012,Most Runs Conceded Innings,Most Runs Conceded Innings - 2012.csv
143,Vinay Kumar,4.0,35,2,12.0,DC,Arun Jaitley Stadium,17 May 2012,2012,Most Runs Conceded Innings,Most Runs Conceded Innings - 2012.csv
144,Shahbaz Nadeem,4.0,35,2,12.0,MI,Arun Jaitley Stadium,27 April 2012,2012,Most Runs Conceded Innings,Most Runs Conceded Innings - 2012.csv
145,Shaun Tait,3.4,35,0,0.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2012,2012,Most Runs Conceded Innings,Most Runs Conceded Innings - 2012.csv
146,Harshal Patel,3.0,35,0,0.0,KKR,Eden Gardens,28 April 2012,2012,Most Runs Conceded Innings,Most Runs Conceded Innings - 2012.csv
147,Piyush Chawla,3.0,35,1,18.0,RCB,M. Chinnaswamy Stadium,02 May 2012,2012,Most Runs Conceded Innings,Most Runs Conceded Innings - 2012.csv
148,Veer Pratap Singh,3.0,35,2,9.0,CSK,Chidambaram,04 May 2012,2012,Most Runs Conceded Innings,Most Runs Conceded Innings - 2012.csv
149,Raju Bhatkal,2.0,35,0,0.0,CSK,Chidambaram,12 April 2012,2012,Most Runs Conceded Innings,Most Runs Conceded Innings - 2012.csv
150,Rahul Sharma,2.0,35,0,0.0,RCB,M. Chinnaswamy Stadium,17 April 2012,2012,Most Runs Conceded Innings,Most Runs Conceded Innings - 2012.csv
1,Ishant Sharma,4.0,66,0,0.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,08 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
2,Umesh Yadav,4.0,65,0,0.0,RCB,Arun Jaitley Stadium,10 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
3,Ashok Dinda,4.0,63,0,0.0,MI,Wankhede Stadium,13 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
4,Michael Neser,4.0,62,0,0.0,RCB,IS Bindra Stadium,06 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
5,Ryan McLaren,4.0,60,2,12.0,MI,Wankhede Stadium,07 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
6,Mitchell Marsh,3.0,56,1,18.0,RCB,M. Chinnaswamy Stadium,23 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
7,Thisara Perera,3.3,55,0,0.0,MI,Wankhede Stadium,13 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
8,Umesh Yadav,4.0,52,1,24.0,PWI,Maharashtra Cricket Association's International Stadium,19 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
9,Ashok Dinda,4.0,52,2,12.0,RCB,Maharashtra Cricket Association's International Stadium,02 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
10,Jacques Kallis,4.0,50,0,0.0,CSK,Chidambaram,28 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
11,Dirk Nannes,4.0,50,0,0.0,KKR,Chidambaram,28 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
12,Sachithra Senanayake,4.0,50,1,24.0,MI,Eden Gardens,24 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
13,Kevon Cooper,4.0,49,0,0.0,CSK,Chidambaram,22 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
14,Mitchell Johnson,4.0,49,2,12.0,DC,Wankhede Stadium,09 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
15,Ashish Nehra,4.0,49,2,12.0,MI,Wankhede Stadium,09 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
16,RP Singh,4.0,48,0,0.0,DC,M. Chinnaswamy Stadium,16 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
17,Jacques Kallis,4.0,48,1,24.0,PWI,JSCA Stadium,15 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
18,Vinay Kumar,4.0,48,1,24.0,PBKS,IS Bindra Stadium,06 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
19,Ashok Dinda,4.0,48,2,12.0,RCB,M. Chinnaswamy Stadium,23 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
20,Manpreet Gony,4.0,47,0,0.0,RCB,M. Chinnaswamy Stadium,14 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
21,Ben Laughlin,4.0,46,0,0.0,MI,Wankhede Stadium,05 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
22,Lasith Malinga,4.0,45,0,0.0,CSK,Arun Jaitley Stadium,21 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
23,Lakshmipathy Balaji,4.0,45,0,0.0,CSK,Chidambaram,28 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
24,Dale Steyn,4.0,45,1,24.0,CSK,Chidambaram,25 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
25,Thisara Perera,4.0,45,3,8.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,08 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
26,Ravindra Jadeja,3.0,45,0,0.0,RR,Chidambaram,22 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
27,Ali Murtaza,2.0,45,0,0.0,RCB,M. Chinnaswamy Stadium,23 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
28,Thisara Perera,4.0,44,0,0.0,KKR,Eden Gardens,14 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
29,Muttiah Muralitharan,4.0,44,1,24.0,PBKS,M. Chinnaswamy Stadium,14 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
30,Lakshmipathy Balaji,4.0,44,1,24.0,PBKS,Eden Gardens,26 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
31,Moises Henriques,4.0,44,1,24.0,PWI,Maharashtra Cricket Association's International Stadium,02 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
32,Dwayne Bravo,4.0,44,2,12.0,MI,Chidambaram,06 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
33,Piyush Chawla,4.0,44,2,12.0,DC,HPCA Stadium,16 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
34,Dhawal Kulkarni,4.0,44,2,12.0,PBKS,Wankhede Stadium,29 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
35,Mitchell Johnson,4.0,43,1,24.0,SRH,Wankhede Stadium,13 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
36,Vinay Kumar,4.0,43,1,24.0,SRH,M. Chinnaswamy Stadium,09 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
37,Syed Mohammad,4.0,43,1,24.0,MI,Wankhede Stadium,27 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
38,Lasith Malinga,4.0,43,1,24.0,RR,Eden Gardens,24 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
39,Manpreet Gony,4.0,43,1,24.0,MI,Wankhede Stadium,29 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
40,Vinay Kumar,4.0,43,1,24.0,DC,Arun Jaitley Stadium,10 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
41,Morne Morkel,4.0,43,1,24.0,MI,Wankhede Stadium,09 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
42,Amit Mishra,4.0,42,0,0.0,RCB,M. Chinnaswamy Stadium,09 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
43,Dirk Nannes,4.0,42,0,0.0,PWI,Chidambaram,15 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
44,Dhawal Kulkarni,4.0,42,0,0.0,SRH,Wankhede Stadium,13 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
45,Dan Christian,4.0,42,0,0.0,MI,M. Chinnaswamy Stadium,04 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
46,James Faulkner,4.0,42,0,0.0,RCB,Sawai Mansingh Stadium,29 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
47,Morne Morkel,4.0,42,1,24.0,CSK,Arun Jaitley Stadium,18 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
48,Kevon Cooper,4.0,42,1,24.0,SRH,Sawai Mansingh Stadium,27 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
49,Azhar Mahmood,4.0,42,2,12.0,PWI,IS Bindra Stadium,21 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
50,Dwayne Bravo,4.0,42,4,6.0,MI,Eden Gardens,26 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
51,Amit Mishra,4.0,41,0,0.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,08 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
52,Mitchell Johnson,4.0,41,0,0.0,RR,Sawai Mansingh Stadium,17 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
53,Ashok Dinda,4.0,41,0,0.0,CSK,Maharashtra Cricket Association's International Stadium,30 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
54,Lakshmipathy Balaji,4.0,41,1,24.0,PWI,JSCA Stadium,15 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
55,Bhuvneshwar Kumar,4.0,41,1,24.0,RR,Maharashtra Cricket Association's International Stadium,11 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
56,Manpreet Gony,4.0,41,2,12.0,RCB,IS Bindra Stadium,06 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
57,RP Singh,3.5,41,0,0.0,CSK,Chidambaram,13 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
58,Wayne Parnell,4.0,40,0,0.0,KKR,Maharashtra Cricket Association's International Stadium,09 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
59,Mitchell Johnson,4.0,40,0,0.0,CSK,Arun Jaitley Stadium,21 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
60,Munaf Patel,4.0,40,0,0.0,RCB,M. Chinnaswamy Stadium,04 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
61,Morne Morkel,4.0,40,0,0.0,RR,Sawai Mansingh Stadium,07 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
62,Azhar Mahmood,4.0,40,0,0.0,DC,HPCA Stadium,16 May 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
63,Kieron Pollard,4.0,40,1,24.0,CSK,Chidambaram,06 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
64,RP Singh,4.0,40,1,24.0,MI,Wankhede Stadium,27 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
65,Brett Lee,4.0,40,2,12.0,DC,Eden Gardens,03 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
66,Chris Morris,4.0,40,3,8.0,RCB,Chidambaram,13 April 2013,2013,Most Runs Conceded Innings,Most Runs Conceded Innings - 2013.csv
