POS,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date,Year,Metric,Source_File
7,Rohit Sharma,2.0,6,4,6,3.0,3.0,MI,Supersport Park,06 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
8,Anil Kumble,4.0,12,2,14,3.0,12.0,CSK,Kingsmead,14 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
9,Lasith Malinga,4.0,12,2,12,3.0,12.0,PBKS,Kingsmead,29 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
10,Murali Kartik,4.0,12,1,14,3.0,24.0,DEC,New Wanderers Stadium,16 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
11,Ashok Dinda,4.0,12,0,17,3.0,0.0,RR,Kingsmead,20 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
12,Dale Steyn,2.0,6,0,9,3.0,0.0,RR,Newlands,18 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
13,Dhawal Kulkarni,3.0,9,0,9,3.0,0.0,DC,Buffalo Park,08 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
14,Yuvraj Singh,4.0,13,3,15,3.25,8.0,DEC,New Wanderers Stadium,17 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
15,Albie Morkel,4.0,13,2,16,3.25,12.0,RCB,Kingsmead,14 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
16,Ravichandran Ashwin,4.0,13,2,11,3.25,12.0,PBKS,Kingsmead,20 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
17,Amit Mishra,4.0,14,3,15,3.5,8.0,KKR,New Wanderers Stadium,10 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
18,Pragyan Ojha,4.0,14,2,13,3.5,12.0,KKR,Newlands,19 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
19,Munaf Patel,4.0,14,2,19,3.5,12.0,KKR,Kingsmead,20 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
20,Tirumalasetti Suman,4.0,14,2,11,3.5,12.0,MI,Supersport Park,06 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
21,Munaf Patel,4.0,14,2,14,3.5,12.0,DC,Supersport Park,28 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
22,Jesse Ryder,4.0,14,2,14,3.5,12.0,RR,Newlands,18 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
23,Muttiah Muralitharan,3.0,11,2,11,3.66,9.0,DEC,Buffalo Park,04 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
24,Andrew Flintoff,3.0,11,1,10,3.66,18.0,RCB,St George's Park,20 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
25,Charl Langeveldt,4.0,15,3,16,3.75,8.0,RR,Kingsmead,20 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
26,Ravindra Jadeja,4.0,15,3,10,3.75,8.0,RCB,Supersport Park,07 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
27,Lasith Malinga,4.0,15,3,13,3.75,8.0,CSK,Newlands,18 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
28,Brett Lee,4.0,15,3,17,3.75,8.0,DC,OUTsurance Oval,15 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
29,Harbhajan Singh,4.0,15,2,10,3.75,12.0,RCB,St George's Park,10 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
30,Ishant Sharma,4.0,15,2,14,3.75,12.0,RCB,Kingsmead,29 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
31,Kamran Khan,4.0,15,2,14,3.75,12.0,PBKS,Newlands,26 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
32,JP Duminy,4.0,15,2,13,3.75,12.0,PBKS,Supersport Park,12 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
33,Ishant Sharma,4.0,15,2,14,3.75,12.0,RCB,Kingsmead,29 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
34,Ajit Agarkar,4.0,15,2,15,3.75,12.0,RR,Kingsmead,20 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
35,JP Duminy,4.0,15,1,11,3.75,24.0,DC,Buffalo Park,08 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
36,Andrew Symonds,4.0,15,1,10,3.75,24.0,RCB,Supersport Park,21 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
37,Muttiah Muralitharan,4.0,15,1,13,3.75,24.0,RCB,New Wanderers Stadium,23 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
38,Anil Kumble,4.0,16,4,12,4.0,6.0,DEC,New Wanderers Stadium,24 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
39,Rohit Sharma,3.0,12,3,6,4.0,6.0,RR,De Beers Diamond Oval,11 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
40,Anil Kumble,4.0,16,2,12,4.0,12.0,KKR,Kingsmead,29 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
41,RP Singh,4.0,16,1,11,4.0,24.0,RCB,New Wanderers Stadium,24 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
42,Venugopal Rao,2.0,8,1,4,4.0,12.0,PBKS,New Wanderers Stadium,17 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
43,Wilkin Mota,2.0,8,1,4,4.0,12.0,CSK,Kingsmead,20 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
44,Muttiah Muralitharan,4.0,16,1,15,4.0,24.0,KKR,Supersport Park,18 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
45,Brett Lee,4.0,16,0,14,4.0,0.0,CSK,Kingsmead,20 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
46,Ramesh Powar,2.0,8,0,6,4.0,0.0,KKR,St George's Park,03 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
47,Sudeep Tyagi,2.0,8,0,7,4.0,0.0,RR,Supersport Park,30 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
48,Piyush Chawla,2.0,8,0,6,4.0,0.0,KKR,Kingsmead,21 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
49,Suresh Raina,2.0,8,0,2,4.0,0.0,PBKS,Supersport Park,07 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
50,Irfan Pathan,3.2,14,0,10,4.2,0.0,MI,Supersport Park,12 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
51,Harbhajan Singh,4.0,17,4,12,4.25,6.0,DC,Supersport Park,21 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
52,Suresh Raina,4.0,17,2,11,4.25,12.0,PBKS,Kingsmead,20 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
53,RP Singh,4.0,17,2,13,4.25,12.0,RCB,Newlands,22 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
54,Muttiah Muralitharan,4.0,17,1,11,4.25,24.0,DEC,Kingsmead,27 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
55,Jacques Kallis,4.0,17,1,11,4.25,24.0,DC,New Wanderers Stadium,19 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
56,Abhishek Nayar,3.0,13,3,8,4.33,6.0,KKR,St George's Park,27 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
57,Lakshmipathy Balaji,3.0,13,1,6,4.33,18.0,RR,De Beers Diamond Oval,09 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
58,Ishant Sharma,3.0,13,0,13,4.33,0.0,DEC,Newlands,19 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
59,Ishant Sharma,3.0,13,0,13,4.33,0.0,DEC,Newlands,19 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
60,Kamran Khan,4.0,18,3,10,4.5,8.0,KKR,Newlands,23 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
61,Balachandra Akhil,4.0,18,2,8,4.5,12.0,DEC,Supersport Park,21 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
62,Suresh Raina,4.0,18,2,10,4.5,12.0,DEC,Kingsmead,27 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
63,RP Singh,4.0,18,2,15,4.5,12.0,RR,St George's Park,02 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
64,Shane Warne,4.0,18,2,14,4.5,12.0,RCB,Newlands,18 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
65,Jacques Kallis,4.0,18,2,12,4.5,12.0,CSK,Kingsmead,14 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
66,Sudeep Tyagi,2.0,9,1,9,4.5,12.0,DEC,Buffalo Park,04 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
67,Amit Mishra,4.0,18,0,14,4.5,0.0,KKR,Kingsmead,05 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
68,Yuvraj Singh,2.0,9,0,6,4.5,0.0,RR,Newlands,26 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
69,JP Duminy,2.0,9,0,3,4.5,0.0,CSK,St George's Park,16 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
70,Murali Kartik,4.0,18,0,8,4.5,0.0,DC,Kingsmead,05 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
71,Manpreet Gony,2.0,9,0,6,4.5,0.0,PBKS,Kingsmead,20 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
72,Kevin Pietersen,3.0,14,1,7,4.66,18.0,CSK,St George's Park,20 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
73,Zaheer Khan,3.0,14,1,10,4.66,18.0,KKR,St George's Park,27 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
74,Lasith Malinga,2.2,11,3,9,4.71,4.66,KKR,St George's Park,27 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
75,Amit Singh,4.0,19,4,14,4.75,6.0,RCB,Supersport Park,07 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
76,Amit Mishra,4.0,19,3,13,4.75,8.0,DEC,Supersport Park,22 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
77,Lakshmipathy Balaji,4.0,19,3,12,4.75,8.0,DC,Kingsmead,23 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
78,Lasith Malinga,4.0,19,3,16,4.75,8.0,DEC,Kingsmead,25 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
79,Siddharth Trivedi,4.0,19,2,10,4.75,12.0,MI,Kingsmead,14 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
80,Chaminda Vaas,4.0,19,2,14,4.75,12.0,RR,De Beers Diamond Oval,11 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
81,Ajantha Mendis,4.0,19,2,9,4.75,12.0,RR,Newlands,23 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
82,Irfan Pathan,4.0,19,2,14,4.75,12.0,RCB,Kingsmead,01 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
83,Yusuf Abdulla,4.0,19,2,15,4.75,12.0,MI,Kingsmead,29 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
84,Johan Botha,4.0,19,2,13,4.75,12.0,KKR,Kingsmead,20 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
85,RP Singh,4.0,19,2,13,4.75,12.0,MI,Supersport Park,06 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
86,Amit Mishra,4.0,19,1,9,4.75,24.0,RCB,St George's Park,26 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
87,Ramesh Powar,4.0,19,1,9,4.75,24.0,CSK,Kingsmead,20 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
88,Lasith Malinga,4.0,19,1,13,4.75,24.0,CSK,St George's Park,16 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
89,Anil Kumble,4.0,19,1,7,4.75,24.0,PBKS,Kingsmead,24 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
90,Zaheer Khan,4.0,19,1,8,4.75,24.0,PBKS,Kingsmead,29 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
91,Yusuf Pathan,4.0,19,1,15,4.75,24.0,DEC,St George's Park,02 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
92,Piyush Chawla,4.0,19,1,11,4.75,24.0,RCB,Kingsmead,24 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
93,Muttiah Muralitharan,4.0,19,0,12,4.75,0.0,MI,St George's Park,16 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
94,Vikram Singh,4.0,19,0,9,4.75,0.0,RR,Newlands,26 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
95,Dimitri Mascarenhas,4.0,20,3,15,5.0,8.0,RCB,Newlands,18 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
96,Shoaib Ahmed,4.0,20,2,14,5.0,12.0,DC,Supersport Park,30 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
97,Ryan Harris,4.0,20,2,12,5.0,12.0,KKR,New Wanderers Stadium,16 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
98,Shanthakumaran Sreesanth,4.0,20,2,14,5.0,12.0,DC,OUTsurance Oval,15 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
99,Irfan Pathan,4.0,20,2,10,5.0,12.0,MI,Kingsmead,29 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
100,Jacques Kallis,4.0,20,1,12,5.0,24.0,RR,Supersport Park,07 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
101,Andrew Symonds,2.0,10,1,8,5.0,12.0,PBKS,New Wanderers Stadium,17 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
102,Harbhajan Singh,3.0,15,1,7,5.0,18.0,CSK,Newlands,18 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
103,Siddharth Trivedi,4.0,20,1,13,5.0,24.0,PBKS,Kingsmead,05 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
104,Praveen Kumar,3.0,15,0,10,5.0,0.0,MI,New Wanderers Stadium,03 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
105,Amit Mishra,4.0,20,0,12,5.0,0.0,MI,Buffalo Park,08 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
106,Ramesh Powar,2.0,10,0,2,5.0,0.0,RR,Newlands,26 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
107,Murali Kartik,4.0,20,0,9,5.0,0.0,DC,New Wanderers Stadium,10 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
108,Harmeet Singh Bansal,3.0,15,0,7,5.0,0.0,DC,Supersport Park,22 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
109,Sudeep Tyagi,2.0,10,0,6,5.0,0.0,PBKS,Supersport Park,07 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
110,Shanthakumaran Sreesanth,2.0,10,0,8,5.0,0.0,DEC,New Wanderers Stadium,17 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
111,KP Appanna,2.0,10,0,4,5.0,0.0,PBKS,Kingsmead,01 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
112,Laxmi Ratan Shukla,4.0,20,0,13,5.0,0.0,RR,Kingsmead,20 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
113,Piyush Chawla,4.0,20,0,11,5.0,0.0,DEC,New Wanderers Stadium,17 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
114,Chris Gayle,4.0,20,0,7,5.0,0.0,RR,Newlands,23 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
115,Tyron Henderson,2.0,10,0,5,5.0,0.0,KKR,Kingsmead,20 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
116,Morne Morkel,4.0,20,0,12,5.0,0.0,RCB,Supersport Park,07 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
117,Pragyan Ojha,4.0,21,3,10,5.25,8.0,MI,Kingsmead,25 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
118,Yusuf Abdulla,4.0,21,3,14,5.25,8.0,RR,Newlands,26 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
119,Albie Morkel,4.0,21,2,10,5.25,12.0,RR,Supersport Park,30 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
120,Dhawal Kulkarni,4.0,21,1,13,5.25,24.0,DEC,Supersport Park,06 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
121,Harbhajan Singh,4.0,21,1,9,5.25,24.0,DC,Buffalo Park,08 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
122,Ajantha Mendis,4.0,21,1,9,5.25,24.0,RCB,Supersport Park,12 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
123,Chris Gayle,4.0,21,1,9,5.25,24.0,MI,Buffalo Park,01 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
124,Dwayne Bravo,3.0,16,1,9,5.33,18.0,DEC,Supersport Park,06 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
125,Piyush Chawla,3.0,16,0,10,5.33,0.0,DC,OUTsurance Oval,15 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
126,Amit Singh,3.3,19,1,11,5.42,21.0,KKR,Kingsmead,20 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
127,Shadab Jakati,4.0,22,4,10,5.5,6.0,DEC,Buffalo Park,04 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
128,Yuvraj Singh,4.0,22,3,13,5.5,8.0,RCB,Kingsmead,01 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
129,Ramesh Powar,2.0,11,2,7,5.5,6.0,DEC,New Wanderers Stadium,17 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
130,Muttiah Muralitharan,4.0,22,2,12,5.5,12.0,RR,De Beers Diamond Oval,09 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
131,Irfan Pathan,4.0,22,2,8,5.5,12.0,DC,OUTsurance Oval,15 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
132,Pragyan Ojha,2.0,11,2,4,5.5,6.0,CSK,Kingsmead,27 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
133,Piyush Chawla,4.0,22,2,10,5.5,12.0,RR,Newlands,26 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
134,Muttiah Muralitharan,4.0,22,1,10,5.5,24.0,DC,New Wanderers Stadium,02 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
135,Ravindra Jadeja,4.0,22,1,9,5.5,24.0,DEC,St George's Park,02 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
136,Suresh Raina,4.0,22,1,7,5.5,24.0,MI,St George's Park,16 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
137,Suresh Raina,2.0,11,1,5,5.5,12.0,RR,Supersport Park,30 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
138,RP Singh,4.0,22,1,14,5.5,24.0,RR,De Beers Diamond Oval,11 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
139,Anil Kumble,4.0,22,0,7,5.5,0.0,DC,St George's Park,26 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
140,Sachin Tendulkar,2.0,11,0,1,5.5,0.0,KKR,St George's Park,27 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
141,Karan Goel,2.0,11,0,4,5.5,0.0,MI,Kingsmead,29 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
142,Yusuf Pathan,3.0,17,2,9,5.66,9.0,CSK,Supersport Park,30 April 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
143,Roelof van der Merwe,3.0,17,1,7,5.66,18.0,MI,St George's Park,10 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
144,JP Duminy,3.0,17,0,7,5.66,0.0,RR,Kingsmead,14 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
145,Munaf Patel,3.5,22,2,13,5.73,11.5,MI,Kingsmead,14 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
146,Harmeet Singh Bansal,4.0,23,2,12,5.75,12.0,RCB,New Wanderers Stadium,24 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
147,Anil Kumble,4.0,23,2,12,5.75,12.0,DEC,Supersport Park,21 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
148,Ishant Sharma,4.0,23,2,11,5.75,12.0,KKR,New Wanderers Stadium,10 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
149,Ishant Sharma,4.0,23,2,11,5.75,12.0,DC,New Wanderers Stadium,10 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
150,Shanthakumaran Sreesanth,4.0,23,2,13,5.75,12.0,CSK,Kingsmead,20 May 2009,2009,Best Bowling Economy Innings,Best Bowling Economy Innings - 2009.csv
1,Jacques Kallis,2.0,3,2,9,1.5,6.0,DEC,DY Patil Stadium,24 April 2010,2010,Best Bowling Economy Innings,Best Bowling Economy Innings - 2010.csv
2,Yusuf Pathan,2.0,3,0,9,1.5,0.0,DEC,Vidarbha Cricket Association Stadium,05 April 2010,2010,Best Bowling Economy Innings,Best Bowling Economy Innings - 2010.csv
3,Anil Kumble,3.5,9,3,13,2.34,7.66,RR,M. Chinnaswamy Stadium,18 March 2010,2010,Best Bowling Economy Innings,Best Bowling Economy Innings - 2010.csv
4,Dirk Nannes,4.0,12,2,18,3.0,12.0,PBKS,IS Bindra Stadium,13 March 2010,2010,Best Bowling Economy Innings,Best Bowling Economy Innings - 2010.csv
5,Albie Morkel,2.0,6,1,9,3.0,12.0,KKR,Eden Gardens,16 March 2010,2010,Best Bowling Economy Innings,Best Bowling Economy Innings - 2010.csv
6,Doug Bollinger,4.0,13,4,17,3.25,6.0,DEC,DY Patil Stadium,22 April 2010,2010,Best Bowling Economy Innings,Best Bowling Economy Innings - 2010.csv
7,Ravichandran Ashwin,4.0,13,2,18,3.25,12.0,DEC,Vidarbha Cricket Association Stadium,10 April 2010,2010,Best Bowling Economy Innings,Best Bowling Economy Innings - 2010.csv
