Unnamed: 0.1,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Unnamed: 0,Year,Metric,Source_File
407,Ashok Dinda,4.0,28,2,12.0,RR,Narendra Modi Stadium,20 March 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
408,Albie Morkel,4.0,23,2,12.0,PBKS,Chidambaram,21 March 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
409,Siddharth Trivedi,4.0,22,2,12.0,PBKS,Sawai Mansingh Stadium,07 April 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
410,Jacques Kallis,4.0,41,2,12.0,MI,M. Chinnaswamy Stadium,17 April 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
411,Irfan Pathan,4.0,42,2,12.0,KKR,IS Bindra Stadium,27 March 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
412,Shadab Jakati,4.0,17,2,12.0,RCB,Chidambaram,31 March 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
413,Pradeep Sangwan,4.0,35,2,12.0,MI,Brabourne Stadium,13 April 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
414,Chaminda Vaas,4.0,27,2,12.0,PBKS,Barabati Stadium,19 March 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
415,Doug Bollinger,4.0,24,2,12.0,DC,Chidambaram,15 April 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
416,Ishant Sharma,4.0,44,2,12.0,MI,Brabourne Stadium,22 March 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
417,Thilan Thushara,4.0,28,2,12.0,RR,Narendra Modi Stadium,28 March 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
418,Doug Bollinger,4.0,15,2,12.0,RR,Chidambaram,03 April 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
419,Zaheer Khan,4.0,17,2,12.0,RR,Sawai Mansingh Stadium,11 April 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
420,Harmeet Singh Bansal,4.0,41,2,12.0,DC,Arun Jaitley Stadium,18 April 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
421,Amit Mishra,4.0,23,2,12.0,RCB,M. Chinnaswamy Stadium,25 March 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
422,Shanthakumaran Sreesanth,4.0,24,2,12.0,DC,IS Bindra Stadium,13 March 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
423,Pankaj Singh,4.0,27,2,12.0,RR,Sawai Mansingh Stadium,14 April 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
424,Dilhara Fernando,4.0,23,2,12.0,CSK,DY Patil Stadium,25 April 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
425,Umesh Yadav,4.0,27,2,12.0,KKR,Arun Jaitley Stadium,29 March 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
426,Ravichandran Ashwin,4.0,22,2,12.0,MI,Chidambaram,06 April 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
427,Pragyan Ojha,4.0,28,2,12.0,CSK,Chidambaram,14 March 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
428,Ishant Sharma,4.0,33,2,12.0,RR,Narendra Modi Stadium,20 March 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
429,Ashok Dinda,4.0,21,2,12.0,DC,Eden Gardens,07 April 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
430,Ryan McLaren,4.0,28,2,12.0,DEC,Brabourne Stadium,03 April 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
431,Pragyan Ojha,4.0,24,2,12.0,RCB,M. Chinnaswamy Stadium,08 April 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
432,RP Singh,4.0,21,2,12.0,RCB,Vidarbha Cricket Association Stadium,12 April 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
433,Charl Langeveldt,4.0,26,2,12.0,DEC,DY Patil Stadium,12 March 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
434,Piyush Chawla,4.0,16,2,12.0,DC,Arun Jaitley Stadium,11 April 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
435,Pragyan Ojha,4.0,38,2,12.0,KKR,Eden Gardens,01 April 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
436,Ali Murtaza,4.0,18,2,12.0,DC,Brabourne Stadium,13 April 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
437,Muttiah Muralitharan,4.0,25,2,12.0,DC,Arun Jaitley Stadium,19 March 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
438,Rahul Sharma,4.0,42,2,12.0,DC,Barabati Stadium,21 March 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
439,Aditya Dole,4.0,42,2,12.0,DEC,Vidarbha Cricket Association Stadium,05 April 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
440,Lasith Malinga,4.0,36,2,12.0,PBKS,IS Bindra Stadium,09 April 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
441,Albie Morkel,4.0,46,2,12.0,RR,Narendra Modi Stadium,28 March 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
442,Albie Morkel,4.0,56,2,12.0,RR,Chidambaram,03 April 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
443,Pragyan Ojha,4.0,16,2,12.0,DC,Arun Jaitley Stadium,18 April 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
444,Harbhajan Singh,4.0,44,2,12.0,RCB,DY Patil Stadium,21 April 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
445,Muttiah Muralitharan,4.0,32,2,12.0,MI,Brabourne Stadium,25 March 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
446,Amit Uniyal,4.0,41,2,12.0,MI,Brabourne Stadium,13 March 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
447,Murali Kartik,4.0,20,2,12.0,MI,Eden Gardens,19 April 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
448,Murali Kartik,4.0,22,2,12.0,RCB,Eden Gardens,14 March 2010,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
449,Suresh Raina,0.3,0,2,1.5,RR,Sawai Mansingh Stadium,09 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
450,Yusuf Pathan,1.0,4,2,3.0,RR,Sawai Mansingh Stadium,15 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
451,Lakshmipathy Balaji,1.0,7,2,3.0,PWI,DY Patil Stadium,19 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
452,Ishant Sharma,3.0,12,5,3.6,KTK,Jawaharlal Nehru Stadium,27 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
453,Johan Botha,2.0,6,3,4.0,MI,Sawai Mansingh Stadium,29 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
454,Bhargav Bhatt,2.5,22,4,4.25,MI,IS Bindra Stadium,10 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
455,Lasith Malinga,3.4,13,5,4.4,DC,Arun Jaitley Stadium,10 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
456,Munaf Patel,2.2,8,3,4.66,PWI,Wankhede Stadium,20 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
457,Harbhajan Singh,4.0,18,5,4.8,CSK,Wankhede Stadium,22 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
458,Munaf Patel,4.0,21,5,4.8,PBKS,IS Bindra Stadium,10 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
459,Paul Valthaty,4.0,29,4,6.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
460,Yuvraj Singh,4.0,29,4,6.0,DC,DY Patil Stadium,17 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
461,Sreenath Aravind,4.0,14,4,6.0,PBKS,M. Chinnaswamy Stadium,06 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
462,RP Singh,4.0,25,4,6.0,PBKS,Holkar Cricket Stadium,13 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
463,Amit Mishra,4.0,9,4,6.0,PBKS,HPCA Stadium,21 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
464,Piyush Chawla,4.0,17,4,6.0,RCB,HPCA Stadium,17 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
465,Brad Hodge,4.0,13,4,6.0,RR,Holkar Cricket Stadium,15 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
466,Mitchell Marsh,4.0,25,4,6.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
467,Ryan Harris,3.0,28,3,6.0,RCB,HPCA Stadium,17 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
468,Shrikant Wagh,3.0,16,3,6.0,PBKS,DY Patil Stadium,10 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
469,Anand Rajan,3.0,27,3,6.0,MI,Wankhede Stadium,14 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
470,Lakshmipathy Balaji,3.0,15,3,6.0,RR,Eden Gardens,17 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
471,Brad Hodge,2.0,14,2,6.0,PWI,DY Patil Stadium,13 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
472,Dale Steyn,3.3,16,3,7.0,KTK,Jawaharlal Nehru Stadium,27 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
473,Kieron Pollard,2.3,24,2,7.5,DC,Wankhede Stadium,07 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
474,Roelof van der Merwe,3.5,20,3,7.66,KTK,Jawaharlal Nehru Stadium,30 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
475,Shaun Tait,4.0,22,3,8.0,PBKS,IS Bindra Stadium,21 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
476,Manpreet Gony,4.0,31,3,8.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
477,Ryan Harris,4.0,38,3,8.0,RCB,M. Chinnaswamy Stadium,06 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
478,Pragyan Ojha,4.0,26,3,8.0,CSK,Chidambaram,01 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
479,Shane Warne,4.0,16,3,8.0,KTK,Sawai Mansingh Stadium,24 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
480,Rahul Sharma,4.0,13,3,8.0,RR,Sawai Mansingh Stadium,01 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
481,Daniel Vettori,4.0,19,3,8.0,MI,Chidambaram,27 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
482,Dale Steyn,4.0,24,3,8.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
483,Siddharth Trivedi,4.0,19,3,8.0,KTK,Sawai Mansingh Stadium,24 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
484,Yusuf Pathan,4.0,20,3,8.0,KTK,Eden Gardens,20 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
485,Piyush Chawla,4.0,16,3,8.0,DC,HPCA Stadium,15 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
486,Morne Morkel,4.0,18,3,8.0,KTK,Jawaharlal Nehru Stadium,30 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
487,Amit Singh,4.0,35,3,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
488,Chris Gayle,4.0,21,3,8.0,PBKS,M. Chinnaswamy Stadium,06 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
489,Albie Morkel,4.0,38,3,8.0,DEC,Chidambaram,01 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
490,Rajat Bhatia,4.0,22,3,8.0,MI,Eden Gardens,22 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
491,Doug Bollinger,4.0,21,3,8.0,PWI,DY Patil Stadium,27 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
492,Ravichandran Ashwin,4.0,16,3,8.0,RCB,Chidambaram,28 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
493,Shane Watson,4.0,19,3,8.0,MI,Wankhede Stadium,20 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
494,Shakib Al Hasan,4.0,28,3,8.0,KTK,Eden Gardens,20 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
495,Lasith Malinga,4.0,25,3,8.0,PWI,DY Patil Stadium,04 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
496,Iqbal Abdulla,4.0,25,3,8.0,DC,Arun Jaitley Stadium,28 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
497,Siddharth Trivedi,4.0,15,3,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
498,Sreenath Aravind,4.0,34,3,8.0,RR,Sawai Mansingh Stadium,11 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
499,Wayne Parnell,4.0,35,3,8.0,KTK,DY Patil Stadium,13 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
500,Albie Morkel,4.0,29,3,8.0,PWI,Chidambaram,25 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
501,Munaf Patel,4.0,27,3,8.0,KKR,Wankhede Stadium,25 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
502,Dhawal Kulkarni,4.0,26,3,8.0,DEC,Wankhede Stadium,14 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
503,Iqbal Abdulla,4.0,24,3,8.0,DEC,Eden Gardens,11 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
504,Zaheer Khan,4.0,32,3,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
505,Lasith Malinga,4.0,9,3,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
506,Doug Bollinger,4.0,22,3,8.0,RR,Sawai Mansingh Stadium,09 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
507,Vinay Kumar,4.0,25,3,8.0,DEC,Jawaharlal Nehru Stadium,27 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
508,Irfan Pathan,4.0,28,3,8.0,PBKS,HPCA Stadium,15 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
509,Morne Morkel,4.0,25,3,8.0,RCB,Arun Jaitley Stadium,26 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
510,Sreenath Aravind,3.0,37,2,9.0,KKR,Eden Gardens,22 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
511,Dan Christian,3.0,21,2,9.0,PBKS,HPCA Stadium,21 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
512,Dan Christian,3.0,21,2,9.0,PWI,Rajiv Gandhi Intl. Cricket Stadium,10 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
513,Dwayne Bravo,3.0,21,2,9.0,DC,Chidambaram,12 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
514,Ravichandran Ashwin,3.0,12,2,9.0,KKR,Eden Gardens,07 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
515,Ryan McLaren,3.0,33,2,9.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
516,Dan Christian,3.0,13,2,9.0,PWI,DY Patil Stadium,16 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
517,Harbhajan Singh,3.0,14,2,9.0,DC,Arun Jaitley Stadium,10 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
518,Bhuvneshwar Kumar,3.0,14,2,9.0,PBKS,IS Bindra Stadium,08 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
519,Jacques Kallis,3.0,34,2,9.0,CSK,Chidambaram,08 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
520,Charl Langeveldt,3.0,10,2,9.0,KKR,M. Chinnaswamy Stadium,14 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
521,Bhargav Bhatt,3.0,20,2,9.0,RR,IS Bindra Stadium,21 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
522,Jacques Kallis,3.0,16,2,9.0,RCB,M. Chinnaswamy Stadium,14 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
523,Sreenath Aravind,3.0,39,2,9.0,CSK,Chidambaram,28 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
524,Shalabh Srivastava,3.0,30,2,9.0,RCB,HPCA Stadium,17 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
525,Shalabh Srivastava,3.0,20,2,9.0,PWI,IS Bindra Stadium,08 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
526,Ryan Ninan,3.0,31,2,9.0,CSK,Chidambaram,16 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
527,Sreenath Aravind,3.0,27,2,9.0,MI,Chidambaram,27 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
528,Shakib Al Hasan,3.2,24,2,10.0,MI,Wankhede Stadium,25 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
529,Lasith Malinga,3.2,18,2,10.0,DC,Wankhede Stadium,07 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
530,P Parameswaran,3.3,20,2,10.5,RR,Holkar Cricket Stadium,15 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
531,Daniel Vettori,4.0,15,2,12.0,CSK,M. Chinnaswamy Stadium,22 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
532,Shaun Tait,4.0,40,2,12.0,DC,Sawai Mansingh Stadium,12 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
533,Wayne Parnell,4.0,12,2,12.0,PBKS,IS Bindra Stadium,08 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
534,Shakib Al Hasan,4.0,21,2,12.0,RR,Eden Gardens,17 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
535,Iqbal Abdulla,4.0,34,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,03 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
536,Ajit Agarkar,4.0,23,2,12.0,KTK,Jawaharlal Nehru Stadium,30 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
537,RP Singh,4.0,21,2,12.0,DEC,Jawaharlal Nehru Stadium,27 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
538,Lasith Malinga,4.0,24,2,12.0,PBKS,IS Bindra Stadium,10 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
539,P Parameswaran,4.0,29,2,12.0,DC,Arun Jaitley Stadium,02 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
540,Chris Gayle,4.0,34,2,12.0,CSK,Chidambaram,28 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
541,Dale Steyn,4.0,24,2,12.0,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
542,Amit Mishra,4.0,19,2,12.0,KKR,Eden Gardens,11 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
543,Aavishkar Salvi,4.0,40,2,12.0,PBKS,HPCA Stadium,15 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
544,Rahul Sharma,4.0,7,2,12.0,MI,DY Patil Stadium,04 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
545,Munaf Patel,4.0,18,2,12.0,RR,Sawai Mansingh Stadium,29 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
546,Doug Bollinger,4.0,20,2,12.0,PWI,Chidambaram,25 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
547,Harbhajan Singh,4.0,25,2,12.0,PBKS,Wankhede Stadium,02 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
548,Shanthakumaran Sreesanth,4.0,10,2,12.0,DC,Jawaharlal Nehru Stadium,30 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
549,Jacques Kallis,4.0,18,2,12.0,MI,Wankhede Stadium,25 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
550,Yusuf Pathan,4.0,23,2,12.0,PWI,DY Patil Stadium,19 May 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
551,Albie Morkel,4.0,34,2,12.0,RCB,Chidambaram,16 April 2011,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
