Unnamed: 0.1,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Unnamed: 0,Year,Metric,Source_File
1598,Trent Boult,4.0,40,2,12.0,RCB,Arun Jaitley Stadium,12 May 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1599,Dwayne Bravo,4.0,39,2,12.0,PBKS,Maharashtra Cricket Association's International Stadium,20 May 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1600,Shane Watson,4.0,29,2,12.0,MI,Wankhede Stadium,07 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1601,Shakib Al Hasan,4.0,21,2,12.0,KKR,Eden Gardens,14 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1602,Siddarth Kaul,4.0,23,2,12.0,RR,Sawai Mansingh Stadium,29 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1603,Washington Sundar,4.0,22,2,12.0,PBKS,M. Chinnaswamy Stadium,13 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1604,Ben Laughlin,4.0,38,2,12.0,CSK,Maharashtra Cricket Association's International Stadium,20 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1605,Siddarth Kaul,4.0,44,2,12.0,RCB,M. Chinnaswamy Stadium,17 May 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1606,Piyush Chawla,4.0,35,2,12.0,CSK,Eden Gardens,03 May 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1607,Rashid Khan,4.0,11,2,12.0,CSK,Wankhede Stadium,22 May 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1608,Ankit Rajpoot,4.0,23,2,12.0,DC,Arun Jaitley Stadium,23 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1609,Mohammed Siraj,4.0,40,2,12.0,KKR,M. Chinnaswamy Stadium,29 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1610,Prasidh Krishna,4.0,31,2,12.0,PBKS,Holkar Cricket Stadium,12 May 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1611,Rahul Tewatia,4.0,36,2,12.0,MI,Wankhede Stadium,14 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1612,Avesh Khan,4.0,29,2,12.0,KKR,Arun Jaitley Stadium,27 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1613,Shakib Al Hasan,4.0,36,2,12.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,07 May 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1614,Siddarth Kaul,4.0,29,2,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1615,Dwayne Bravo,4.0,33,2,12.0,RCB,M. Chinnaswamy Stadium,25 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1616,Amit Mishra,4.0,19,2,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 May 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1617,Kuldeep Yadav,4.0,29,2,12.0,SRH,Eden Gardens,25 May 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1618,Shakib Al Hasan,4.0,23,2,12.0,RR,Rajiv Gandhi Intl. Cricket Stadium,09 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1619,Avesh Khan,4.0,36,2,12.0,PBKS,Arun Jaitley Stadium,23 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1620,Umesh Yadav,4.0,29,2,12.0,MI,M. Chinnaswamy Stadium,01 May 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1621,Shardul Thakur,4.0,32,2,12.0,SRH,Maharashtra Cricket Association's International Stadium,13 May 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1622,Sunil Narine,4.0,17,2,12.0,SRH,Eden Gardens,14 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1623,Jasprit Bumrah,4.0,28,2,12.0,RR,Sawai Mansingh Stadium,22 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1624,Siddarth Kaul,4.0,26,2,12.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,19 May 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1625,Jasprit Bumrah,4.0,28,2,12.0,RCB,Wankhede Stadium,17 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1626,Mujeeb Ur Rahman,4.0,37,2,12.0,MI,Holkar Cricket Stadium,04 May 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1627,Umesh Yadav,4.0,27,2,12.0,KKR,Eden Gardens,08 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1628,Imran Tahir,4.0,34,2,12.0,PBKS,IS Bindra Stadium,15 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1629,Mujeeb Ur Rahman,4.0,25,2,12.0,DC,Arun Jaitley Stadium,23 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1630,Ankit Rajpoot,4.0,19,2,12.0,CSK,Maharashtra Cricket Association's International Stadium,20 May 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1631,Andrew Tye,4.0,30,2,12.0,KKR,Eden Gardens,21 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1632,Billy Stanlake,4.0,42,2,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1633,Imran Tahir,4.0,35,2,12.0,RCB,M. Chinnaswamy Stadium,25 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1634,Rashid Khan,4.0,23,2,12.0,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1635,Siddarth Kaul,4.0,32,2,12.0,KKR,Eden Gardens,25 May 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1636,Jofra Archer,4.0,16,2,12.0,MI,Wankhede Stadium,13 May 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1637,Dwayne Bravo,4.0,25,2,12.0,SRH,Wankhede Stadium,22 May 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1638,Shreyas Gopal,4.0,22,2,12.0,RCB,M. Chinnaswamy Stadium,15 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1639,Krishnappa Gowtham,4.0,18,2,12.0,SRH,Sawai Mansingh Stadium,29 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1640,Andrew Tye,4.0,24,2,12.0,RR,Holkar Cricket Stadium,06 May 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1641,Jasprit Bumrah,4.0,32,2,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1642,Corey Anderson,4.0,47,2,12.0,MI,Wankhede Stadium,17 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1643,Rashid Khan,4.0,11,2,12.0,MI,Wankhede Stadium,24 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1644,Prasidh Krishna,4.0,35,2,12.0,RR,Eden Gardens,15 May 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1645,Andrew Tye,4.0,47,2,12.0,CSK,IS Bindra Stadium,15 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1646,Andrew Tye,4.0,25,2,12.0,DC,Arun Jaitley Stadium,23 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1647,Ravichandran Ashwin,4.0,36,2,12.0,CSK,Maharashtra Cricket Association's International Stadium,20 May 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1648,Billy Stanlake,4.0,21,2,12.0,KKR,Eden Gardens,14 April 2018,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1649,Shreyas Gopal,1.0,12,3,2.0,RCB,M. Chinnaswamy Stadium,30 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1650,Oshane Thomas,1.0,6,2,3.0,RCB,M. Chinnaswamy Stadium,30 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1651,Sam Curran,2.2,11,4,3.5,DC,IS Bindra Stadium,01 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1652,Alzarri Joseph,3.4,12,6,3.66,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1653,Imran Tahir,3.2,12,4,5.0,DC,Chidambaram,01 May 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1654,Lasith Malinga,3.4,37,4,5.5,CSK,Chidambaram,26 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1655,Kagiso Rabada,3.5,22,4,5.75,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1656,Kagiso Rabada,4.0,21,4,6.0,RCB,M. Chinnaswamy Stadium,07 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1657,Lasith Malinga,4.0,31,4,6.0,RCB,Wankhede Stadium,15 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1658,Yuzvendra Chahal,4.0,38,4,6.0,MI,M. Chinnaswamy Stadium,28 March 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1659,Imran Tahir,4.0,27,4,6.0,KKR,Eden Gardens,14 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1660,Mohammad Nabi,4.0,11,4,6.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,31 March 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1661,Chris Morris,3.0,22,3,6.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1662,Ravindra Jadeja,3.0,9,3,6.0,DC,Chidambaram,01 May 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1663,Washington Sundar,3.0,24,3,6.0,SRH,M. Chinnaswamy Stadium,04 May 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1664,Hardik Pandya,2.0,20,2,6.0,SRH,Wankhede Stadium,02 May 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1665,Ish Sodhi,3.1,26,3,6.33,DC,Arun Jaitley Stadium,04 May 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1666,Sandeep Sharma,3.5,19,3,7.66,RCB,Rajiv Gandhi Intl. Cricket Stadium,31 March 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1667,Khaleel Ahmed,4.0,37,3,8.0,RCB,M. Chinnaswamy Stadium,04 May 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1668,Shreyas Gopal,4.0,27,3,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,29 March 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1669,Khaleel Ahmed,4.0,30,3,8.0,DC,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1670,Jofra Archer,4.0,39,3,8.0,MI,Wankhede Stadium,13 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1671,Khaleel Ahmed,4.0,40,3,8.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1672,Keemo Paul,4.0,32,3,8.0,SRH,ACA-VDCA Stadium,08 May 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1673,Imran Tahir,4.0,9,3,8.0,RCB,Chidambaram,23 March 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1674,Chris Morris,4.0,30,3,8.0,PBKS,IS Bindra Stadium,01 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1675,Mohammad Shami,4.0,21,3,8.0,MI,Wankhede Stadium,10 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1676,Harbhajan Singh,4.0,57,3,8.0,PBKS,IS Bindra Stadium,05 May 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1677,Ishant Sharma,4.0,38,3,8.0,RR,Arun Jaitley Stadium,04 May 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1678,Jasprit Bumrah,4.0,20,3,8.0,RCB,M. Chinnaswamy Stadium,28 March 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1679,Khaleel Ahmed,4.0,42,3,8.0,MI,Wankhede Stadium,02 May 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1680,Lasith Malinga,4.0,34,3,8.0,CSK,Wankhede Stadium,03 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1681,Krunal Pandya,4.0,34,3,8.0,RR,Wankhede Stadium,13 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1682,Khaleel Ahmed,4.0,33,3,8.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1683,Rashid Khan,4.0,21,3,8.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1684,Harbhajan Singh,4.0,20,3,8.0,RCB,Chidambaram,23 March 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1685,Mitchell McClenaghan,4.0,40,3,8.0,DC,Wankhede Stadium,24 March 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1686,Shreyas Gopal,4.0,12,3,8.0,RCB,Sawai Mansingh Stadium,02 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1687,Umesh Yadav,4.0,36,3,8.0,PBKS,M. Chinnaswamy Stadium,24 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1688,Dwayne Bravo,4.0,33,3,8.0,DC,Arun Jaitley Stadium,26 March 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1689,Lasith Malinga,4.0,35,3,8.0,KKR,Wankhede Stadium,05 May 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1690,Jofra Archer,4.0,15,3,8.0,PBKS,IS Bindra Stadium,16 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1691,Ravichandran Ashwin,4.0,23,3,8.0,CSK,Chidambaram,06 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1692,Sandeep Lamichhane,4.0,40,3,8.0,PBKS,Arun Jaitley Stadium,20 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1693,Deepak Chahar,4.0,20,3,8.0,KKR,Chidambaram,09 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1694,Keemo Paul,4.0,17,3,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1695,Rahul Chahar,4.0,29,3,8.0,RR,Sawai Mansingh Stadium,20 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1696,Deepak Chahar,4.0,26,3,8.0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1697,Hardik Pandya,4.0,20,3,8.0,CSK,Wankhede Stadium,03 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1698,Rahul Chahar,4.0,19,3,8.0,DC,Arun Jaitley Stadium,18 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1699,Sam Curran,4.0,35,3,8.0,CSK,IS Bindra Stadium,05 May 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1700,Piyush Chawla,4.0,20,3,8.0,RR,Eden Gardens,25 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1701,Amit Mishra,4.0,17,3,8.0,RR,Arun Jaitley Stadium,04 May 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1702,Khaleel Ahmed,2.5,24,2,8.5,DC,ACA-VDCA Stadium,08 May 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1703,Imran Tahir,3.0,23,2,9.0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1704,Ravindra Jadeja,3.0,23,2,9.0,DC,ACA-VDCA Stadium,10 May 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1705,Ben Stokes,3.0,39,2,9.0,CSK,Sawai Mansingh Stadium,11 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1706,Hardik Pandya,3.0,20,2,9.0,KKR,Wankhede Stadium,05 May 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1707,Krunal Pandya,3.0,7,2,9.0,CSK,Chidambaram,26 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1708,Axar Patel,3.0,22,2,9.0,PBKS,Arun Jaitley Stadium,20 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1709,Jasprit Bumrah,3.0,10,2,9.0,CSK,Chidambaram,26 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1710,Mohammad Shami,3.0,17,2,9.0,CSK,IS Bindra Stadium,05 May 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1711,Andre Russell,3.0,32,2,9.0,SRH,Eden Gardens,24 March 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1712,Andre Russell,3.0,21,2,9.0,PBKS,Eden Gardens,27 March 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1713,Pawan Negi,3.1,21,2,9.5,KKR,M. Chinnaswamy Stadium,05 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1714,Sunil Narine,3.2,24,2,10.0,CSK,Chidambaram,09 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1715,Piyush Chawla,3.4,32,2,11.0,CSK,Eden Gardens,14 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1716,Kagiso Rabada,4.0,23,2,12.0,MI,Wankhede Stadium,24 March 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1717,Ravindra Jadeja,4.0,20,2,12.0,RR,Sawai Mansingh Stadium,11 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1718,Shreyas Gopal,4.0,21,2,12.0,MI,Sawai Mansingh Stadium,20 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1719,Andre Russell,4.0,25,2,12.0,MI,Eden Gardens,28 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1720,Imran Tahir,4.0,33,2,12.0,MI,Chidambaram,07 May 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1721,Jofra Archer,4.0,17,2,12.0,CSK,Chidambaram,31 March 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1722,Sandeep Sharma,4.0,21,2,12.0,PBKS,IS Bindra Stadium,08 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1723,Mohammad Shami,4.0,46,2,12.0,RR,IS Bindra Stadium,16 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1724,Mitchell Santner,4.0,13,2,12.0,MI,Chidambaram,26 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1725,Harbhajan Singh,4.0,17,2,12.0,PBKS,Chidambaram,06 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1726,Harbhajan Singh,4.0,39,2,12.0,SRH,Chidambaram,23 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1727,Sam Curran,4.0,52,2,12.0,RR,Sawai Mansingh Stadium,25 March 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1728,Jason Behrendorff,4.0,22,2,12.0,CSK,Wankhede Stadium,03 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1729,Bhuvneshwar Kumar,4.0,35,2,12.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1730,Jasprit Bumrah,4.0,18,2,12.0,DC,Arun Jaitley Stadium,18 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1731,Amit Mishra,4.0,29,2,12.0,RCB,Arun Jaitley Stadium,28 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1732,Harshal Patel,4.0,40,2,12.0,KKR,Arun Jaitley Stadium,30 March 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1733,Chris Morris,4.0,28,2,12.0,RCB,M. Chinnaswamy Stadium,07 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1734,Yuzvendra Chahal,4.0,27,2,12.0,MI,Wankhede Stadium,15 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1735,Varun Aaron,4.0,20,2,12.0,KKR,Eden Gardens,25 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1736,Navdeep Saini,4.0,34,2,12.0,KKR,M. Chinnaswamy Stadium,05 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1737,Dale Steyn,4.0,29,2,12.0,CSK,M. Chinnaswamy Stadium,21 April 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
1738,Ishant Sharma,4.0,34,2,12.0,MI,Wankhede Stadium,24 March 2019,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
