Unnamed: 0,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date,Year,Metric,Source_File
153,Muttiah Muralitharan,4.0,8,2,0,16,12.0,PBKS,Kingsmead,20 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
154,Muttiah Muralitharan,4.0,11,3,1,16,8.0,RCB,St George's Park,20 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
155,Albie Morkel,4.0,13,2,0,16,12.0,RCB,Kingsmead,14 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
156,Charl Langeveldt,4.0,15,3,0,16,8.0,RR,Kingsmead,20 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
157,Lasith Malinga,4.0,19,3,1,16,8.0,DEC,Kingsmead,25 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
158,Ishant Sharma,4.0,29,1,0,16,24.0,KKR,St George's Park,27 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
159,Ishant Sharma,4.0,29,1,0,16,24.0,MI,St George's Park,27 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
160,Amit Singh,4.0,9,3,0,15,8.0,PBKS,Kingsmead,05 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
161,Harbhajan Singh,4.0,9,1,0,15,24.0,PBKS,Supersport Park,12 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
162,Praveen Kumar,3.0,7,2,0,15,9.0,RR,Newlands,18 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
163,Yuvraj Singh,4.0,13,3,0,15,8.0,DEC,New Wanderers Stadium,17 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
164,Amit Mishra,4.0,14,3,0,15,8.0,KKR,New Wanderers Stadium,10 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
165,Ajit Agarkar,4.0,15,2,0,15,12.0,RR,Kingsmead,20 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
166,Muttiah Muralitharan,4.0,16,1,0,15,24.0,KKR,Supersport Park,18 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
167,RP Singh,4.0,18,2,1,15,12.0,RR,St George's Park,02 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
168,Yusuf Abdulla,4.0,19,2,0,15,12.0,MI,Kingsmead,29 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
169,Yusuf Pathan,4.0,19,1,0,15,24.0,DEC,St George's Park,02 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
170,Dimitri Mascarenhas,4.0,20,3,0,15,8.0,RCB,Newlands,18 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
171,Brett Lee,4.0,25,1,0,15,24.0,MI,Supersport Park,12 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
172,Shane Harwood,4.0,26,1,0,15,24.0,PBKS,Kingsmead,05 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
173,Ryan Harris,4.0,27,3,1,15,8.0,DC,Supersport Park,22 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
174,Anil Kumble,4.0,12,2,0,14,12.0,CSK,Kingsmead,14 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
175,Murali Kartik,4.0,12,1,0,14,24.0,DEC,New Wanderers Stadium,16 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
176,Munaf Patel,4.0,14,2,1,14,12.0,DC,Supersport Park,28 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
177,Jesse Ryder,4.0,14,2,0,14,12.0,RR,Newlands,18 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
178,Ishant Sharma,4.0,15,2,0,14,12.0,RCB,Kingsmead,29 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
179,Kamran Khan,4.0,15,2,0,14,12.0,PBKS,Newlands,26 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
180,Ishant Sharma,4.0,15,2,0,14,12.0,RCB,Kingsmead,29 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
181,Brett Lee,4.0,16,0,0,14,0.0,CSK,Kingsmead,20 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
182,Shane Warne,4.0,18,2,0,14,12.0,RCB,Newlands,18 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
183,Amit Mishra,4.0,18,0,1,14,0.0,KKR,Kingsmead,05 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
184,Amit Singh,4.0,19,4,0,14,6.0,RCB,Supersport Park,07 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
185,Irfan Pathan,4.0,19,2,0,14,12.0,RCB,Kingsmead,01 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
186,Chaminda Vaas,4.0,19,2,0,14,12.0,RR,De Beers Diamond Oval,11 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
187,Shanthakumaran Sreesanth,4.0,20,2,0,14,12.0,DC,OUTsurance Oval,15 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
188,Shoaib Ahmed,4.0,20,2,0,14,12.0,DC,Supersport Park,30 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
189,Yusuf Abdulla,4.0,21,3,0,14,8.0,RR,Newlands,26 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
190,RP Singh,4.0,22,1,0,14,24.0,RR,De Beers Diamond Oval,11 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
191,RP Singh,3.4,22,4,0,14,5.5,KKR,Newlands,19 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
192,Muttiah Muralitharan,4.0,24,1,0,14,24.0,RCB,Kingsmead,14 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
193,RP Singh,4.0,27,2,0,14,12.0,MI,Kingsmead,25 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
194,Shane Warne,4.0,27,1,0,14,24.0,CSK,De Beers Diamond Oval,09 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
195,Dimitri Mascarenhas,4.0,29,1,1,14,24.0,KKR,Newlands,23 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
196,Lasith Malinga,4.0,32,1,0,14,24.0,PBKS,Supersport Park,12 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
197,Anureet Singh,4.0,35,2,0,14,12.0,RR,Newlands,23 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
198,Anil Kumble,3.1,5,5,1,13,3.8,RR,Newlands,18 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
199,Pragyan Ojha,4.0,14,2,0,13,12.0,KKR,Newlands,19 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
200,Lasith Malinga,4.0,15,3,0,13,8.0,CSK,Newlands,18 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
201,JP Duminy,4.0,15,2,0,13,12.0,PBKS,Supersport Park,12 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
202,Muttiah Muralitharan,4.0,15,1,0,13,24.0,RCB,New Wanderers Stadium,23 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
203,RP Singh,4.0,17,2,0,13,12.0,RCB,Newlands,22 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
204,Ishant Sharma,3.0,13,0,0,13,0.0,DEC,Newlands,19 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
205,Ishant Sharma,3.0,13,0,0,13,0.0,DEC,Newlands,19 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
206,Amit Mishra,4.0,19,3,0,13,8.0,DEC,Supersport Park,22 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
207,Johan Botha,4.0,19,2,0,13,12.0,KKR,Kingsmead,20 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
208,RP Singh,4.0,19,2,0,13,12.0,MI,Supersport Park,06 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
209,Lasith Malinga,4.0,19,1,0,13,24.0,CSK,St George's Park,16 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
210,Siddharth Trivedi,4.0,20,1,0,13,24.0,PBKS,Kingsmead,05 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
211,Laxmi Ratan Shukla,4.0,20,0,0,13,0.0,RR,Kingsmead,20 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
212,Dhawal Kulkarni,4.0,21,1,0,13,24.0,DEC,Supersport Park,06 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
213,Yuvraj Singh,4.0,22,3,0,13,8.0,RCB,Kingsmead,01 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
214,Munaf Patel,3.5,22,2,0,13,11.5,MI,Kingsmead,14 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
215,Shanthakumaran Sreesanth,4.0,23,2,0,13,12.0,CSK,Kingsmead,20 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
216,Munaf Patel,4.0,24,2,0,13,12.0,PBKS,Newlands,26 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
217,Ishant Sharma,4.0,24,1,0,13,24.0,PBKS,Kingsmead,21 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
218,Brett Lee,4.0,24,1,0,13,24.0,DEC,De Beers Diamond Oval,09 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
219,Ishant Sharma,4.0,24,1,0,13,24.0,PBKS,Kingsmead,21 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
220,Shane Harwood,4.0,25,2,0,13,12.0,DEC,St George's Park,02 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
221,Praveen Kumar,4.0,27,2,0,13,12.0,PBKS,Kingsmead,01 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
222,Dwayne Bravo,4.0,27,1,0,13,24.0,CSK,Newlands,18 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
223,Ashok Dinda,4.0,29,1,0,13,24.0,CSK,Supersport Park,18 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
224,Praveen Kumar,4.0,31,0,0,13,0.0,RR,Supersport Park,07 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
225,Ryan Harris,4.0,34,1,1,13,24.0,RCB,New Wanderers Stadium,24 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
226,Lasith Malinga,4.0,12,2,0,12,12.0,PBKS,Kingsmead,29 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
227,Anil Kumble,4.0,16,4,0,12,6.0,DEC,New Wanderers Stadium,24 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
228,Anil Kumble,4.0,16,2,0,12,12.0,KKR,Kingsmead,29 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
229,Harbhajan Singh,4.0,17,4,0,12,6.0,DC,Supersport Park,21 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
230,Jacques Kallis,4.0,18,2,1,12,12.0,CSK,Kingsmead,14 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
231,Lakshmipathy Balaji,4.0,19,3,0,12,8.0,DC,Kingsmead,23 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
232,Muttiah Muralitharan,4.0,19,0,0,12,0.0,MI,St George's Park,16 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
233,Ryan Harris,4.0,20,2,0,12,12.0,KKR,New Wanderers Stadium,16 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
234,Jacques Kallis,4.0,20,1,0,12,24.0,RR,Supersport Park,07 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
235,Morne Morkel,4.0,20,0,0,12,0.0,RCB,Supersport Park,07 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
236,Amit Mishra,4.0,20,0,0,12,0.0,MI,Buffalo Park,08 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
237,Muttiah Muralitharan,4.0,22,2,0,12,12.0,RR,De Beers Diamond Oval,09 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
238,Harmeet Singh Bansal,4.0,23,2,0,12,12.0,RCB,New Wanderers Stadium,24 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
239,Anil Kumble,4.0,23,2,0,12,12.0,DEC,Supersport Park,21 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
240,Ishant Sharma,4.0,23,0,0,12,0.0,DEC,New Wanderers Stadium,16 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
241,Ishant Sharma,4.0,23,0,0,12,0.0,DEC,New Wanderers Stadium,16 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
242,Shadab Jakati,4.0,24,4,0,12,6.0,DC,New Wanderers Stadium,02 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
243,Dwayne Bravo,3.1,19,1,0,12,19.0,CSK,St George's Park,16 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
244,Lasith Malinga,4.0,24,1,0,12,24.0,DEC,Supersport Park,06 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
245,Harbhajan Singh,4.0,24,0,0,12,0.0,KKR,Buffalo Park,01 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
246,Jacques Kallis,4.0,24,0,0,12,0.0,DEC,New Wanderers Stadium,24 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
247,Jesse Ryder,4.0,24,0,0,12,0.0,PBKS,Kingsmead,01 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
248,Anil Kumble,4.0,25,2,0,12,12.0,PBKS,Kingsmead,01 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
249,Dwayne Bravo,4.0,27,1,0,12,24.0,RCB,St George's Park,10 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
250,Yusuf Pathan,4.0,27,0,0,12,0.0,KKR,Newlands,23 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
251,Piyush Chawla,4.0,30,2,0,12,12.0,RR,Kingsmead,05 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
252,Ryan Harris,4.0,31,0,0,12,0.0,PBKS,New Wanderers Stadium,17 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
253,Dillon du Preez,4.0,32,3,1,12,8.0,MI,New Wanderers Stadium,03 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
254,Scott Styris,4.0,32,2,0,12,12.0,KKR,Newlands,19 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
255,Yusuf Abdulla,4.0,36,4,1,12,6.0,RCB,Kingsmead,01 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
256,Ravichandran Ashwin,4.0,13,2,0,11,12.0,PBKS,Kingsmead,20 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
257,Tirumalasetti Suman,4.0,14,2,0,11,12.0,MI,Supersport Park,06 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
258,Muttiah Muralitharan,3.0,11,2,0,11,9.0,DEC,Buffalo Park,04 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
259,JP Duminy,4.0,15,1,0,11,24.0,DC,Buffalo Park,08 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
260,RP Singh,4.0,16,1,0,11,24.0,RCB,New Wanderers Stadium,24 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
261,Suresh Raina,4.0,17,2,0,11,12.0,PBKS,Kingsmead,20 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
262,Muttiah Muralitharan,4.0,17,1,0,11,24.0,DEC,Kingsmead,27 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
263,Jacques Kallis,4.0,17,1,0,11,24.0,DC,New Wanderers Stadium,19 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
264,Piyush Chawla,4.0,19,1,0,11,24.0,RCB,Kingsmead,24 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
265,Piyush Chawla,4.0,20,0,0,11,0.0,DEC,New Wanderers Stadium,17 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
266,Amit Singh,3.3,19,1,0,11,21.0,KKR,Kingsmead,20 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
267,Ishant Sharma,4.0,23,2,0,11,12.0,KKR,New Wanderers Stadium,10 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
268,Ishant Sharma,4.0,23,2,0,11,12.0,DC,New Wanderers Stadium,10 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
269,Ramesh Powar,4.0,23,1,0,11,24.0,MI,Kingsmead,29 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
270,Jacques Kallis,4.0,23,0,0,11,0.0,MI,New Wanderers Stadium,03 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
271,Sudeep Tyagi,3.0,18,2,0,11,9.0,DC,New Wanderers Stadium,02 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
272,Dhawal Kulkarni,4.0,24,1,0,11,24.0,RCB,St George's Park,10 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
273,Laxmi Ratan Shukla,4.0,25,3,0,11,8.0,MI,St George's Park,27 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
274,Ryan Harris,4.0,25,0,0,11,0.0,MI,Supersport Park,06 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
275,Ajit Agarkar,3.0,19,0,0,11,0.0,DC,New Wanderers Stadium,10 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
276,Irfan Pathan,4.0,26,2,0,11,12.0,RR,Newlands,26 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
277,Wilkin Mota,4.0,26,1,0,11,24.0,DEC,De Beers Diamond Oval,09 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
278,Jacques Kallis,4.0,26,1,0,11,24.0,CSK,New Wanderers Stadium,23 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
279,Abhishek Nayar,4.0,26,0,0,11,0.0,RCB,New Wanderers Stadium,03 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
280,RP Singh,3.0,20,1,0,11,18.0,DC,Supersport Park,30 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
281,Piyush Chawla,4.0,27,2,0,11,12.0,KKR,St George's Park,03 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
282,Thilan Thushara,4.0,28,2,0,11,12.0,PBKS,Kingsmead,20 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
283,Dimitri Mascarenhas,4.0,28,2,0,11,12.0,DC,Supersport Park,28 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
284,Andrew Symonds,4.0,28,1,0,11,24.0,KKR,New Wanderers Stadium,16 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
285,Lasith Malinga,4.0,28,1,0,11,24.0,RR,Kingsmead,14 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
286,Dhawal Kulkarni,4.0,29,0,0,11,0.0,RR,Kingsmead,14 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
287,Lasith Malinga,4.0,30,1,0,11,24.0,DC,Buffalo Park,08 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
288,Yusuf Abdulla,4.0,31,4,0,11,6.0,RCB,Kingsmead,24 April 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
289,Albie Morkel,4.0,31,1,0,11,24.0,MI,St George's Park,16 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
290,Brett Lee,4.0,31,0,0,11,0.0,DEC,New Wanderers Stadium,17 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
291,Albie Morkel,3.0,24,2,1,11,9.0,DEC,Buffalo Park,04 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
292,Piyush Chawla,4.0,32,1,0,11,24.0,MI,Supersport Park,12 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
293,RP Singh,4.0,33,2,0,11,12.0,DC,Supersport Park,22 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
294,Vinay Kumar,4.0,33,2,0,11,12.0,KKR,Supersport Park,12 May 2009,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
