POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year,Metric,Source_File
78,Cheteshwar Pujara,16,8,200.0,0,2,RCB,M. Chinnaswamy Stadium,10 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
79,Robin Uthappa,26,13,200.0,2,2,MI,DY Patil Stadium,21 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
80,Manvinder Bisla,35,18,194.44,4,2,RR,IS Bindra Stadium,24 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
81,Michael Lumb,83,43,193.02,16,2,PBKS,Sawai Mansingh Stadium,07 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
82,Chris Gayle,40,21,190.47,5,2,DC,Eden Gardens,07 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
83,Ambati Rayudu,55,29,189.65,6,2,DEC,Brabourne Stadium,03 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
84,Michael Lumb,30,16,187.5,3,2,CSK,Narendra Modi Stadium,28 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
85,MS Dhoni,54,29,186.2,5,2,PBKS,HPCA Stadium,18 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
86,Yuvraj Singh,36,20,180.0,3,2,RCB,IS Bindra Stadium,02 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
87,Herschelle Gibbs,25,14,178.57,2,2,RR,Narendra Modi Stadium,26 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
88,Kumar Sangakkara,38,22,172.72,2,2,KKR,Eden Gardens,04 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
89,Manoj Tiwary,50,29,172.41,6,2,RCB,Eden Gardens,14 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
90,Kedar Jadhav,50,29,172.41,5,2,RCB,M. Chinnaswamy Stadium,25 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
91,Yusuf Pathan,24,14,171.42,2,2,DC,Arun Jaitley Stadium,31 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
92,Dinesh Karthik,46,27,170.37,4,2,DEC,Barabati Stadium,21 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
93,Aditya Tare,17,10,170.0,0,2,DC,Arun Jaitley Stadium,17 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
94,Laxmi Ratan Shukla,17,10,170.0,0,2,CSK,Chidambaram,13 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
95,Herschelle Gibbs,27,16,168.75,3,2,MI,DY Patil Stadium,28 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
96,Adam Gilchrist,32,19,168.42,3,2,RCB,M. Chinnaswamy Stadium,08 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
97,Adam Voges,37,22,168.18,2,2,KKR,Narendra Modi Stadium,20 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
98,Ambati Rayudu,55,33,166.66,6,2,RR,Brabourne Stadium,13 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
99,Rohit Sharma,73,44,165.9,8,2,RR,Vidarbha Cricket Association Stadium,05 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
100,Angelo Mathews,46,28,164.28,3,2,DC,Eden Gardens,07 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
101,Robin Uthappa,21,13,161.53,1,2,CSK,Chidambaram,31 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
102,Yusuf Pathan,21,13,161.53,0,2,PBKS,Sawai Mansingh Stadium,07 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
103,Rohit Sharma,45,28,160.71,3,2,MI,DY Patil Stadium,28 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
104,Saurabh Tiwary,53,33,160.6,4,2,RR,Brabourne Stadium,13 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
105,Manoj Tiwary,75,47,159.57,8,2,PBKS,IS Bindra Stadium,27 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
106,Virender Sehwag,35,22,159.09,5,2,RCB,Arun Jaitley Stadium,04 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
107,MF Maharoof,28,18,155.55,2,2,MI,Arun Jaitley Stadium,17 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
108,Matthew Hayden,17,11,154.54,0,2,DEC,Chidambaram,14 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
109,Ravi Bopara,77,50,154.0,9,2,RCB,M. Chinnaswamy Stadium,16 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
110,Yuvraj Singh,43,28,153.57,4,2,CSK,Chidambaram,21 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
111,Sachin Tendulkar,89,59,150.84,10,2,RR,Sawai Mansingh Stadium,11 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
112,Mahela Jayawardena,93,62,150.0,13,2,DEC,HPCA Stadium,16 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
113,David Warner,33,22,150.0,3,2,RCB,Arun Jaitley Stadium,04 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
114,Murali Vijay,42,28,150.0,4,2,RR,Narendra Modi Stadium,28 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
115,Sourav Ganguly,75,50,150.0,11,2,RR,Eden Gardens,17 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
116,Rahul Dravid,52,35,148.57,5,2,KKR,M. Chinnaswamy Stadium,10 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
117,Manish Pandey,40,27,148.14,3,2,MI,Brabourne Stadium,20 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
118,Subramaniam Badrinath,53,36,147.22,7,2,PBKS,HPCA Stadium,18 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
119,Andrew Symonds,35,24,145.83,3,2,DC,Barabati Stadium,21 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
120,MS Dhoni,42,29,144.82,3,2,DEC,Chidambaram,14 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
121,Chris Gayle,30,21,142.85,2,2,DC,Arun Jaitley Stadium,29 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
122,Virat Kohli,17,12,141.66,0,2,MI,Brabourne Stadium,20 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
123,Paras Dogra,41,29,141.37,2,2,MI,Brabourne Stadium,13 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
124,Kevin Pietersen,29,21,138.09,1,2,DEC,DY Patil Stadium,24 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
125,Matthew Hayden,33,24,137.5,4,2,PBKS,Chidambaram,21 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
126,Murali Vijay,26,19,136.84,1,2,MI,DY Patil Stadium,25 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
127,Saurabh Tiwary,38,28,135.71,1,2,DC,Brabourne Stadium,13 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
128,Saurabh Tiwary,31,23,134.78,1,2,PBKS,Brabourne Stadium,30 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
129,Brendon McCullum,45,36,125.0,5,2,RCB,M. Chinnaswamy Stadium,10 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
130,Tirumalasetti Suman,55,44,125.0,4,2,CSK,Vidarbha Cricket Association Stadium,10 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
131,Murali Vijay,50,40,125.0,4,2,KKR,Chidambaram,13 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
132,JP Duminy,35,28,125.0,1,2,PBKS,IS Bindra Stadium,09 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
133,Chris Gayle,75,60,125.0,7,2,MI,Brabourne Stadium,22 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
134,Suresh Raina,52,42,123.8,4,2,DEC,Vidarbha Cricket Association Stadium,10 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
135,Andrew Symonds,27,22,122.72,1,2,CSK,Vidarbha Cricket Association Stadium,10 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
136,Herschelle Gibbs,31,26,119.23,2,2,DC,Barabati Stadium,21 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
137,Paul Collingwood,53,45,117.77,3,2,KKR,Arun Jaitley Stadium,29 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
138,Abhishek Raut,20,17,117.64,0,2,MI,Sawai Mansingh Stadium,11 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
139,Sourav Ganguly,42,36,116.66,4,2,MI,Eden Gardens,19 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
140,David Hussey,31,27,114.81,1,2,DEC,Eden Gardens,01 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
141,Owais Shah,19,17,111.76,0,2,RR,Narendra Modi Stadium,20 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
142,Paras Dogra,29,26,111.53,1,2,DC,Narendra Modi Stadium,15 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
143,Yusuf Pathan,26,24,108.33,1,2,RCB,M. Chinnaswamy Stadium,18 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
144,Abhishek Nayar,27,26,103.84,1,2,CSK,DY Patil Stadium,25 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
145,Sourav Ganguly,33,32,103.12,2,2,RCB,M. Chinnaswamy Stadium,10 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
146,Angelo Mathews,48,48,100.0,3,2,CSK,Chidambaram,13 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
147,Parthiv Patel,57,58,98.27,4,2,PBKS,Chidambaram,21 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
148,Irfan Pathan,16,5,320.0,2,1,RCB,IS Bindra Stadium,02 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
149,Zaheer Khan,23,9,255.55,3,1,RCB,Brabourne Stadium,20 March 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
150,Irfan Pathan,15,6,250.0,1,1,MI,IS Bindra Stadium,09 April 2010,2010,Most Sixes Innings,Most Sixes Innings - 2010.csv
1,Chris Gayle,107,49,218.36,10,9,PBKS,M. Chinnaswamy Stadium,06 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
2,Adam Gilchrist,106,55,192.72,8,9,RCB,HPCA Stadium,17 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
3,Chris Gayle,102,55,185.45,10,7,KKR,Eden Gardens,22 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
4,Virender Sehwag,119,56,212.5,13,6,DEC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
5,Shaun Marsh,95,46,206.52,9,6,DC,Arun Jaitley Stadium,23 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
6,Shane Watson,89,47,189.36,9,6,MI,Wankhede Stadium,20 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
7,Murali Vijay,95,52,182.69,4,6,RCB,Chidambaram,28 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
8,MS Dhoni,70,40,175.0,3,6,RCB,M. Chinnaswamy Stadium,22 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
9,Chris Gayle,75,50,150.0,4,6,CSK,M. Chinnaswamy Stadium,22 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
10,Suresh Raina,73,50,146.0,4,6,RCB,Wankhede Stadium,24 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
11,Chris Gayle,44,16,275.0,3,5,KTK,M. Chinnaswamy Stadium,08 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
12,Jesse Ryder,60,27,222.22,5,5,DC,DY Patil Stadium,17 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
13,Dinesh Karthik,69,33,209.09,7,5,KTK,Holkar Cricket Stadium,13 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
14,Yuvraj Singh,66,32,206.25,4,5,DC,DY Patil Stadium,17 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
15,Chris Gayle,89,47,189.36,9,5,MI,Chidambaram,27 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
16,Rohit Sharma,87,48,181.25,8,5,CSK,Wankhede Stadium,22 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
17,Virender Sehwag,80,47,170.21,8,5,KTK,Jawaharlal Nehru Stadium,30 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
18,Shaun Marsh,79,49,161.22,7,5,RCB,HPCA Stadium,17 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
19,Paul Valthaty,75,47,159.57,8,5,DEC,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
20,AB de Villiers,54,40,135.0,1,5,KTK,Jawaharlal Nehru Stadium,09 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
21,Brendon McCullum,29,12,241.66,1,4,RR,Holkar Cricket Stadium,15 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
22,Virender Sehwag,77,35,220.0,8,4,PBKS,Arun Jaitley Stadium,23 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
23,MS Dhoni,63,31,203.22,5,4,DC,Chidambaram,12 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
24,Chris Gayle,49,26,188.46,4,4,PWI,M. Chinnaswamy Stadium,29 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
25,Sunny Sohal,56,30,186.66,6,4,CSK,Chidambaram,01 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
26,JP Duminy,55,31,177.41,2,4,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
27,Murali Vijay,74,43,172.09,6,4,PBKS,IS Bindra Stadium,13 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
28,Ambati Rayudu,53,33,160.6,3,4,KTK,Wankhede Stadium,15 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
29,David Warner,77,48,160.41,7,4,PBKS,Arun Jaitley Stadium,23 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
30,Virat Kohli,67,42,159.52,4,4,PWI,M. Chinnaswamy Stadium,29 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
31,Chris Gayle,70,44,159.09,7,4,RR,Sawai Mansingh Stadium,11 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
32,Venugopal Rao,60,40,150.0,4,4,RR,Sawai Mansingh Stadium,12 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
33,Yuvraj Singh,62,43,144.18,3,4,CSK,DY Patil Stadium,27 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
34,Albie Morkel,19,6,316.66,0,3,DEC,Chidambaram,01 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
35,Albie Morkel,28,10,280.0,1,3,RCB,Wankhede Stadium,24 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
36,Tirumalasetti Suman,36,16,225.0,3,3,PWI,DY Patil Stadium,04 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
37,MS Dhoni,41,19,215.78,3,3,RR,Sawai Mansingh Stadium,09 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
38,Yusuf Pathan,46,24,191.66,3,3,RCB,Eden Gardens,22 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
39,Yusuf Pathan,47,26,180.76,3,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,03 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
40,Yuvraj Singh,41,23,178.26,2,3,RCB,M. Chinnaswamy Stadium,29 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
41,Bharat Chipli,61,35,174.28,5,3,RCB,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
42,Shaun Marsh,71,42,169.04,6,3,RR,IS Bindra Stadium,21 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
43,Rohit Sharma,56,34,164.7,5,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
44,Shaun Marsh,46,28,164.28,5,3,DC,HPCA Stadium,15 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
45,Ravindra Jadeja,29,18,161.11,1,3,KKR,Eden Gardens,20 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
46,Virat Kohli,70,44,159.09,5,3,CSK,Wankhede Stadium,24 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
47,Venugopal Rao,31,20,155.0,1,3,PWI,DY Patil Stadium,17 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
48,Shane Watson,20,13,153.84,0,3,KTK,Holkar Cricket Stadium,15 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
49,Rohit Sharma,49,32,153.12,2,3,DC,Wankhede Stadium,07 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
50,Sachin Tendulkar,100,66,151.51,12,3,KTK,Wankhede Stadium,15 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
51,Yusuf Pathan,36,24,150.0,2,3,RCB,M. Chinnaswamy Stadium,14 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
52,Paul Valthaty,46,31,148.38,4,3,RR,IS Bindra Stadium,21 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
53,Ashok Menaria,22,15,146.66,0,3,DC,Sawai Mansingh Stadium,12 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
54,Ryan ten Doeschate,70,49,142.85,6,3,MI,Wankhede Stadium,25 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
55,Brendon McCullum,47,33,142.42,4,3,CSK,Jawaharlal Nehru Stadium,18 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
56,Ravindra Jadeja,47,33,142.42,3,3,PWI,DY Patil Stadium,13 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
57,Jacques Kallis,59,42,140.47,4,3,MI,Eden Gardens,22 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
58,Michael Hussey,63,45,140.0,3,3,RCB,Chidambaram,28 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
59,Wriddhiman Saha,46,33,139.39,1,3,KTK,Chidambaram,18 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
60,Virat Kohli,71,51,139.21,5,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
61,Adam Gilchrist,61,46,132.6,5,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
62,Murali Vijay,53,40,132.5,2,3,RR,Sawai Mansingh Stadium,09 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
63,Mitchell Marsh,37,28,132.14,1,3,DEC,DY Patil Stadium,16 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
64,Ashok Menaria,29,22,131.81,0,3,PWI,Sawai Mansingh Stadium,01 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
65,Manoj Tiwary,61,47,129.78,2,3,DC,Arun Jaitley Stadium,28 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
66,Manish Pandey,59,47,125.53,4,3,MI,DY Patil Stadium,04 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
67,Paul Valthaty,62,50,124.0,7,3,DC,HPCA Stadium,15 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
68,Saurabh Tiwary,42,34,123.52,1,3,CSK,Chidambaram,28 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
69,Chris Gayle,38,12,316.66,6,2,KKR,M. Chinnaswamy Stadium,14 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
70,Ambati Rayudu,17,6,283.33,0,2,KKR,Eden Gardens,22 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
71,Ravindra Jadeja,16,6,266.66,0,2,CSK,Jawaharlal Nehru Stadium,18 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
72,Robin Uthappa,31,13,238.46,3,2,KTK,DY Patil Stadium,13 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
73,Naman Ojha,19,8,237.5,1,2,PBKS,Arun Jaitley Stadium,23 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
74,Yuvraj Singh,35,15,233.33,5,2,PBKS,IS Bindra Stadium,08 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
75,Ravindra Jadeja,25,11,227.27,2,2,MI,Wankhede Stadium,15 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
76,MS Dhoni,43,20,215.0,4,2,PBKS,IS Bindra Stadium,13 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
77,Dan Christian,30,14,214.28,2,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
78,Yogesh Nagar,23,11,209.09,1,2,DEC,Arun Jaitley Stadium,19 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
79,Aaron Finch,25,12,208.33,1,2,PWI,DY Patil Stadium,17 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
80,David Hussey,20,10,200.0,0,2,DC,Arun Jaitley Stadium,23 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
81,Brendon McCullum,37,19,194.73,5,2,DC,Arun Jaitley Stadium,02 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
82,Brad Hodge,33,17,194.11,5,2,RR,Holkar Cricket Stadium,15 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
83,AB de Villiers,27,14,192.85,2,2,PBKS,M. Chinnaswamy Stadium,06 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
84,Dan Christian,25,13,192.3,1,2,KKR,Eden Gardens,11 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
85,Owais Shah,23,12,191.66,1,2,PBKS,Holkar Cricket Stadium,13 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
86,Paul Valthaty,120,63,190.47,19,2,CSK,IS Bindra Stadium,13 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
87,David Warner,19,10,190.0,1,2,PWI,Arun Jaitley Stadium,21 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
88,Piyush Chawla,13,7,185.71,0,2,DEC,HPCA Stadium,21 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
89,Irfan Pathan,13,7,185.71,0,2,RCB,Arun Jaitley Stadium,26 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
90,Brad Hodge,35,19,184.21,3,2,KKR,Jawaharlal Nehru Stadium,05 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
91,Kieron Pollard,20,11,181.81,1,2,PBKS,Wankhede Stadium,02 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
92,Manoj Tiwary,27,15,180.0,1,2,CSK,Chidambaram,08 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
93,Naman Ojha,25,14,178.57,3,2,CSK,Chidambaram,12 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
94,Mohnish Mishra,37,21,176.19,2,2,KTK,DY Patil Stadium,13 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
95,Jesse Ryder,35,20,175.0,5,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
96,Paul Valthaty,17,10,170.0,1,2,KTK,Holkar Cricket Stadium,13 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
97,Aiden Blizzard,51,30,170.0,7,2,KKR,Wankhede Stadium,25 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
98,Shane Watson,22,13,169.23,0,2,KKR,Sawai Mansingh Stadium,15 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
99,MS Dhoni,22,13,169.23,0,2,RCB,Chidambaram,28 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
100,Suresh Raina,59,35,168.57,6,2,DEC,Chidambaram,01 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
101,David Warner,46,28,164.28,6,2,PWI,DY Patil Stadium,17 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
102,Luke Pomersbach,29,18,161.11,2,2,CSK,Wankhede Stadium,24 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
103,Yogesh Nagar,19,12,158.33,0,2,KKR,Arun Jaitley Stadium,28 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
104,Robin Uthappa,22,14,157.14,1,2,PBKS,DY Patil Stadium,10 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
105,Ambati Rayudu,59,39,151.28,7,2,DC,Wankhede Stadium,07 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
106,Jesse Ryder,51,34,150.0,4,2,RCB,M. Chinnaswamy Stadium,29 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
107,Ross Taylor,21,14,150.0,1,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
108,Venugopal Rao,30,20,150.0,2,2,CSK,Chidambaram,12 May 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
109,Subramaniam Badrinath,71,48,147.91,7,2,MI,Wankhede Stadium,22 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
110,AB de Villiers,65,44,147.72,5,2,CSK,Chidambaram,16 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
111,Murali Vijay,31,21,147.61,3,2,RCB,Chidambaram,16 April 2011,2011,Most Sixes Innings,Most Sixes Innings - 2011.csv
