POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year,Metric,Source_File
127,Jitesh Sharma,26,17,152.94,0,3,CSK,Brabourne - CCI,03 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
128,Virat Kohli,73,54,135.18,8,2,GT,Wankhede Stadium,19 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
129,Virat Kohli,41,29,141.37,1,2,PBKS,DY Patil Stadium,27 March 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
130,Aaron Finch,58,28,207.14,9,2,RR,Brabourne - CCI,18 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
131,Rohit Sharma,28,17,164.7,3,2,PBKS,Maharashtra Cricket Association Stadium,13 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
132,Rohit Sharma,43,28,153.57,5,2,GT,Brabourne - CCI,06 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
133,Rohit Sharma,41,32,128.12,4,2,DC,Brabourne - CCI,27 March 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
134,Shikhar Dhawan,39,32,121.87,2,2,SRH,Wankhede Stadium,22 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
135,Shikhar Dhawan,88,59,149.15,9,2,CSK,Wankhede Stadium,25 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
136,Shreyas Iyer,54,33,163.63,5,2,DC,Brabourne - CCI,10 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
137,Dinesh Karthik,26,17,152.94,1,2,CSK,Maharashtra Cricket Association Stadium,04 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
138,Krunal Pandya,42,28,150.0,5,2,RCB,DY Patil Stadium,19 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
139,Rishabh Pant,27,14,192.85,2,2,KKR,Brabourne - CCI,10 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
140,Rishabh Pant,34,17,200.0,3,2,RCB,Wankhede Stadium,16 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
141,Rishabh Pant,44,24,183.33,4,2,RR,Wankhede Stadium,22 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
142,Rishabh Pant,13,4,325.0,0,2,RR,DY Patil Stadium,11 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
143,Rishabh Pant,39,36,108.33,3,2,LSG,DY Patil Stadium,07 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
144,Washington Sundar,40,14,285.71,5,2,RR,Maharashtra Cricket Association Stadium,29 March 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
145,Umesh Yadav,21,9,233.33,1,2,RR,Brabourne - CCI,18 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
146,Marcus Stoinis,27,17,158.82,1,2,RR,Brabourne - CCI,15 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
147,Glenn Maxwell,33,24,137.5,3,2,SRH,Wankhede Stadium,08 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
148,Glenn Maxwell,33,18,183.33,3,2,GT,Brabourne - CCI,30 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
149,Glenn Maxwell,40,18,222.22,5,2,GT,Wankhede Stadium,19 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
150,Glenn Maxwell,55,34,161.76,7,2,DC,Wankhede Stadium,16 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
151,Glenn Maxwell,26,11,236.36,2,2,CSK,DY Patil Stadium,12 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
152,Glenn Maxwell,24,13,184.61,1,2,RR,Narendra Modi Stadium,27 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
153,Ravichandran Ashwin,50,38,131.57,4,2,DC,DY Patil Stadium,11 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
154,Ravichandran Ashwin,28,23,121.73,0,2,LSG,Wankhede Stadium,10 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
155,Ravindra Jadeja,22,12,183.33,0,2,GT,Maharashtra Cricket Association Stadium,17 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
156,Prithvi Shaw,61,34,179.41,9,2,LSG,DY Patil Stadium,07 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
157,Prithvi Shaw,38,24,158.33,4,2,MI,Brabourne - CCI,27 March 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
158,Prithvi Shaw,51,29,175.86,7,2,KKR,Brabourne - CCI,10 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
159,Hardik Pandya,67,49,136.73,4,2,KKR,DY Patil Stadium,23 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
160,Mayank Agarwal,32,24,133.33,2,2,RCB,DY Patil Stadium,27 March 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
161,Mayank Agarwal,25,17,147.05,2,2,LSG,Maharashtra Cricket Association Stadium,29 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
162,Mayank Agarwal,52,32,162.5,6,2,MI,Maharashtra Cricket Association Stadium,13 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
163,MS Dhoni,21,8,262.5,1,2,DC,DY Patil Stadium,08 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
164,MS Dhoni,36,33,109.09,4,2,MI,Wankhede Stadium,12 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
165,Ambati Rayudu,46,31,148.38,4,2,GT,Maharashtra Cricket Association Stadium,17 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
166,Ambati Rayudu,27,20,135.0,2,2,LSG,Brabourne - CCI,31 March 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
167,Shubman Gill,52,36,144.44,6,2,MI,Brabourne - CCI,06 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
168,Kane Williamson,47,37,127.02,2,2,CSK,Maharashtra Cricket Association Stadium,01 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
169,Faf Du Plessis,96,64,150.0,11,2,LSG,DY Patil Stadium,19 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
170,Faf Du Plessis,73,50,146.0,8,2,SRH,Wankhede Stadium,08 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
171,Sam Billings,17,12,141.66,0,2,MI,Maharashtra Cricket Association Stadium,06 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
172,Shardul Thakur,17,9,188.88,0,2,RCB,Wankhede Stadium,16 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
173,Avesh Khan,12,4,300.0,0,2,GT,Maharashtra Cricket Association Stadium,10 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
174,Axar Patel,19,10,190.0,0,2,MI,Wankhede Stadium,21 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
175,Rahul Tewatia,40,21,190.47,4,2,SRH,Wankhede Stadium,27 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
176,Rahul Tewatia,43,25,172.0,5,2,RCB,Brabourne - CCI,30 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
177,Rahul Tewatia,40,24,166.66,5,2,LSG,Wankhede Stadium,28 March 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
178,Rahul Tewatia,13,3,433.33,0,2,PBKS,Brabourne - CCI,08 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
179,David Miller,30,21,142.85,1,2,LSG,Wankhede Stadium,28 March 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
180,David Miller,27,20,135.0,1,2,KKR,DY Patil Stadium,23 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
181,Nicholas Pooran,34,24,141.66,3,2,LSG,DY Patil Stadium,04 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
182,Nicholas Pooran,34,18,188.88,2,2,GT,DY Patil Stadium,11 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
183,Nitish Rana,54,36,150.0,6,2,SRH,Brabourne - CCI,15 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
184,Nitish Rana,48,37,129.72,3,2,RR,Wankhede Stadium,02 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
185,Robin Uthappa,28,21,133.33,2,2,KKR,Wankhede Stadium,26 March 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
186,Robin Uthappa,30,25,120.0,2,2,MI,DY Patil Stadium,21 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
187,Ishan Kishan,81,48,168.75,11,2,DC,Brabourne - CCI,27 March 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
188,Kieron Pollard,25,14,178.57,1,2,LSG,Brabourne - CCI,16 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
189,Quinton De Kock,46,37,124.32,4,2,PBKS,Maharashtra Cricket Association Stadium,29 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
190,Quinton De Kock,80,52,153.84,9,2,DC,DY Patil Stadium,07 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
191,Suryakumar Yadav,52,36,144.44,5,2,KKR,Maharashtra Cricket Association Stadium,06 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
192,Suryakumar Yadav,51,39,130.76,5,2,RR,DY Patil Stadium,30 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
193,Jos Buttler,89,56,158.92,12,2,GT,Eden Gardens,24 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
194,Liam Livingstone,19,10,190.0,0,2,RCB,DY Patil Stadium,27 March 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
195,Liam Livingstone,18,16,112.5,0,2,LSG,Maharashtra Cricket Association Stadium,29 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
196,Liam Livingstone,22,14,157.14,1,2,RR,Wankhede Stadium,07 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
197,Liam Livingstone,19,7,271.42,1,2,CSK,Wankhede Stadium,25 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
198,Mahipal Lomror,42,27,155.55,3,2,CSK,Maharashtra Cricket Association Stadium,04 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
199,Manan Vohra,19,11,172.72,1,2,RCB,Eden Gardens,25 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
200,Rahul Tripathi,58,37,156.75,6,2,RCB,Wankhede Stadium,08 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
201,Rahul Tripathi,39,15,260.0,5,2,CSK,DY Patil Stadium,09 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
202,Riyan Parag,19,12,158.33,1,2,KKR,Wankhede Stadium,02 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
203,Sanju Samson,38,19,200.0,3,2,KKR,Brabourne - CCI,18 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
204,Sanju Samson,23,21,109.52,1,2,RCB,Narendra Modi Stadium,27 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
205,Sanju Samson,16,7,228.57,0,2,MI,DY Patil Stadium,30 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
206,Devdutt Padikkal,37,29,127.58,2,2,RCB,Wankhede Stadium,05 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
207,Devdutt Padikkal,54,35,154.28,7,2,DC,Wankhede Stadium,22 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
208,Devdutt Padikkal,39,18,216.66,5,2,LSG,Brabourne - CCI,15 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
209,Devdutt Padikkal,41,29,141.37,4,2,SRH,Maharashtra Cricket Association Stadium,29 March 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
210,Devdutt Padikkal,28,20,140.0,2,2,GT,Eden Gardens,24 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
211,Devdutt Padikkal,48,30,160.0,6,2,DC,DY Patil Stadium,11 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
212,Moeen Ali,48,35,137.14,3,2,SRH,DY Patil Stadium,09 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
213,Moeen Ali,21,17,123.52,0,2,GT,Wankhede Stadium,15 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
214,Moeen Ali,35,22,159.09,4,2,LSG,Brabourne - CCI,31 March 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
215,Moeen Ali,34,27,125.92,2,2,RCB,Maharashtra Cricket Association Stadium,04 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
216,Shimron Hetmyer,26,13,200.0,2,2,KKR,Brabourne - CCI,18 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
217,Shimron Hetmyer,31,16,193.75,3,2,PBKS,Wankhede Stadium,07 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
218,Shimron Hetmyer,27,13,207.69,1,2,KKR,Wankhede Stadium,02 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
219,Shimron Hetmyer,42,31,135.48,4,2,RCB,Wankhede Stadium,05 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
220,Shivam Dube,32,19,168.42,2,2,DC,DY Patil Stadium,08 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
221,Shivam Dube,49,30,163.33,5,2,LSG,Brabourne - CCI,31 March 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
222,Abhishek Sharma,43,28,153.57,4,2,KKR,Maharashtra Cricket Association Stadium,14 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
223,Abhishek Sharma,43,32,134.37,5,2,PBKS,Wankhede Stadium,22 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
224,David Warner,61,45,135.55,6,2,KKR,Brabourne - CCI,10 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
225,David Warner,19,12,158.33,1,2,CSK,DY Patil Stadium,08 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
226,Deepak Hooda,59,39,151.28,5,2,RR,Brabourne - CCI,15 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
227,Deepak Hooda,55,41,134.14,6,2,GT,Wankhede Stadium,28 March 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
228,Deepak Hooda,34,28,121.42,1,2,PBKS,Maharashtra Cricket Association Stadium,29 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
229,Deepak Hooda,41,27,151.85,4,2,KKR,Maharashtra Cricket Association Stadium,07 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
230,Rashid Khan,19,6,316.66,1,2,RCB,Wankhede Stadium,19 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
231,Wriddhiman Saha,55,40,137.5,6,2,MI,Brabourne - CCI,06 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
232,Jason Holder,16,9,177.77,0,2,RCB,DY Patil Stadium,19 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
233,Jason Holder,13,4,325.0,0,2,KKR,Maharashtra Cricket Association Stadium,07 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
234,Aiden Markram,17,10,170.0,0,2,CSK,Maharashtra Cricket Association Stadium,01 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
235,Aiden Markram,57,41,139.02,5,2,RR,Maharashtra Cricket Association Stadium,29 March 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
236,Rovman Powell,35,21,166.66,3,2,LSG,Wankhede Stadium,01 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
237,Romario Shepherd,24,18,133.33,0,2,RR,Maharashtra Cricket Association Stadium,29 March 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
238,Romario Shepherd,26,15,173.33,2,2,PBKS,Wankhede Stadium,22 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
239,Bhanuka Rajapaksa,27,18,150.0,2,2,RR,Wankhede Stadium,07 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
240,Bhanuka Rajapaksa,42,32,131.25,2,2,CSK,Wankhede Stadium,25 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
241,Priyam Garg,42,26,161.53,4,2,MI,Wankhede Stadium,17 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
242,Yashasvi Jaiswal,21,13,161.53,1,2,RCB,Narendra Modi Stadium,27 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
243,Yashasvi Jaiswal,68,41,165.85,9,2,PBKS,Wankhede Stadium,07 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
244,Yashasvi Jaiswal,22,16,137.5,1,2,GT,Narendra Modi Stadium,29 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
245,Lalit Yadav,37,24,154.16,3,2,RR,Wankhede Stadium,22 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
246,Lalit Yadav,48,38,126.31,4,2,MI,Brabourne - CCI,27 March 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
247,Venkatesh Iyer,18,8,225.0,1,2,DC,Brabourne - CCI,10 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
248,Shahrukh Khan,26,28,92.85,1,2,SRH,DY Patil Stadium,17 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
249,Shahrukh Khan,24,20,120.0,1,2,RCB,DY Patil Stadium,27 March 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
250,Shahrukh Khan,15,6,250.0,0,2,MI,Maharashtra Cricket Association Stadium,13 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
251,Shahrukh Khan,15,8,187.5,0,2,GT,Brabourne - CCI,08 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
252,Rajat Patidar,48,38,126.31,4,2,SRH,Wankhede Stadium,08 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
253,Rajat Patidar,52,32,162.5,5,2,GT,Brabourne - CCI,30 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
254,Rajat Patidar,26,21,123.8,1,2,PBKS,Brabourne - CCI,13 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
255,Devon Conway,56,37,151.35,6,2,RCB,Maharashtra Cricket Association Stadium,04 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
256,Dushmantha Chameera,17,10,170.0,0,2,PBKS,Maharashtra Cricket Association Stadium,29 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
257,Tim David,16,7,228.57,0,2,CSK,Wankhede Stadium,12 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
258,Dewald Brevis,29,19,152.63,2,2,KKR,Maharashtra Cricket Association Stadium,06 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
259,Abhinav Manohar,43,28,153.57,4,2,RR,DY Patil Stadium,14 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
260,Ayush Badoni,19,9,211.11,0,2,CSK,Brabourne - CCI,31 March 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
261,Tilak Varma,38,27,140.74,3,2,KKR,Maharashtra Cricket Association Stadium,06 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
262,Tilak Varma,38,27,140.74,2,2,LSG,Wankhede Stadium,24 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
263,Tilak Varma,51,43,118.6,3,2,CSK,DY Patil Stadium,21 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
264,Tilak Varma,36,20,180.0,3,2,PBKS,Maharashtra Cricket Association Stadium,13 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
265,Tilak Varma,35,30,116.66,1,2,RR,DY Patil Stadium,30 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
266,Jitesh Sharma,44,34,129.41,3,2,DC,DY Patil Stadium,16 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
267,Jitesh Sharma,30,15,200.0,2,2,MI,Maharashtra Cricket Association Stadium,13 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
268,Jitesh Sharma,23,11,209.09,1,2,GT,Brabourne - CCI,08 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
269,Jitesh Sharma,38,18,211.11,4,2,RR,Wankhede Stadium,07 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
270,Virat Kohli,58,53,109.43,6,1,GT,Brabourne - CCI,30 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
271,Virat Kohli,20,14,142.85,2,1,PBKS,Brabourne - CCI,13 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
272,Virat Kohli,30,33,90.9,3,1,CSK,Maharashtra Cricket Association Stadium,04 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
273,Virat Kohli,7,8,87.5,0,1,RR,Narendra Modi Stadium,27 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
274,Aaron Finch,7,5,140.0,0,1,SRH,Brabourne - CCI,15 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
275,Rohit Sharma,26,15,173.33,4,1,RCB,Maharashtra Cricket Association Stadium,09 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
276,Rohit Sharma,39,31,125.8,5,1,LSG,Wankhede Stadium,24 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
277,Rohit Sharma,10,5,200.0,0,1,RR,DY Patil Stadium,02 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
278,Shikhar Dhawan,62,53,116.98,8,1,GT,DY Patil Stadium,03 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
279,Shikhar Dhawan,43,29,148.27,5,1,RCB,DY Patil Stadium,27 March 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
280,Shikhar Dhawan,21,15,140.0,2,1,RCB,Brabourne - CCI,13 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
281,Shikhar Dhawan,16,15,106.66,1,1,KKR,Wankhede Stadium,01 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
282,Shikhar Dhawan,33,24,137.5,4,1,CSK,Brabourne - CCI,03 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
283,Shreyas Iyer,34,32,106.25,3,1,RR,Wankhede Stadium,02 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
284,Shreyas Iyer,12,15,80.0,1,1,GT,DY Patil Stadium,23 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
285,Dinesh Karthik,13,8,162.5,0,1,LSG,DY Patil Stadium,19 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
286,Dinesh Karthik,7,2,350.0,0,1,MI,Maharashtra Cricket Association Stadium,09 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
287,Dinesh Karthik,44,23,191.3,7,1,RR,Wankhede Stadium,05 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
288,Dinesh Karthik,14,7,200.0,1,1,KKR,DY Patil Stadium,30 March 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
289,Dinesh Karthik,37,23,160.86,5,1,LSG,Eden Gardens,25 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
290,Kuldeep Yadav,16,8,200.0,1,1,LSG,Wankhede Stadium,01 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
291,Kuldeep Yadav,14,14,100.0,0,1,GT,Maharashtra Cricket Association Stadium,02 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
292,Manish Pandey,11,10,110.0,1,1,SRH,DY Patil Stadium,04 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
293,Manish Pandey,22,22,100.0,0,1,MI,Wankhede Stadium,24 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
294,Krunal Pandya,19,14,135.71,0,1,DC,DY Patil Stadium,07 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
295,Krunal Pandya,25,23,108.69,1,1,RR,Brabourne - CCI,15 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
296,Rishabh Pant,39,33,118.18,4,1,MI,Wankhede Stadium,21 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
297,Rishabh Pant,44,30,146.66,7,1,LSG,Wankhede Stadium,01 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
298,Rishabh Pant,7,3,233.33,0,1,PBKS,DY Patil Stadium,16 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
299,K L Rahul,68,50,136.0,6,1,SRH,DY Patil Stadium,04 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
300,K L Rahul,10,19,52.63,0,1,RR,Brabourne - CCI,15 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
301,K L Rahul,30,24,125.0,3,1,RCB,DY Patil Stadium,19 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
302,K L Rahul,24,25,96.0,1,1,DC,DY Patil Stadium,07 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
303,Washington Sundar,25,19,131.57,3,1,PBKS,Wankhede Stadium,22 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
304,Umesh Yadav,15,15,100.0,1,1,GT,DY Patil Stadium,23 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
305,Umesh Yadav,18,12,150.0,2,1,RCB,DY Patil Stadium,30 March 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
306,Marcus Stoinis,17,16,106.25,1,1,DC,Wankhede Stadium,01 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
307,Marcus Stoinis,24,15,160.0,2,1,RCB,DY Patil Stadium,19 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
308,Marcus Stoinis,10,9,111.11,0,1,MI,Brabourne - CCI,16 April 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
309,Marcus Stoinis,9,9,100.0,0,1,RCB,Eden Gardens,25 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
310,Glenn Maxwell,35,22,159.09,3,1,PBKS,Brabourne - CCI,13 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
311,Glenn Maxwell,9,10,90.0,0,1,LSG,Eden Gardens,25 May 2022,2022,Most Sixes Innings,Most Sixes Innings - 2022.csv
