POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year,Metric,Source_File
1,Kumar Sangakkara,94,56,167.85,13,1,MI,IS Bindra Stadium,25 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
2,Matthew Hayden,81,46,176.08,12,2,MI,Chidambaram,23 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
3,Sachin Tendulkar,65,46,141.3,12,0,PBKS,Wankhede Stadium,21 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
4,Andrew Symonds,117,53,220.75,11,7,RR,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
5,Shaun Marsh,115,69,166.66,11,7,RR,IS Bindra Stadium,28 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
6,Gautam Gambhir,80,49,163.26,11,1,CSK,Arun Jaitley Stadium,08 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
7,Sourav Ganguly,91,57,159.64,11,5,DEC,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
8,Gautam Gambhir,86,54,159.25,11,1,RCB,Arun Jaitley Stadium,30 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
9,Simon Katich,75,52,144.23,11,1,DC,IS Bindra Stadium,27 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
10,Shaun Marsh,84,62,135.48,11,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,01 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
11,Virender Sehwag,94,41,229.26,10,6,DEC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
12,Brendon McCullum,158,73,216.43,10,13,RCB,M. Chinnaswamy Stadium,18 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
13,James Hopes,71,33,215.15,10,3,CSK,IS Bindra Stadium,19 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
14,Rohit Sharma,76,42,180.95,10,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,01 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
15,Swapnil Asnodkar,60,34,176.47,10,1,KKR,Sawai Mansingh Stadium,01 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
16,Luke Pomersbach,79,50,158.0,10,3,MI,Wankhede Stadium,21 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
17,Niraj Patel,57,39,146.15,10,0,PBKS,IS Bindra Stadium,28 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
18,Salman Butt,73,54,135.18,10,1,CSK,Eden Gardens,18 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
19,Virender Sehwag,47,19,247.36,9,1,RCB,M. Chinnaswamy Stadium,19 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
20,Sanath Jayasuriya,114,48,237.5,9,11,CSK,Wankhede Stadium,14 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
21,Adam Gilchrist,109,47,231.91,9,10,MI,DY Patil Stadium,27 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
22,MS Dhoni,65,30,216.66,9,3,RCB,M. Chinnaswamy Stadium,28 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
23,Yusuf Pathan,68,37,183.78,9,2,DEC,Sawai Mansingh Stadium,09 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
24,Graeme Smith,91,51,178.43,9,4,CSK,Chidambaram,24 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
25,Graeme Smith,71,45,157.77,9,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
26,Shaun Marsh,74,51,145.09,9,2,RCB,IS Bindra Stadium,12 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
27,Rahul Dravid,66,51,129.41,9,1,PBKS,M. Chinnaswamy Stadium,05 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
28,Adam Gilchrist,61,49,124.48,9,1,RR,Sawai Mansingh Stadium,09 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
29,Michael Hussey,116,54,214.81,8,9,PBKS,IS Bindra Stadium,19 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
30,Graeme Smith,75,49,153.06,8,2,RCB,Sawai Mansingh Stadium,17 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
31,Shane Watson,61,41,148.78,8,2,RCB,M. Chinnaswamy Stadium,26 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
32,VVS Laxman,48,34,141.17,8,0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,01 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
33,Shikhar Dhawan,68,52,130.76,8,0,DEC,Arun Jaitley Stadium,15 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
34,Shikhar Dhawan,52,41,126.82,8,0,RR,Arun Jaitley Stadium,19 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
35,Dwayne Bravo,64,53,120.75,8,1,KKR,Eden Gardens,29 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
36,Graeme Smith,49,42,116.66,8,0,RCB,M. Chinnaswamy Stadium,26 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
37,Parthiv Patel,51,48,106.25,8,0,PBKS,Wankhede Stadium,31 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
38,Kumar Sangakkara,50,25,200.0,7,2,DEC,IS Bindra Stadium,23 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
39,Virender Sehwag,71,41,173.17,7,4,CSK,Chidambaram,02 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
40,Sanath Jayasuriya,70,42,166.66,7,5,DC,Arun Jaitley Stadium,24 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
41,Gautam Gambhir,79,48,164.58,7,3,DEC,Arun Jaitley Stadium,15 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
42,Subramaniam Badrinath,53,33,160.6,7,2,MI,Wankhede Stadium,14 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
43,Stephen Fleming,44,28,157.14,7,0,DC,Arun Jaitley Stadium,08 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
44,Adam Gilchrist,54,36,150.0,7,2,CSK,Chidambaram,06 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
45,Vidyut Sivaramakrishnan,54,37,145.94,7,1,DC,Chidambaram,02 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
46,James Hopes,51,35,145.71,7,1,RR,IS Bindra Stadium,28 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
47,Shaun Marsh,81,56,144.64,7,4,MI,Wankhede Stadium,21 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
48,Gautam Gambhir,40,28,142.85,7,0,PBKS,Arun Jaitley Stadium,17 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
49,Kumar Sangakkara,64,45,142.22,7,2,KKR,Eden Gardens,25 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
50,Gautam Gambhir,58,46,126.08,7,1,RR,Arun Jaitley Stadium,19 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
51,Shreevats Goswami,52,42,123.8,7,1,DC,M. Chinnaswamy Stadium,19 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
52,VVS Laxman,52,44,118.18,7,0,RCB,M. Chinnaswamy Stadium,03 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
53,Swapnil Asnodkar,50,44,113.63,7,1,RCB,Sawai Mansingh Stadium,17 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
54,Salman Butt,48,44,109.09,7,0,DC,Eden Gardens,13 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
55,Sanath Jayasuriya,48,17,282.35,6,3,KKR,Wankhede Stadium,16 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
56,Sanath Jayasuriya,36,15,240.0,6,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
57,Abhishek Nayar,45,20,225.0,6,1,CSK,Chidambaram,23 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
58,Ross Taylor,44,20,220.0,6,3,RR,M. Chinnaswamy Stadium,26 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
59,Sanath Jayasuriya,34,16,212.5,6,1,DC,DY Patil Stadium,04 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
60,Rahul Dravid,75,36,208.33,6,6,RR,Sawai Mansingh Stadium,17 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
61,Mahela Jayawardena,45,23,195.65,6,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,01 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
62,Suresh Raina,45,24,187.5,6,2,RR,Chidambaram,24 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
63,Swapnil Asnodkar,39,21,185.71,6,1,DC,Wankhede Stadium,30 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
64,Rohit Sharma,66,36,183.33,6,4,DC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
65,Albie Morkel,71,40,177.5,6,4,RR,Chidambaram,24 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
66,Vidyut Sivaramakrishnan,40,23,173.91,6,1,DC,Arun Jaitley Stadium,08 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
67,Yuvraj Singh,57,34,167.64,6,3,RR,Sawai Mansingh Stadium,21 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
68,Yusuf Pathan,55,33,166.66,6,2,KKR,Sawai Mansingh Stadium,01 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
69,Shane Watson,46,28,164.28,6,0,RCB,Sawai Mansingh Stadium,17 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
70,Sourav Ganguly,86,53,162.26,6,6,PBKS,Eden Gardens,25 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
71,Stephen Fleming,32,20,160.0,6,0,KKR,Eden Gardens,18 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
72,Matthew Hayden,70,49,142.85,6,3,KKR,Chidambaram,26 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
73,Herschelle Gibbs,47,34,138.23,6,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
74,Subramaniam Badrinath,64,47,136.17,6,3,PBKS,Chidambaram,10 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
75,Shikhar Dhawan,59,46,128.26,6,2,CSK,Arun Jaitley Stadium,08 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
76,Gautam Gambhir,39,31,125.8,6,0,RCB,M. Chinnaswamy Stadium,19 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
77,Jacques Kallis,31,25,124.0,6,0,DEC,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
78,MS Dhoni,43,35,122.85,6,1,MI,Wankhede Stadium,14 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
79,Jacques Kallis,54,44,122.72,6,1,DC,Arun Jaitley Stadium,30 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
80,Robin Uthappa,43,36,119.44,6,1,CSK,Chidambaram,23 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
81,Adam Gilchrist,50,42,119.04,6,1,PBKS,IS Bindra Stadium,23 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
82,Wasim Jaffer,44,37,118.91,6,0,DEC,M. Chinnaswamy Stadium,03 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
83,Manoj Tiwary,39,34,114.7,6,0,PBKS,IS Bindra Stadium,27 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
84,Yusuf Pathan,48,18,266.66,5,3,KKR,Eden Gardens,20 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
85,Robin Uthappa,46,23,200.0,5,2,DC,Arun Jaitley Stadium,24 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
86,Shane Watson,74,40,185.0,5,5,DC,Sawai Mansingh Stadium,11 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
87,Sanath Jayasuriya,29,16,181.25,5,1,RCB,Wankhede Stadium,20 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
88,Yusuf Pathan,21,12,175.0,5,0,RCB,M. Chinnaswamy Stadium,26 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
89,Wriddhiman Saha,27,16,168.75,5,1,CSK,Chidambaram,26 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
90,Kumar Sangakkara,54,33,163.63,5,2,CSK,IS Bindra Stadium,19 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
91,Shane Watson,76,49,155.1,5,5,PBKS,Sawai Mansingh Stadium,21 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
92,Suresh Raina,32,21,152.38,5,0,DEC,Chidambaram,06 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
93,Swapnil Asnodkar,41,27,151.85,5,2,CSK,Chidambaram,24 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
94,Wasim Jaffer,50,33,151.51,5,2,CSK,M. Chinnaswamy Stadium,28 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
95,Tillakaratne Dilshan,33,22,150.0,5,1,RR,Wankhede Stadium,30 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
96,Debabrata Das,29,20,145.0,5,1,MI,Eden Gardens,29 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
97,Ravindra Jadeja,36,25,144.0,5,1,PBKS,Sawai Mansingh Stadium,21 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
98,Adam Gilchrist,24,17,141.17,5,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
99,Rohit Sharma,57,42,135.71,5,3,RCB,M. Chinnaswamy Stadium,03 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
100,Gautam Gambhir,50,37,135.13,5,1,CSK,Chidambaram,02 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
101,Parthiv Patel,54,40,135.0,5,2,RR,Chidambaram,24 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
102,Kumar Sangakkara,28,21,133.33,5,0,KKR,IS Bindra Stadium,03 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
103,Tillakaratne Dilshan,25,19,131.57,5,0,KKR,Eden Gardens,13 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
104,Jagadeesh Arunkumar,22,17,129.41,5,0,KKR,Eden Gardens,08 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
105,Robin Uthappa,48,38,126.31,5,1,RCB,Wankhede Stadium,20 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
106,Salman Butt,24,19,126.31,5,0,PBKS,Eden Gardens,25 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
107,Suresh Raina,54,43,125.58,5,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,27 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
108,Shaun Marsh,40,32,125.0,5,1,KKR,IS Bindra Stadium,03 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
109,Mark Boucher,50,40,125.0,5,1,KKR,Eden Gardens,08 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
110,Manoj Tiwary,36,29,124.13,5,0,MI,Arun Jaitley Stadium,24 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
111,Rahul Dravid,47,39,120.51,5,0,CSK,Chidambaram,21 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
112,Salman Butt,24,20,120.0,5,0,RR,Eden Gardens,20 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
113,Graeme Smith,25,21,119.04,5,0,DC,Wankhede Stadium,30 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
114,Parthiv Patel,38,33,115.15,5,0,RR,DY Patil Stadium,01 June 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
115,Swapnil Asnodkar,32,30,106.66,5,0,CSK,Sawai Mansingh Stadium,04 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
116,Robin Uthappa,37,37,100.0,5,0,KKR,Eden Gardens,29 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
117,Virat Kohli,34,36,94.44,5,0,PBKS,M. Chinnaswamy Stadium,05 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
118,Piyush Chawla,24,11,218.18,4,0,RR,Sawai Mansingh Stadium,21 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
119,Yusuf Pathan,61,28,217.85,4,6,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
120,Mark Boucher,39,19,205.26,4,2,MI,Wankhede Stadium,20 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
121,David Hussey,57,29,196.55,4,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
122,Kamran Akmal,53,28,189.28,4,3,CSK,Chidambaram,24 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
123,MS Dhoni,30,16,187.5,4,1,MI,Chidambaram,23 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
124,Laxmi Ratan Shukla,40,22,181.81,4,2,MI,Eden Gardens,29 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
125,Sanath Jayasuriya,20,11,181.81,4,0,CSK,Chidambaram,23 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
126,Shane Watson,52,29,179.31,4,3,DC,Wankhede Stadium,30 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
127,Dinesh Karthik,56,32,175.0,4,3,MI,Arun Jaitley Stadium,24 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
128,Venugopal Rao,71,42,169.04,4,6,KKR,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
129,Robin Uthappa,34,21,161.9,4,1,RR,DY Patil Stadium,07 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
130,Suresh Raina,55,34,161.76,4,4,PBKS,Wankhede Stadium,31 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
131,Shane Watson,32,20,160.0,4,1,MI,DY Patil Stadium,07 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
132,David Hussey,71,46,154.34,4,4,PBKS,IS Bindra Stadium,03 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
133,MF Maharoof,20,13,153.84,4,0,MI,Arun Jaitley Stadium,24 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
134,Suresh Raina,26,17,152.94,4,0,PBKS,Chidambaram,10 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
135,Shikhar Dhawan,50,33,151.51,4,3,RCB,Arun Jaitley Stadium,30 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
136,Venugopal Rao,57,38,150.0,4,3,MI,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
137,James Hopes,18,12,150.0,4,0,KKR,IS Bindra Stadium,03 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
138,MS Dhoni,37,25,148.0,4,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,27 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
139,Matthew Hayden,25,17,147.05,4,1,PBKS,IS Bindra Stadium,19 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
140,Sanath Jayasuriya,54,37,145.94,4,4,RCB,M. Chinnaswamy Stadium,28 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
141,Dwaraka Ravi Teja,40,28,142.85,4,1,CSK,Rajiv Gandhi Intl. Cricket Stadium,27 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
142,VVS Laxman,37,26,142.3,4,1,MI,DY Patil Stadium,27 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
143,Shane Watson,21,15,140.0,4,0,DC,Arun Jaitley Stadium,19 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
144,Swapnil Asnodkar,28,20,140.0,4,0,CSK,DY Patil Stadium,01 June 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
145,Gautam Gambhir,31,23,134.78,4,0,RR,Sawai Mansingh Stadium,11 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
146,Ramesh Powar,28,21,133.33,4,1,CSK,Wankhede Stadium,31 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
147,Sourav Ganguly,51,39,130.76,4,2,RR,Sawai Mansingh Stadium,01 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
148,Dinesh Salunkhe,26,20,130.0,4,0,DC,Arun Jaitley Stadium,19 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
149,Albie Morkel,42,33,127.27,4,1,RR,Sawai Mansingh Stadium,04 May 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
150,Laxmi Ratan Shukla,42,33,127.27,4,1,CSK,Chidambaram,26 April 2008,2008,Most Fours Innings,Most Fours Innings - 2008.csv
1,Graeme Smith,77,44,175.0,12,1,PBKS,Kingsmead,05 May 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
2,Brendon McCullum,81,48,168.75,11,3,CSK,Supersport Park,18 May 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
3,Adam Gilchrist,85,35,242.85,10,5,DC,Supersport Park,22 May 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
4,Suresh Raina,98,55,178.18,10,5,RR,Supersport Park,30 April 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
5,Brad Hodge,70,43,162.79,10,1,PBKS,St George's Park,03 May 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
6,Manish Pandey,114,73,156.16,10,4,DEC,Supersport Park,21 May 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
7,Brendon McCullum,84,64,131.25,10,2,RCB,Supersport Park,12 May 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
8,Matthew Hayden,65,35,185.71,9,2,RCB,St George's Park,20 April 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
9,Subramaniam Badrinath,59,41,143.9,9,1,RR,De Beers Diamond Oval,09 May 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
10,Robin Uthappa,66,42,157.14,8,2,MI,New Wanderers Stadium,03 May 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
11,Matthew Hayden,89,58,153.44,8,6,PBKS,Supersport Park,07 May 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
12,Matthew Hayden,49,35,140.0,8,0,DEC,Kingsmead,27 April 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
13,Rahul Dravid,66,48,137.5,8,1,RR,Newlands,18 April 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
14,Sachin Tendulkar,46,41,112.19,8,0,DC,Supersport Park,21 May 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
15,Ross Taylor,81,33,245.45,7,5,KKR,Supersport Park,12 May 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
16,MS Dhoni,56,27,207.4,7,2,PBKS,Supersport Park,07 May 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
17,Virat Kohli,50,32,156.25,7,0,DEC,Newlands,22 April 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
18,Manish Pandey,48,35,137.14,7,0,CSK,New Wanderers Stadium,23 May 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
19,Parthiv Patel,36,27,133.33,7,0,RCB,New Wanderers Stadium,23 May 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
20,Mahela Jayawardena,52,41,126.82,7,0,KKR,St George's Park,03 May 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
21,Sachin Tendulkar,59,49,120.4,7,0,CSK,Newlands,18 April 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
22,Dwayne Bravo,70,59,118.64,7,3,PBKS,Supersport Park,12 May 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
23,Kumar Sangakkara,60,51,117.64,7,1,RR,Newlands,26 April 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
24,JP Duminy,52,48,108.33,7,0,DEC,Supersport Park,06 May 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
25,Yusuf Pathan,42,21,200.0,6,2,KKR,Newlands,23 April 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
26,Adam Gilchrist,71,45,157.77,6,5,RCB,Newlands,22 April 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
27,MS Dhoni,58,37,156.75,6,1,DEC,Buffalo Park,04 May 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
28,Jesse Ryder,32,21,152.38,6,0,PBKS,Kingsmead,24 April 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
29,Sachin Tendulkar,68,45,151.11,6,4,KKR,St George's Park,27 April 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
30,Herschelle Gibbs,58,44,131.81,6,2,MI,Kingsmead,25 April 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
31,Matthew Hayden,44,35,125.71,6,1,MI,Newlands,18 April 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
32,Herschelle Gibbs,69,56,123.21,6,2,CSK,Kingsmead,27 April 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
33,Lee Carseldine,39,32,121.87,6,0,DEC,St George's Park,02 May 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
34,Sanath Jayasuriya,52,43,120.93,6,1,RCB,New Wanderers Stadium,03 May 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
35,Swapnil Asnodkar,44,39,112.82,6,1,DEC,De Beers Diamond Oval,11 May 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
36,Rahul Dravid,44,39,112.82,6,0,CSK,New Wanderers Stadium,23 May 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
37,Chris Gayle,40,37,108.1,6,0,RCB,Kingsmead,29 April 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
38,Shreevats Goswami,43,46,93.47,6,0,KKR,Kingsmead,29 April 2009,2009,Most Fours Innings,Most Fours Innings - 2009.csv
