POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year,Metric,Source_File
43,Jesse Ryder,86,58,148.27,7,4,DC,Arun Jaitley Stadium,21 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
44,Chris Gayle,86,58,148.27,7,6,KKR,Eden Gardens,28 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
45,Manish Pandey,80,56,142.85,7,3,DC,Maharashtra Cricket Association's International Stadium,24 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
46,Dinesh Karthik,40,28,142.85,7,0,DC,Arun Jaitley Stadium,27 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
47,Jacques Kallis,69,49,140.81,7,1,CSK,Chidambaram,27 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
48,Rahul Dravid,57,43,132.55,7,0,DC,Sawai Mansingh Stadium,01 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
49,Michael Clarke,41,31,132.25,7,0,DEC,Barabati Stadium,01 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
50,Jacques Kallis,79,60,131.66,7,3,MI,Eden Gardens,12 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
51,Ajinkya Rahane,42,32,131.25,7,0,DC,Sawai Mansingh Stadium,01 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
52,Jesse Ryder,73,56,130.35,7,1,CSK,Maharashtra Cricket Association's International Stadium,14 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
53,Ajinkya Rahane,61,47,129.78,7,0,PWI,Sawai Mansingh Stadium,13 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
54,Brendon McCullum,56,44,127.27,7,0,DC,Arun Jaitley Stadium,07 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
55,Manoj Tiwary,59,49,120.4,7,0,RR,Sawai Mansingh Stadium,08 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
56,Shaun Marsh,64,54,118.51,7,1,PWI,IS Bindra Stadium,12 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
57,Herschelle Gibbs,66,58,113.79,7,2,KKR,Eden Gardens,12 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
58,MS Dhoni,51,20,255.0,6,2,MI,M. Chinnaswamy Stadium,23 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
59,Brad Hodge,48,21,228.57,6,2,DEC,Sawai Mansingh Stadium,17 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
60,Mayank Agarwal,64,30,213.33,6,4,MI,M. Chinnaswamy Stadium,14 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
61,Kieron Pollard,64,33,193.93,6,4,RR,Wankhede Stadium,11 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
62,Kevin Pietersen,50,26,192.3,6,3,MI,Arun Jaitley Stadium,27 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
63,Shane Watson,58,31,187.09,6,4,PWI,Sawai Mansingh Stadium,13 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
64,Cameron White,78,46,169.56,6,5,PWI,Maharashtra Cricket Association's International Stadium,26 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
65,Chris Gayle,71,42,169.04,6,4,PBKS,M. Chinnaswamy Stadium,02 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
66,Kevin Pietersen,103,64,160.93,6,9,DEC,Arun Jaitley Stadium,19 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
67,James Franklin,79,51,154.9,6,4,PBKS,Wankhede Stadium,22 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
68,AB de Villiers,64,42,152.38,6,2,DC,M. Chinnaswamy Stadium,07 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
69,Ambati Rayudu,81,54,150.0,6,4,RCB,M. Chinnaswamy Stadium,14 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
70,Gautam Gambhir,62,43,144.18,6,3,CSK,Eden Gardens,14 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
71,Mandeep Singh,43,30,143.33,6,1,RCB,M. Chinnaswamy Stadium,02 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
72,Richard Levi,50,35,142.85,6,3,CSK,Chidambaram,04 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
73,Faf du Plessis,73,52,140.38,6,2,RR,Chidambaram,21 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
74,AB de Villiers,52,39,133.33,6,0,PBKS,IS Bindra Stadium,20 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
75,Rohit Sharma,60,46,130.43,6,2,CSK,Wankhede Stadium,06 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
76,Mahela Jayawardena,40,33,121.21,6,0,KKR,Maharashtra Cricket Association's International Stadium,22 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
77,Gautam Gambhir,63,52,121.15,6,1,CSK,Chidambaram,30 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
78,Subramaniam Badrinath,47,39,120.51,6,1,MI,M. Chinnaswamy Stadium,23 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
79,Tillakaratne Dilshan,53,44,120.45,6,1,PWI,Maharashtra Cricket Association's International Stadium,11 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
80,Sachin Tendulkar,58,51,113.72,6,0,RR,Sawai Mansingh Stadium,20 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
81,Robin Uthappa,60,58,103.44,6,0,DC,Maharashtra Cricket Association's International Stadium,24 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
82,AB de Villiers,47,17,276.47,5,3,DEC,M. Chinnaswamy Stadium,06 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
83,Owais Shah,60,26,230.76,5,5,RCB,M. Chinnaswamy Stadium,15 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
84,Owais Shah,76,42,180.95,5,5,MI,Wankhede Stadium,11 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
85,Virender Sehwag,57,32,178.12,5,4,PWI,Arun Jaitley Stadium,21 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
86,Mandeep Singh,21,12,175.0,5,0,DC,Arun Jaitley Stadium,15 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
87,Dinesh Karthik,35,20,175.0,5,0,PBKS,Wankhede Stadium,22 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
88,Mayank Agarwal,45,26,173.07,5,3,CSK,Chidambaram,12 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
89,Dwayne Smith,38,22,172.72,5,2,CSK,M. Chinnaswamy Stadium,23 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
90,Shaun Marsh,68,40,170.0,5,3,MI,Wankhede Stadium,22 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
91,Kieron Pollard,52,31,167.74,5,3,RCB,M. Chinnaswamy Stadium,14 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
92,Parthiv Patel,45,27,166.66,5,1,DC,Arun Jaitley Stadium,19 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
93,Robin Uthappa,38,23,165.21,5,1,RCB,Maharashtra Cricket Association's International Stadium,11 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
94,Ambati Rayudu,62,39,158.97,5,3,DC,Arun Jaitley Stadium,27 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
95,Faf du Plessis,71,46,154.34,5,4,RCB,Chidambaram,12 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
96,Shikhar Dhawan,44,29,151.72,5,1,DC,Arun Jaitley Stadium,19 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
97,Harbhajan Singh,33,22,150.0,5,1,DC,Wankhede Stadium,16 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
98,Murali Vijay,36,25,144.0,5,1,KKR,Eden Gardens,14 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
99,Ajinkya Rahane,44,31,141.93,5,1,DEC,Sawai Mansingh Stadium,17 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
100,Mandeep Singh,28,20,140.0,5,0,DEC,IS Bindra Stadium,13 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
101,Chris Gayle,82,59,138.98,5,6,MI,Wankhede Stadium,09 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
102,Nitin Saini,50,36,138.88,5,0,RCB,M. Chinnaswamy Stadium,02 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
103,Kumar Sangakkara,44,32,137.5,5,1,RR,Sawai Mansingh Stadium,17 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
104,Mandeep Singh,34,25,136.0,5,0,RR,Sawai Mansingh Stadium,06 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
105,Suresh Raina,23,17,135.29,5,0,RR,Sawai Mansingh Stadium,10 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
106,Faf du Plessis,43,33,130.3,5,2,PWI,Maharashtra Cricket Association's International Stadium,14 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
107,Shaun Marsh,34,27,125.92,5,1,RR,IS Bindra Stadium,05 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
108,Virat Kohli,57,46,123.91,5,2,CSK,Chidambaram,12 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
109,Mithun Manhas,42,34,123.52,5,0,MI,Maharashtra Cricket Association's International Stadium,03 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
110,Nitin Saini,30,25,120.0,5,0,MI,Wankhede Stadium,22 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
111,Murali Vijay,48,40,120.0,5,1,DC,Chidambaram,12 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
112,Steve Smith,37,31,119.35,5,0,RR,Sawai Mansingh Stadium,13 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
113,Michael Hussey,38,32,118.75,5,1,DC,Chidambaram,12 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
114,Siddharth Chitnis,38,32,118.75,5,1,DC,HPCA Stadium,19 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
115,Sourav Ganguly,41,35,117.14,5,1,DC,Arun Jaitley Stadium,21 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
116,Mandeep Singh,24,21,114.28,5,0,CSK,HPCA Stadium,17 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
117,David Hussey,40,35,114.28,5,1,DC,Arun Jaitley Stadium,15 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
118,Sourav Ganguly,45,40,112.5,5,1,DEC,Barabati Stadium,01 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
119,Mandeep Singh,56,50,112.0,5,1,CSK,Chidambaram,28 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
120,Aaron Finch,30,27,111.11,5,0,KKR,Eden Gardens,05 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
121,Rahul Dravid,39,36,108.33,5,0,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
122,Rohit Sharma,29,27,107.4,5,0,DC,Wankhede Stadium,16 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
123,Rahul Dravid,40,38,105.26,5,0,DC,Arun Jaitley Stadium,29 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
124,Rahul Dravid,28,27,103.7,5,0,KKR,Eden Gardens,13 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
125,Brendon McCullum,42,43,97.67,5,1,PWI,Eden Gardens,05 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
126,Brendon McCullum,41,43,95.34,5,0,PWI,Maharashtra Cricket Association's International Stadium,19 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
127,Steve Smith,34,13,261.53,4,2,DC,Arun Jaitley Stadium,21 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
128,Gurkeerat Mann Singh,29,12,241.66,4,1,DEC,IS Bindra Stadium,13 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
129,Gurkeerat Mann Singh,26,11,236.36,4,1,DC,HPCA Stadium,19 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
130,Shane Watson,36,17,211.76,4,2,PBKS,IS Bindra Stadium,05 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
131,Steve Smith,44,22,200.0,4,3,CSK,Maharashtra Cricket Association's International Stadium,14 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
132,David Hussey,65,35,185.71,4,5,DEC,IS Bindra Stadium,13 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
133,Gautam Gambhir,36,21,171.42,4,1,DC,Arun Jaitley Stadium,07 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
134,David Hussey,68,40,170.0,4,4,MI,IS Bindra Stadium,25 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
135,Gautam Gambhir,22,13,169.23,4,0,PBKS,Eden Gardens,15 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
136,Ravindra Jadeja,44,26,169.23,4,2,PWI,Maharashtra Cricket Association's International Stadium,14 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
137,Chris Gayle,81,48,168.75,4,8,PWI,M. Chinnaswamy Stadium,17 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
138,Cameron White,74,45,164.44,4,4,PWI,Barabati Stadium,01 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
139,Irfan Pathan,36,22,163.63,4,1,KKR,Arun Jaitley Stadium,07 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
140,Andrew McDonald,30,19,157.89,4,2,DC,M. Chinnaswamy Stadium,07 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
141,Virender Sehwag,33,21,157.14,4,1,CSK,Arun Jaitley Stadium,10 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
142,Gautam Gambhir,56,36,155.55,4,2,PWI,Eden Gardens,05 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
143,Jesse Ryder,34,22,154.54,4,1,RCB,M. Chinnaswamy Stadium,17 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
144,Venugopal Rao,36,24,150.0,4,1,RCB,Arun Jaitley Stadium,17 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
145,Rohit Sharma,73,50,146.0,4,5,DEC,ACA-VDCA Stadium,09 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
146,Shaun Marsh,32,22,145.45,4,1,CSK,Chidambaram,28 April 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
147,Mahela Jayawardena,55,38,144.73,4,2,CSK,Chidambaram,25 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
148,Michael Hussey,56,39,143.58,4,4,KKR,Eden Gardens,14 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
149,Shikhar Dhawan,71,50,142.0,4,3,PBKS,IS Bindra Stadium,13 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
150,Murali Vijay,41,29,141.37,4,3,MI,Wankhede Stadium,06 May 2012,2012,Most Fours Innings,Most Fours Innings - 2012.csv
1,Dinesh Karthik,86,48,179.16,14,2,DC,Wankhede Stadium,09 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
2,Manvinder Bisla,92,61,150.81,14,2,CSK,Chidambaram,28 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
3,Chris Gayle,175,66,265.15,13,17,PWI,M. Chinnaswamy Stadium,23 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
4,Shane Watson,98,53,184.9,13,4,SRH,Sawai Mansingh Stadium,27 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
5,Michael Hussey,88,51,172.54,13,1,RR,Chidambaram,22 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
6,Virender Sehwag,95,57,166.66,13,2,MI,Arun Jaitley Stadium,21 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
7,Virat Kohli,93,47,197.87,11,4,SRH,M. Chinnaswamy Stadium,09 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
8,Suresh Raina,99,52,190.38,11,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,08 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
9,Michael Hussey,95,59,161.01,11,2,KKR,Chidambaram,28 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
10,Michael Hussey,86,54,159.25,11,2,PBKS,IS Bindra Stadium,10 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
11,Chris Gayle,92,58,158.62,11,5,MI,M. Chinnaswamy Stadium,04 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
12,Shaun Marsh,63,47,134.04,11,0,MI,HPCA Stadium,18 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
13,Virat Kohli,99,58,170.68,10,4,DC,Arun Jaitley Stadium,10 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
14,Adam Gilchrist,85,54,157.4,10,3,RCB,M. Chinnaswamy Stadium,14 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
15,Aaron Finch,67,45,148.88,10,2,CSK,Chidambaram,15 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
16,Michael Hussey,86,58,148.27,10,2,MI,Arun Jaitley Stadium,21 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
17,Shikhar Dhawan,63,45,140.0,10,0,CSK,Chidambaram,25 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
18,Ben Rohrer,64,40,160.0,9,1,RR,Sawai Mansingh Stadium,07 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
19,Gautam Gambhir,60,39,153.84,9,0,PBKS,IS Bindra Stadium,16 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
20,Rahul Dravid,58,40,145.0,9,1,PWI,Sawai Mansingh Stadium,05 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
21,David Warner,77,56,137.5,9,1,RR,Arun Jaitley Stadium,06 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
22,Shikhar Dhawan,73,55,132.72,9,1,MI,Rajiv Gandhi Intl. Cricket Stadium,01 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
23,David Miller,101,38,265.78,8,7,RCB,IS Bindra Stadium,06 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
24,AB de Villiers,64,32,200.0,8,1,CSK,Chidambaram,13 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
25,Azhar Mahmood,80,44,181.81,8,4,MI,HPCA Stadium,18 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
26,Sachin Tendulkar,48,28,171.42,8,0,KKR,Wankhede Stadium,07 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
27,Yusuf Pathan,72,44,163.63,8,2,PWI,JSCA Stadium,15 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
28,Aditya Tare,59,37,159.45,8,1,RR,Wankhede Stadium,15 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
29,Aaron Finch,64,42,152.38,8,2,PBKS,IS Bindra Stadium,21 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
30,Azhar Mahmood,61,41,148.78,8,1,RCB,M. Chinnaswamy Stadium,14 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
31,Darren Sammy,60,41,146.34,8,1,RR,Sawai Mansingh Stadium,27 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
32,Shaun Marsh,73,51,143.13,8,2,CSK,Chidambaram,02 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
33,Manish Pandey,66,47,140.42,8,1,KKR,JSCA Stadium,15 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
34,Mahela Jayawardena,59,43,137.2,8,1,MI,Arun Jaitley Stadium,21 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
35,Robin Uthappa,54,41,131.7,8,1,RR,Sawai Mansingh Stadium,05 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
36,Mahela Jayawardena,66,52,126.92,8,1,KKR,Eden Gardens,03 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
37,Ajinkya Rahane,68,54,125.92,8,1,MI,Sawai Mansingh Stadium,17 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
38,Rahul Dravid,54,48,112.5,8,0,PWI,Maharashtra Cricket Association's International Stadium,11 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
39,Cheteshwar Pujara,51,48,106.25,8,0,PBKS,IS Bindra Stadium,06 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
40,Luke Wright,44,23,191.3,7,1,DC,Maharashtra Cricket Association's International Stadium,19 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
41,Suresh Raina,100,53,188.67,7,6,PBKS,Chidambaram,02 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
42,Kieron Pollard,60,32,187.5,7,3,CSK,Eden Gardens,26 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
43,MS Dhoni,67,37,181.08,7,4,SRH,Chidambaram,25 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
44,Shane Watson,32,19,168.42,7,0,PBKS,Sawai Mansingh Stadium,14 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
45,Sanju Samson,63,41,153.65,7,2,RCB,Sawai Mansingh Stadium,29 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
46,Manan Vohra,43,28,153.57,7,0,PWI,Maharashtra Cricket Association's International Stadium,07 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
47,Sachin Tendulkar,44,29,151.72,7,1,PWI,Wankhede Stadium,13 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
48,Brad Hodge,46,31,148.38,7,0,KKR,Sawai Mansingh Stadium,08 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
49,Brad Hodge,39,27,144.44,7,0,MI,Wankhede Stadium,15 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
50,Aaron Finch,45,32,140.62,7,0,RR,Sawai Mansingh Stadium,05 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
51,Mandeep Singh,77,58,132.75,7,0,PWI,IS Bindra Stadium,21 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
52,Virat Kohli,65,50,130.0,7,1,DC,M. Chinnaswamy Stadium,16 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
53,Gautam Gambhir,59,46,128.26,7,1,RCB,M. Chinnaswamy Stadium,11 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
54,Parthiv Patel,47,37,127.02,7,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,19 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
55,Rahul Dravid,43,37,116.21,7,0,MI,Eden Gardens,24 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
56,Rahul Dravid,53,48,110.41,7,0,DC,Sawai Mansingh Stadium,07 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
57,Shaun Marsh,45,44,102.27,7,0,DC,HPCA Stadium,16 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
58,Dwayne Smith,47,53,88.67,7,0,KKR,Wankhede Stadium,07 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
59,Luke Wright,34,10,340.0,6,1,PBKS,IS Bindra Stadium,21 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
60,Dwayne Smith,68,28,242.85,6,5,CSK,Arun Jaitley Stadium,21 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
61,AB de Villiers,50,23,217.39,6,2,PWI,Maharashtra Cricket Association's International Stadium,02 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
62,Chris Gayle,34,16,212.5,6,1,RR,Sawai Mansingh Stadium,29 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
63,Shane Watson,70,34,205.88,6,6,CSK,Sawai Mansingh Stadium,12 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
64,Rohit Sharma,79,39,202.56,6,6,PBKS,Wankhede Stadium,29 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
65,Virat Kohli,56,29,193.1,6,4,CSK,M. Chinnaswamy Stadium,18 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
66,Chris Gayle,61,33,184.84,6,3,PBKS,IS Bindra Stadium,06 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
67,Shane Watson,101,61,165.57,6,6,CSK,Chidambaram,22 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
68,David Warner,66,42,157.14,6,3,KKR,Shaheed Veer Narayan Singh International Cricket Stadium,01 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
69,Jacques Kallis,41,27,151.85,6,0,SRH,Eden Gardens,14 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
70,Parthiv Patel,44,30,146.66,6,1,CSK,Rajiv Gandhi Intl. Cricket Stadium,08 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
71,Shikhar Dhawan,59,41,143.9,6,2,MI,Wankhede Stadium,13 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
72,Dwayne Smith,62,44,140.9,6,2,RR,Eden Gardens,24 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
73,Ajinkya Rahane,67,48,139.58,6,2,PWI,Sawai Mansingh Stadium,05 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
74,Mandeep Singh,41,30,136.66,6,0,KKR,IS Bindra Stadium,16 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
75,Virender Sehwag,30,22,136.36,6,0,PBKS,HPCA Stadium,16 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
76,Virat Kohli,57,43,132.55,6,2,PBKS,M. Chinnaswamy Stadium,14 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
77,Steve Smith,41,31,132.25,6,0,RCB,M. Chinnaswamy Stadium,23 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
78,Adam Gilchrist,42,32,131.25,6,0,RR,IS Bindra Stadium,09 May 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
79,Michael Hussey,65,50,130.0,6,2,DC,Arun Jaitley Stadium,18 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
80,Rahul Dravid,65,51,127.45,6,2,DC,Arun Jaitley Stadium,06 April 2013,2013,Most Fours Innings,Most Fours Innings - 2013.csv
