Unnamed: 0,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date,Year,Metric,Source_File
1715,Hardik Pandya,4.0,20,3,14,5.0,8.0,CSK,Wankhede Stadium,03 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1716,Harbhajan Singh,4.0,20,3,13,5.0,8.0,RCB,Chidambaram,23 March 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1717,Jasprit Bumrah,4.0,20,3,14,5.0,8.0,RCB,M. Chinnaswamy Stadium,28 March 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1718,Ravindra Jadeja,4.0,20,2,9,5.0,12.0,RR,Sawai Mansingh Stadium,11 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1719,Varun Aaron,4.0,20,2,17,5.0,12.0,KKR,Eden Gardens,25 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1720,Imran Tahir,4.0,20,2,13,5.0,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1721,Mohammad Shami,3.0,15,1,9,5.0,18.0,KKR,IS Bindra Stadium,03 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1722,Rashid Khan,4.0,20,1,9,5.0,24.0,PBKS,IS Bindra Stadium,08 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1723,Ravichandran Ashwin,4.0,20,1,6,5.0,24.0,RR,Sawai Mansingh Stadium,25 March 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1724,Ravindra Jadeja,2.0,10,1,6,5.0,12.0,MI,Wankhede Stadium,03 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1725,Trent Boult,4.0,20,1,11,5.0,24.0,CSK,ACA-VDCA Stadium,10 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1726,Deepak Chahar,4.0,20,1,12,5.0,24.0,DC,Arun Jaitley Stadium,26 March 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1727,Imran Tahir,4.0,20,0,7,5.0,0.0,PBKS,Chidambaram,06 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1728,Kagiso Rabada,4.0,21,4,9,5.25,6.0,RCB,M. Chinnaswamy Stadium,07 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1729,Rashid Khan,4.0,21,3,12,5.25,8.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1730,Mohammad Shami,4.0,21,3,13,5.25,8.0,MI,Wankhede Stadium,10 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1731,Shreyas Gopal,4.0,21,2,8,5.25,12.0,MI,Sawai Mansingh Stadium,20 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1732,Mohammad Nabi,4.0,21,2,7,5.25,12.0,DC,Arun Jaitley Stadium,04 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1733,Rahul Chahar,4.0,21,2,13,5.25,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1734,Sandeep Sharma,4.0,21,2,9,5.25,12.0,PBKS,IS Bindra Stadium,08 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1735,Shreyas Gopal,4.0,21,2,13,5.25,12.0,DC,Arun Jaitley Stadium,04 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1736,Imran Tahir,4.0,21,2,15,5.25,12.0,KKR,Chidambaram,09 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1737,Amit Mishra,4.0,21,1,9,5.25,24.0,CSK,ACA-VDCA Stadium,10 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1738,Jasprit Bumrah,4.0,21,1,8,5.25,24.0,RR,Sawai Mansingh Stadium,20 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1739,Ishant Sharma,4.0,21,1,14,5.25,24.0,KKR,Eden Gardens,12 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1740,Mohammad Shami,4.0,21,1,11,5.25,24.0,DC,Arun Jaitley Stadium,20 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1741,Krunal Pandya,4.0,21,1,13,5.25,24.0,CSK,Chidambaram,07 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1742,Rahul Chahar,4.0,21,0,7,5.25,0.0,CSK,Chidambaram,26 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1743,Shreyas Gopal,4.0,21,0,10,5.25,0.0,MI,Wankhede Stadium,13 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1744,Bhuvneshwar Kumar,4.0,21,0,12,5.25,0.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1745,Ankit Rajpoot,4.0,21,0,10,5.25,0.0,SRH,IS Bindra Stadium,08 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1746,Rashid Khan,4.0,21,0,11,5.25,0.0,MI,Wankhede Stadium,02 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1747,Rahul Chahar,4.0,21,0,10,5.25,0.0,SRH,Wankhede Stadium,02 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1748,Jasprit Bumrah,3.0,16,1,9,5.33,18.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1749,Siddarth Kaul,3.0,16,0,11,5.33,0.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,31 March 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1750,Amit Mishra,3.0,16,0,6,5.33,0.0,CSK,Chidambaram,01 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1751,Krunal Pandya,4.0,22,2,6,5.5,12.0,SRH,Wankhede Stadium,02 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1752,Jason Behrendorff,4.0,22,2,15,5.5,12.0,CSK,Wankhede Stadium,03 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1753,Vijay Shankar,2.0,11,1,5,5.5,12.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1754,Anukul Roy,2.0,11,1,4,5.5,12.0,CSK,Chidambaram,26 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1755,Moeen Ali,4.0,22,1,10,5.5,24.0,DC,M. Chinnaswamy Stadium,07 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1756,Axar Patel,4.0,22,1,8,5.5,24.0,RCB,M. Chinnaswamy Stadium,07 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1757,Rashid Khan,4.0,22,1,11,5.5,24.0,DC,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1758,Khaleel Ahmed,4.0,22,1,14,5.5,24.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1759,Jofra Archer,4.0,22,1,14,5.5,24.0,MI,Sawai Mansingh Stadium,20 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1760,Rahul Chahar,2.0,11,0,5,5.5,0.0,CSK,Wankhede Stadium,03 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1761,Jasprit Bumrah,4.0,22,0,14,5.5,0.0,RCB,Wankhede Stadium,15 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1762,Bhuvneshwar Kumar,4.0,22,0,14,5.5,0.0,RR,Sawai Mansingh Stadium,27 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1763,Sunil Narine,4.0,22,0,13,5.5,0.0,RR,Sawai Mansingh Stadium,07 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1764,Ravindra Jadeja,4.0,22,0,8,5.5,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1765,Mohammad Shami,3.0,17,2,8,5.66,9.0,CSK,IS Bindra Stadium,05 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1766,Andre Russell,3.0,17,1,8,5.66,18.0,RCB,Eden Gardens,19 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1767,Ishant Sharma,3.0,17,0,5,5.66,0.0,MI,Arun Jaitley Stadium,18 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1768,Kagiso Rabada,3.5,22,4,11,5.73,5.75,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1769,Ravichandran Ashwin,4.0,23,3,10,5.75,8.0,CSK,Chidambaram,06 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1770,Jasprit Bumrah,4.0,23,2,12,5.75,12.0,RR,Wankhede Stadium,13 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1771,Kagiso Rabada,4.0,23,2,13,5.75,12.0,PBKS,Arun Jaitley Stadium,20 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1772,Kagiso Rabada,4.0,23,2,10,5.75,12.0,MI,Wankhede Stadium,24 March 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1773,Imran Tahir,4.0,23,2,8,5.75,12.0,RR,Chidambaram,31 March 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1774,Rashid Khan,4.0,23,1,12,5.75,24.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1775,Ravindra Jadeja,4.0,23,1,8,5.75,24.0,DC,Arun Jaitley Stadium,26 March 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1776,Harbhajan Singh,4.0,23,0,13,5.75,0.0,MI,Chidambaram,26 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1777,Murugan Ashwin,4.0,23,0,8,5.75,0.0,CSK,Chidambaram,06 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1778,Navdeep Saini,4.0,23,0,13,5.75,0.0,PBKS,IS Bindra Stadium,13 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1779,Ravichandran Ashwin,4.0,23,0,7,5.75,0.0,CSK,IS Bindra Stadium,05 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1780,Prasidh Krishna,4.0,23,0,12,5.75,0.0,CSK,Chidambaram,09 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1781,Bhuvneshwar Kumar,4.0,24,2,12,6.0,12.0,RCB,M. Chinnaswamy Stadium,04 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1782,Ravichandran Ashwin,4.0,24,2,6,6.0,12.0,RR,IS Bindra Stadium,16 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1783,Navdeep Saini,4.0,24,2,13,6.0,12.0,DC,M. Chinnaswamy Stadium,07 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1784,Yuzvendra Chahal,4.0,24,1,10,6.0,24.0,SRH,M. Chinnaswamy Stadium,04 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1785,Navdeep Saini,4.0,24,1,15,6.0,24.0,CSK,M. Chinnaswamy Stadium,21 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1786,Rashid Khan,4.0,24,1,10,6.0,24.0,RR,Rajiv Gandhi Intl. Cricket Stadium,29 March 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1787,Murugan Ashwin,4.0,24,1,6,6.0,24.0,RR,IS Bindra Stadium,16 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1788,Yuzvendra Chahal,4.0,24,1,8,6.0,24.0,KKR,M. Chinnaswamy Stadium,05 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1789,Amit Mishra,3.0,18,1,7,6.0,18.0,MI,Arun Jaitley Stadium,18 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1790,Yuzvendra Chahal,4.0,24,1,7,6.0,24.0,CSK,M. Chinnaswamy Stadium,21 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1791,Mohammad Nabi,4.0,24,1,9,6.0,24.0,MI,Wankhede Stadium,02 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1792,Ishant Sharma,4.0,24,1,10,6.0,24.0,CSK,ACA-VDCA Stadium,10 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1793,Nitish Rana,2.0,12,1,2,6.0,12.0,DC,Eden Gardens,12 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1794,Krunal Pandya,2.0,12,0,6,6.0,0.0,CSK,Wankhede Stadium,03 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1795,Ravindra Jadeja,4.0,24,0,7,6.0,0.0,PBKS,Chidambaram,06 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1796,Ravindra Jadeja,2.0,12,0,3,6.0,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1797,Mitchell McClenaghan,4.0,24,0,12,6.0,0.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1798,Navdeep Saini,4.0,24,0,16,6.0,0.0,CSK,Chidambaram,23 March 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1799,Dwayne Bravo,3.0,18,0,6,6.0,0.0,DC,Chidambaram,01 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1800,Rashid Khan,4.0,7,3,17,1.75,8.0,DC,Dubai International Stadium,27 October 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1801,Mohammed Siraj,4.0,8,3,16,2.0,8.0,KKR,Zayed Cricket Stadium,21 October 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1802,T Natarajan,4.0,11,1,16,2.75,24.0,RCB,Sharjah Cricket Stadium,31 October 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1803,Rashid Khan,4.0,12,3,13,3.0,8.0,PBKS,Dubai International Stadium,08 October 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1804,Adam Zampa,4.0,12,1,14,3.0,24.0,SRH,Zayed Cricket Stadium,06 November 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1805,Washington Sundar,4.0,12,1,13,3.0,24.0,MI,Dubai International Stadium,28 September 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1806,Yuzvendra Chahal,4.0,12,1,13,3.0,24.0,KKR,Sharjah Cricket Stadium,12 October 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1807,Rashid Khan,4.0,12,0,16,3.0,0.0,CSK,Dubai International Stadium,02 October 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1808,Ravi Bishnoi,4.0,13,1,14,3.25,24.0,SRH,Dubai International Stadium,24 October 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1809,Deepak Chahar,3.0,10,1,10,3.33,18.0,RCB,Dubai International Stadium,10 October 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1810,Jasprit Bumrah,4.0,14,4,17,3.5,6.0,DC,Dubai International Stadium,05 November 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1811,Rashid Khan,4.0,14,3,13,3.5,8.0,DC,Zayed Cricket Stadium,29 September 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1812,Jasprit Bumrah,4.0,14,3,15,3.5,8.0,RCB,Zayed Cricket Stadium,28 October 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1813,Rashid Khan,4.0,14,2,15,3.5,12.0,PBKS,Dubai International Stadium,24 October 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1814,Axar Patel,4.0,14,1,11,3.5,24.0,PBKS,Dubai International Stadium,20 September 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1815,Shreyas Gopal,4.0,14,1,12,3.5,24.0,CSK,Zayed Cricket Stadium,19 October 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1816,Washington Sundar,4.0,14,1,14,3.5,24.0,KKR,Zayed Cricket Stadium,21 October 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1817,Ravindra Jadeja,2.0,7,0,6,3.5,0.0,RCB,Dubai International Stadium,10 October 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1818,Mohammad Shami,4.0,15,3,15,3.75,8.0,DC,Dubai International Stadium,20 September 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1819,Lockie Ferguson,4.0,15,3,13,3.75,8.0,SRH,Zayed Cricket Stadium,18 October 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1820,Yuzvendra Chahal,4.0,15,2,13,3.75,12.0,KKR,Zayed Cricket Stadium,21 October 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1821,Shivam Mavi,4.0,15,2,14,3.75,12.0,RR,Dubai International Stadium,01 November 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1822,Axar Patel,2.0,8,1,6,4.0,12.0,RR,Sharjah Cricket Stadium,09 October 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1823,Chris Morris,4.0,16,0,15,4.0,0.0,KKR,Zayed Cricket Stadium,21 October 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1824,Axar Patel,4.0,16,0,11,4.0,0.0,MI,Dubai International Stadium,10 November 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1825,Chris Jordan,4.0,17,3,12,4.25,8.0,SRH,Dubai International Stadium,24 October 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1826,Pat Cummins,4.0,17,3,16,4.25,8.0,DC,Zayed Cricket Stadium,24 October 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1827,Jasprit Bumrah,4.0,17,3,15,4.25,8.0,DC,Dubai International Stadium,31 October 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1828,Chris Morris,4.0,17,2,10,4.25,12.0,KKR,Sharjah Cricket Stadium,12 October 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1829,Lockie Ferguson,4.0,17,1,14,4.25,24.0,RCB,Zayed Cricket Stadium,21 October 2020,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
