POS,Player,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w,Unnamed: 0,Year,Metric,Source_File
2.0,Anil Kumble,16,16,63.2,407,17,4/16,23.94,6.42,22.35,1,0,,2010,Most Wickets,Most Wickets - 2010.csv
3.0,Amit Mishra,14,14,53.0,363,17,3/25,21.35,6.84,18.7,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
4.0,Harbhajan Singh,15,14,53.3,377,17,3/31,22.17,7.04,18.88,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
5.0,Vinay Kumar,14,14,46.1,396,16,4/40,24.75,8.57,17.31,1,0,,2010,Most Wickets,Most Wickets - 2010.csv
6.0,Muttiah Muralitharan,12,12,48.0,329,15,3/16,21.93,6.85,19.2,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
7.0,Dale Steyn,15,15,59.0,406,15,3/18,27.06,6.88,23.6,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
8.0,Lasith Malinga,13,13,49.0,344,15,4/22,22.93,7.02,19.6,1,0,,2010,Most Wickets,Most Wickets - 2010.csv
9.0,Kieron Pollard,14,12,37.0,274,15,3/17,18.26,7.4,14.8,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
10.0,Zaheer Khan,14,14,48.2,376,15,3/21,25.06,7.77,19.33,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
11.0,Irfan Pathan,14,14,46.2,426,15,3/24,28.4,9.19,18.53,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
12.0,Ryan Harris,8,8,30.4,233,14,3/18,16.64,7.59,13.14,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
13.0,Ravichandran Ashwin,12,12,48.0,293,13,3/16,22.53,6.1,22.15,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
14.0,Shadab Jakati,11,11,38.0,291,13,2/17,22.38,7.65,17.53,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
15.0,Jacques Kallis,16,16,57.0,476,13,2/3,36.61,8.35,26.3,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
16.0,RP Singh,12,12,42.0,370,13,3/17,28.46,8.8,19.38,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
17.0,Doug Bollinger,8,8,31.0,207,12,4/13,17.25,6.67,15.5,1,0,,2010,Most Wickets,Most Wickets - 2010.csv
18.0,Andrew Symonds,16,16,53.0,372,12,3/21,31.0,7.01,26.5,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
19.0,Piyush Chawla,14,14,49.0,367,12,3/24,30.58,7.48,24.5,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
20.0,Siddharth Trivedi,11,10,35.3,260,11,3/16,23.63,7.32,19.36,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
21.0,Shane Warne,14,14,50.0,381,11,4/21,34.63,7.62,27.27,1,0,,2010,Most Wickets,Most Wickets - 2010.csv
22.0,Albie Morkel,14,14,47.4,405,11,2/23,36.81,8.49,26.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
23.0,Praveen Kumar,12,12,45.0,380,10,3/18,38.0,8.44,27.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
24.0,Shaun Tait,8,8,31.1,264,10,3/22,26.4,8.47,18.7,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
25.0,Chaminda Vaas,6,6,22.0,139,9,3/21,15.44,6.31,14.66,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
26.0,Murali Kartik,10,10,39.0,253,9,2/20,28.11,6.48,26.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
27.0,Ashok Dinda,7,7,23.1,152,9,2/15,16.88,6.56,15.44,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
28.0,Shane Bond,8,8,31.0,224,9,2/24,24.88,7.22,20.66,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
29.0,Pradeep Sangwan,8,8,31.0,258,9,3/22,28.66,8.32,20.66,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
30.0,Harmeet Singh Bansal,8,8,24.0,174,8,2/24,21.75,7.25,18.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
31.0,Angelo Mathews,14,12,37.3,314,8,4/19,39.25,8.37,28.12,1,0,,2010,Most Wickets,Most Wickets - 2010.csv
32.0,MF Maharoof,7,7,24.0,206,8,2/13,25.75,8.58,18.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
33.0,Dirk Nannes,9,9,34.2,224,7,2/12,32.0,6.52,29.42,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
34.0,Dilhara Fernando,5,5,19.0,138,7,2/23,19.71,7.26,16.28,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
35.0,Lakshmipathy Balaji,7,7,23.2,207,7,2/9,29.57,8.87,20.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
36.0,Ishant Sharma,7,7,25.0,236,7,2/33,33.71,9.44,21.42,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
37.0,Ashish Nehra,4,4,14.0,96,6,3/26,16.0,6.85,14.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
38.0,Suresh Raina,16,12,23.5,178,6,1/0,29.66,7.46,23.83,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
39.0,Umesh Yadav,7,7,24.0,184,6,2/24,30.66,7.66,24.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
40.0,Juan Theron,7,7,24.0,187,6,2/17,31.16,7.79,24.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
41.0,Shane Watson,6,6,22.0,184,6,3/37,30.66,8.36,22.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
42.0,Shalabh Srivastava,8,8,27.0,255,6,2/23,42.5,9.44,27.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
43.0,Jaskaran Singh,6,6,14.0,139,6,2/18,23.16,9.92,14.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
44.0,Yuvraj Singh,14,10,23.0,152,5,2/21,30.4,6.6,27.6,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
45.0,Paul Collingwood,8,6,14.5,101,5,2/19,20.2,6.8,17.8,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
46.0,Thilan Thushara,4,4,14.3,101,5,2/16,20.2,6.96,17.4,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
47.0,Yusuf Pathan,14,11,34.0,246,5,2/9,49.2,7.23,40.8,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
48.0,Charl Langeveldt,3,3,11.0,88,5,2/26,17.6,8.0,13.2,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
49.0,Rahul Sharma,6,6,20.4,167,5,2/42,33.4,8.08,24.8,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
50.0,Ravi Bopara,10,5,13.0,127,5,3/31,25.4,9.76,15.6,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
51.0,Andrew McDonald,4,4,14.0,138,5,2/37,27.6,9.85,16.8,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
52.0,Aditya Dole,3,3,11.0,112,5,2/36,22.4,10.18,13.2,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
53.0,Sumit Narwal,5,5,15.4,185,5,3/36,37.0,11.8,18.8,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
54.0,Ryan McLaren,10,10,34.0,270,4,2/28,67.5,7.94,51.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
55.0,Dimitri Mascarenhas,2,2,8.0,65,4,2/31,16.25,8.12,12.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
56.0,Jaydev Unadkat,3,3,10.2,85,4,3/26,21.25,8.22,15.5,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
57.0,Dwayne Bravo,10,10,26.1,228,4,2/11,57.0,8.71,39.25,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
58.0,Ajit Agarkar,7,7,22.0,203,4,2/32,50.75,9.22,33.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
59.0,Chris Gayle,9,6,16.0,152,4,1/9,38.0,9.5,24.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
60.0,Sarabjit Ladda,5,5,15.0,143,4,2/44,35.75,9.53,22.5,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
61.0,Virender Sehwag,14,3,5.4,23,3,2/18,7.66,4.05,11.33,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
62.0,Ramesh Powar,7,7,23.0,160,3,2/28,53.33,6.95,46.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
63.0,JM Kemp,5,5,7.2,54,3,3/12,18.0,7.36,14.66,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
64.0,Ali Murtaza,3,3,12.0,91,3,2/18,30.33,7.58,24.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
65.0,Kevin Pietersen,7,6,10.0,77,3,1/10,25.66,7.7,20.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
66.0,Rajat Bhatia,5,5,16.0,132,3,1/24,44.0,8.25,32.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
67.0,Tillakaratne Dilshan,6,4,8.1,70,3,1/7,23.33,8.57,16.33,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
68.0,Kamran Khan,3,3,6.0,53,3,2/13,17.66,8.83,12.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
69.0,Laxmi Ratan Shukla,4,4,12.0,106,3,1/30,35.33,8.83,24.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
70.0,Love Ablish,2,2,4.0,36,3,2/17,12.0,9.0,8.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
71.0,Munaf Patel,4,4,13.0,118,3,1/20,39.33,9.07,26.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
72.0,Bipul Sharma,5,4,10.0,94,3,1/19,31.33,9.4,20.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
73.0,Shanthakumaran Sreesanth,6,6,19.0,191,3,2/24,63.66,10.05,38.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
74.0,Roelof van der Merwe,1,1,4.0,27,2,2/27,13.5,6.75,12.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
75.0,Sanath Jayasuriya,4,4,9.0,68,2,2/17,34.0,7.55,27.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
76.0,Rohit Sharma,16,9,19.0,153,2,1/19,76.5,8.05,57.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
77.0,Brad Hodge,4,4,5.0,41,2,1/4,20.5,8.2,15.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
78.0,Ajantha Mendis,2,2,8.0,66,2,2/22,33.0,8.25,24.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
79.0,Daniel Vettori,3,3,11.4,97,2,1/30,48.5,8.31,35.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
80.0,Mitchell Marsh,3,3,10.0,88,2,1/19,44.0,8.8,30.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
81.0,Pankaj Singh,2,2,8.0,81,2,2/27,40.5,10.12,24.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
82.0,Rajagopal Sathish,12,4,8.0,81,2,1/11,40.5,10.12,24.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
83.0,Amit Uniyal,2,2,6.0,66,2,2/41,33.0,11.0,18.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
84.0,Joginder Sharma,3,3,8.0,89,2,1/23,44.5,11.12,24.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
85.0,Nayan Doshi,1,1,4.0,17,1,1/17,17.0,4.25,24.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
86.0,JP Duminy,7,2,5.3,37,1,1/15,37.0,6.72,33.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
87.0,Iqbal Abdulla,3,3,8.3,61,1,1/28,61.0,7.17,51.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
88.0,KP Appanna,2,2,7.0,51,1,1/24,51.0,7.28,42.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
89.0,Yo Mahesh,1,1,3.0,23,1,1/23,23.0,7.66,18.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
90.0,Vikramjeet Malik,3,3,7.1,62,1,1/23,62.0,8.65,43.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
91.0,Moises Henriques,1,1,4.0,35,1,1/35,35.0,8.75,24.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
92.0,Dwayne Smith,3,2,3.5,36,1,1/22,36.0,9.39,23.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
93.0,Yusuf Abdulla,2,2,6.5,66,1,1/30,66.0,9.65,41.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
94.0,Dhawal Kulkarni,1,1,4.0,40,1,1/40,40.0,10.0,24.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
95.0,Sudeep Tyagi,6,6,15.5,159,1,1/20,159.0,10.04,95.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
96.0,Manoj Tiwary,13,1,1.0,11,1,1/11,11.0,11.0,6.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
97.0,Manpreet Gony,3,3,8.0,92,1,1/33,92.0,11.5,48.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
98.0,Abhimanyu Mithun,1,1,3.0,39,1,1/39,39.0,13.0,18.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
99.0,Shrikant Wagh,1,1,1.0,16,1,1/16,16.0,16.0,6.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
100.0,Aaron Finch,1,1,1.1,5,0,0/5,0.0,4.28,0.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
101.0,Balachandra Akhil,1,1,1.0,6,0,0/6,0.0,6.0,0.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
102.0,Karan Goel,6,1,1.0,7,0,0/7,0.0,7.0,0.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
103.0,David Hussey,6,5,10.0,80,0,0/7,0.0,8.0,0.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
104.0,Rohan Gavaskar,2,1,1.0,8,0,0/8,0.0,8.0,0.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
105.0,Adam Voges,9,7,9.0,76,0,0/5,0.0,8.44,0.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
106.0,Stuart Binny,1,1,1.0,9,0,0/9,0.0,9.0,0.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
107.0,Virat Kohli,16,4,5.2,50,0,0/1,0.0,9.37,0.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
108.0,Morne Morkel,2,2,7.0,66,0,0/32,0.0,9.42,0.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
109.0,Kemar Roach,2,2,8.0,80,0,0/32,0.0,10.0,0.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
110.0,Faiz Fazal,10,2,2.0,20,0,0/6,0.0,10.0,0.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
111.0,Venugopal Rao,6,1,1.0,10,0,0/10,0.0,10.0,0.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
112.0,Brett Lee,4,4,14.3,149,0,0/24,0.0,10.27,0.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
113.0,Sourav Ganguly,14,3,4.0,43,0,0/12,0.0,10.75,0.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
114.0,Abhishek Jhunjhunwala,13,5,6.1,69,0,0/2,0.0,11.18,0.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
115.0,Sridharan Sriram,1,1,2.0,24,0,0/24,0.0,12.0,0.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
116.0,Tirumalasetti Suman,14,2,2.0,24,0,0/8,0.0,12.0,0.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
117.0,Chandrasekar Ganapathy,1,1,1.0,13,0,0/13,0.0,13.0,0.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
118.0,Thisara Perera,1,1,1.0,19,0,0/19,0.0,19.0,0.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
119.0,Cameron White,7,1,1.0,19,0,0/19,0.0,19.0,0.0,0,0,,2010,Most Wickets,Most Wickets - 2010.csv
1.0,Lasith Malinga,16,16,63.0,375,28,5/13,13.39,5.95,13.5,0,1,,2011,Most Wickets,Most Wickets - 2011.csv
2.0,Munaf Patel,15,15,54.2,358,22,5/21,16.27,6.58,14.81,0,1,,2011,Most Wickets,Most Wickets - 2011.csv
3.0,Sreenath Aravind,13,13,46.0,368,21,4/14,17.52,8.0,13.14,1,0,,2011,Most Wickets,Most Wickets - 2011.csv
4.0,Ravichandran Ashwin,16,16,63.0,388,20,3/16,19.4,6.15,18.9,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
5.0,Amit Mishra,14,14,53.2,358,19,4/9,18.84,6.71,16.84,1,0,,2011,Most Wickets,Most Wickets - 2011.csv
6.0,Doug Bollinger,13,13,47.0,329,17,3/21,19.35,7.0,16.58,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
7.0,Rahul Sharma,14,14,50.0,273,16,3/13,17.06,5.46,18.75,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
8.0,Iqbal Abdulla,15,15,50.0,305,16,3/24,19.06,6.1,18.75,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
9.0,Ryan Harris,13,13,47.0,382,16,3/28,23.87,8.12,17.62,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
10.0,Piyush Chawla,12,12,41.2,336,16,4/17,21.0,8.12,15.5,1,0,,2011,Most Wickets,Most Wickets - 2011.csv
11.0,Albie Morkel,15,14,45.0,382,15,3/29,25.46,8.48,18.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
12.0,Dale Steyn,12,12,45.3,299,14,3/16,21.35,6.57,19.5,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
13.0,Harbhajan Singh,15,15,53.0,370,14,5/18,26.42,6.98,22.71,0,1,,2011,Most Wickets,Most Wickets - 2011.csv
14.0,Zaheer Khan,15,15,59.0,455,14,3/32,32.5,7.71,25.28,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
15.0,Yusuf Pathan,15,14,39.0,238,13,3/20,18.3,6.1,18.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
16.0,Shane Warne,13,12,47.0,297,13,3/16,22.84,6.31,21.69,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
17.0,RP Singh,14,14,50.0,345,13,4/25,26.53,6.9,23.07,1,0,,2011,Most Wickets,Most Wickets - 2011.csv
18.0,Morne Morkel,11,11,43.0,325,13,3/18,25.0,7.55,19.84,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
19.0,Daniel Vettori,13,13,51.4,311,12,3/19,25.91,6.01,25.83,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
20.0,Vinay Kumar,13,13,44.4,335,12,3/25,27.91,7.5,22.33,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
21.0,Shakib Al Hasan,7,7,25.3,175,11,3/28,15.9,6.86,13.9,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
22.0,Ishant Sharma,12,12,44.0,314,11,5/12,28.54,7.13,24.0,0,1,,2011,Most Wickets,Most Wickets - 2011.csv
23.0,Irfan Pathan,14,13,45.5,344,11,3/28,31.27,7.5,25.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
24.0,Dan Christian,14,14,45.4,350,11,2/13,31.81,7.66,24.9,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
25.0,Alfonso Thomas,11,11,38.3,297,11,2/23,27.0,7.71,21.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
26.0,Pragyan Ojha,10,10,36.5,267,10,3/26,26.7,7.24,22.1,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
27.0,Praveen Kumar,13,13,46.0,345,10,2/19,34.5,7.5,27.6,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
28.0,Shadab Jakati,15,14,44.1,336,10,2/21,33.6,7.6,26.5,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
29.0,Lakshmipathy Balaji,14,14,44.2,371,10,3/15,37.1,8.36,26.6,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
30.0,Kieron Pollard,16,16,42.3,361,10,2/24,36.1,8.49,25.5,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
31.0,Siddharth Trivedi,12,12,35.4,303,10,3/15,30.3,8.49,21.4,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
32.0,Yuvraj Singh,14,13,29.0,192,9,4/29,21.33,6.62,19.33,1,0,,2011,Most Wickets,Most Wickets - 2011.csv
33.0,Wayne Parnell,8,8,29.2,213,9,3/35,23.66,7.26,19.55,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
34.0,Amit Singh,9,9,28.3,215,9,3/35,23.88,7.54,19.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
35.0,Bhargav Bhatt,10,8,27.5,229,9,4/22,25.44,8.22,18.55,1,0,,2011,Most Wickets,Most Wickets - 2011.csv
36.0,Rajat Bhatia,14,12,32.0,210,8,3/22,26.25,6.56,24.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
37.0,Chris Gayle,12,12,36.0,244,8,3/21,30.5,6.77,27.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
38.0,Ravindra Jadeja,14,14,42.0,305,8,2/25,38.12,7.26,31.5,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
39.0,Ajit Agarkar,7,7,27.0,231,8,2/23,28.87,8.55,20.25,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
40.0,Shalabh Srivastava,6,6,20.0,186,8,2/20,23.25,9.3,15.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
41.0,Shanthakumaran Sreesanth,9,9,31.5,206,7,2/10,29.42,6.47,27.28,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
42.0,Johan Botha,10,10,36.0,239,7,3/6,34.14,6.63,30.85,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
43.0,Mitchell Marsh,5,5,14.1,99,7,4/25,14.14,6.98,12.14,1,0,,2011,Most Wickets,Most Wickets - 2011.csv
44.0,Brad Hodge,14,4,11.0,77,7,4/13,11.0,7.0,9.42,1,0,,2011,Most Wickets,Most Wickets - 2011.csv
45.0,Jacques Kallis,15,9,24.0,170,7,2/16,24.28,7.08,20.57,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
46.0,Paul Valthaty,14,9,24.1,189,7,4/29,27.0,7.82,20.71,1,0,,2011,Most Wickets,Most Wickets - 2011.csv
47.0,James Hopes,10,9,32.0,272,7,1/25,38.85,8.5,27.42,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
48.0,Shane Watson,11,10,36.0,241,6,3/19,40.16,6.69,36.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
49.0,Suraj Randiv,8,8,29.0,223,6,2/24,37.16,7.68,29.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
50.0,Dwayne Bravo,6,6,20.0,157,6,2/21,26.16,7.85,20.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
51.0,Jaydev Unadkat,7,6,18.0,150,6,2/25,25.0,8.33,18.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
52.0,Shaun Tait,4,4,14.5,127,6,3/22,21.16,8.56,14.83,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
53.0,Roelof van der Merwe,4,4,14.5,92,5,3/20,18.4,6.2,17.8,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
54.0,Dhawal Kulkarni,6,6,20.0,149,5,3/26,29.8,7.45,24.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
55.0,Brett Lee,12,12,45.2,338,5,1/12,67.6,7.45,54.4,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
56.0,Charl Langeveldt,3,3,11.0,84,5,2/10,16.8,7.63,13.2,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
57.0,Raiphi Gomez,11,8,15.0,124,5,2/14,24.8,8.26,18.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
58.0,Syed Mohammad,5,5,15.0,127,5,2/25,25.4,8.46,18.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
59.0,Ashok Dinda,6,5,17.0,152,5,2/42,30.4,8.94,20.4,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
60.0,Abhimanyu Mithun,12,12,34.0,321,5,2/37,64.2,9.44,40.8,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
61.0,Ryan McLaren,6,6,18.0,178,5,2/33,35.6,9.88,21.6,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
62.0,Bipul Sharma,4,4,12.0,78,4,2/32,19.5,6.5,18.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
63.0,Suresh Raina,16,12,27.3,201,4,2/0,50.25,7.3,41.25,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
64.0,Shahbaz Nadeem,5,5,19.0,142,4,2/39,35.5,7.47,28.5,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
65.0,Shrikant Wagh,7,7,16.0,121,4,3/16,30.25,7.56,24.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
66.0,Jesse Ryder,13,7,15.2,118,4,1/8,29.5,7.69,23.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
67.0,JP Duminy,10,8,18.0,143,4,1/3,35.75,7.94,27.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
68.0,Tim Southee,5,5,19.0,166,4,1/30,41.5,8.73,28.5,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
69.0,P Parameswaran,5,5,15.4,137,4,2/20,34.25,8.74,23.5,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
70.0,Manpreet Gony,3,3,9.0,85,4,3/31,21.25,9.44,13.5,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
71.0,Ali Murtaza,5,5,20.0,117,3,2/18,39.0,5.85,40.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
72.0,Bhuvneshwar Kumar,4,4,11.0,67,3,2/14,22.33,6.09,22.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
73.0,Harmeet Singh Bansal,2,2,7.0,53,3,2/27,17.66,7.57,14.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
74.0,Aavishkar Salvi,2,2,8.0,66,3,2/40,22.0,8.25,16.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
75.0,James Franklin,8,6,10.1,99,3,2/35,33.0,9.73,20.33,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
76.0,Anand Rajan,2,2,5.0,50,3,3/27,16.66,10.0,10.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
77.0,Johan van der Wath,3,3,12.0,129,3,2/49,43.0,10.75,24.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
78.0,Ryan Ninan,2,2,6.0,65,3,2/31,21.66,10.83,12.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
79.0,Varun Aaron,4,3,12.0,82,2,1/20,41.0,6.83,36.0,0,0,,2011,Most Wickets,Most Wickets - 2011.csv
