POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year,Metric,Source_File
13,Virender Sehwag,20,6,333.33,1,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
14,Chris Gayle,20,6,333.33,2,2,PWI,M. Chinnaswamy Stadium,29 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
15,Adam Gilchrist,20,5,400.0,0,3,RCB,HPCA Stadium,17 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
16,Chris Gayle,20,6,333.33,3,1,MI,Chidambaram,27 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
17,Shaun Marsh,20,4,500.0,0,3,RR,IS Bindra Stadium,21 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
18,Brendon McCullum,20,5,400.0,2,2,DC,Arun Jaitley Stadium,02 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
19,Yuvraj Singh,20,4,500.0,2,2,PBKS,IS Bindra Stadium,08 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
20,Tillakaratne Dilshan,20,6,333.33,3,1,KTK,M. Chinnaswamy Stadium,08 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
21,Albie Morkel,19,6,316.66,0,3,DEC,Chidambaram,01 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
22,Virat Kohli,19,5,380.0,1,2,CSK,Wankhede Stadium,24 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
23,AB de Villiers,19,4,475.0,0,3,KTK,Jawaharlal Nehru Stadium,09 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
24,Shane Watson,18,6,300.0,0,3,KTK,Holkar Cricket Stadium,15 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
25,Chris Gayle,18,4,450.0,1,2,KKR,M. Chinnaswamy Stadium,14 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
26,Paul Valthaty,18,6,300.0,1,2,DC,HPCA Stadium,15 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
27,Johan Botha,18,5,360.0,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
28,Virender Sehwag,18,4,450.0,0,3,PBKS,Arun Jaitley Stadium,23 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
29,Yuvraj Singh,18,5,360.0,1,2,RCB,M. Chinnaswamy Stadium,29 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
30,Brendon McCullum,18,5,360.0,0,3,RR,Holkar Cricket Stadium,15 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
31,Sunny Sohal,18,5,360.0,3,1,CSK,Chidambaram,01 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
32,Gautam Gambhir,18,6,300.0,4,0,RR,Sawai Mansingh Stadium,15 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
33,Brad Hodge,17,4,425.0,1,2,CSK,Chidambaram,18 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
34,Paul Valthaty,17,6,283.33,3,0,CSK,IS Bindra Stadium,13 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
35,Dwaraka Ravi Teja,17,4,425.0,1,2,PBKS,HPCA Stadium,21 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
36,MS Dhoni,17,6,283.33,1,2,RCB,M. Chinnaswamy Stadium,22 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
37,MS Dhoni,17,5,340.0,2,1,RR,Sawai Mansingh Stadium,09 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
38,James Franklin,17,5,340.0,4,0,KKR,Eden Gardens,22 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
39,Ravindra Jadeja,17,4,425.0,1,2,MI,Wankhede Stadium,15 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
40,Sachin Tendulkar,17,5,340.0,1,2,KTK,Wankhede Stadium,15 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
41,David Warner,17,6,283.33,2,1,RR,Sawai Mansingh Stadium,12 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
42,Sachin Tendulkar,16,5,320.0,4,0,KKR,Wankhede Stadium,25 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
43,Chris Gayle,16,6,266.66,4,0,KKR,M. Chinnaswamy Stadium,14 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
44,Suresh Raina,16,4,400.0,1,2,KTK,Chidambaram,18 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
45,Adam Gilchrist,16,6,266.66,4,0,DC,Arun Jaitley Stadium,23 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
46,Suresh Raina,16,5,320.0,2,1,RCB,Chidambaram,16 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
47,Naman Ojha,16,6,266.66,1,2,PBKS,HPCA Stadium,15 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
48,MS Dhoni,16,5,320.0,0,2,DC,Chidambaram,12 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
49,Kieron Pollard,16,5,320.0,2,1,PWI,DY Patil Stadium,04 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
50,Luke Pomersbach,16,6,266.66,2,1,CSK,Wankhede Stadium,24 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
51,Virat Kohli,16,6,266.66,4,0,DC,Arun Jaitley Stadium,26 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
52,Mohnish Mishra,16,5,320.0,1,2,KTK,DY Patil Stadium,13 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
53,David Warner,16,5,320.0,1,2,PWI,DY Patil Stadium,17 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
54,Shane Watson,16,6,266.66,0,2,KTK,Sawai Mansingh Stadium,24 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
55,Subramaniam Badrinath,16,6,266.66,1,1,MI,Wankhede Stadium,22 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
56,Chris Gayle,16,5,320.0,2,1,KKR,Eden Gardens,22 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
57,Amit Mishra,16,4,400.0,4,0,MI,Wankhede Stadium,14 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
58,Ross Taylor,16,5,320.0,2,1,PWI,Sawai Mansingh Stadium,01 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
59,Andrew Symonds,16,6,266.66,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
60,Chris Gayle,16,5,320.0,1,2,PWI,M. Chinnaswamy Stadium,29 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
61,Shakib Al Hasan,15,6,250.0,3,0,MI,Wankhede Stadium,25 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
62,Suresh Raina,15,4,375.0,0,2,RCB,Wankhede Stadium,24 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
63,Subramaniam Badrinath,15,5,300.0,2,1,PWI,DY Patil Stadium,27 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
64,Robin Uthappa,15,5,300.0,2,1,RCB,M. Chinnaswamy Stadium,29 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
65,Shaun Marsh,15,5,300.0,2,1,DC,Arun Jaitley Stadium,23 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
66,Virender Sehwag,15,5,300.0,3,0,PBKS,Arun Jaitley Stadium,23 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
67,Virender Sehwag,15,5,300.0,1,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
68,Virat Kohli,15,5,300.0,0,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
69,Virender Sehwag,15,5,300.0,2,1,KTK,Jawaharlal Nehru Stadium,30 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
70,Paul Valthaty,15,4,375.0,2,1,CSK,IS Bindra Stadium,13 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
71,Rohit Sharma,15,4,375.0,0,2,CSK,Wankhede Stadium,22 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
72,Travis Birt,15,5,300.0,2,1,KTK,Jawaharlal Nehru Stadium,30 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
73,Aaron Finch,15,4,375.0,0,2,PWI,DY Patil Stadium,17 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
74,AB de Villiers,15,5,300.0,1,1,CSK,Chidambaram,16 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
75,Murali Vijay,15,4,375.0,0,2,RCB,Chidambaram,28 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
76,Yusuf Pathan,15,4,375.0,2,1,RCB,Eden Gardens,22 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
77,MS Dhoni,15,4,375.0,0,2,RCB,Chidambaram,28 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
78,Adam Gilchrist,15,5,300.0,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
79,Yuvraj Singh,15,6,250.0,0,2,CSK,DY Patil Stadium,27 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
80,Brendon McCullum,15,4,375.0,2,1,RCB,Jawaharlal Nehru Stadium,09 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
81,Tirumalasetti Suman,15,5,300.0,2,1,PWI,DY Patil Stadium,04 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
82,Kumar Sangakkara,15,5,300.0,2,1,DC,Arun Jaitley Stadium,19 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
83,Brendon McCullum,15,6,250.0,2,1,KKR,Eden Gardens,20 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
84,Venugopal Rao,14,4,350.0,0,2,RR,Sawai Mansingh Stadium,12 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
85,Suresh Raina,14,6,233.33,0,2,PWI,DY Patil Stadium,27 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
86,Bharat Chipli,14,4,350.0,0,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
87,Brad Hodge,14,5,280.0,2,1,RR,Holkar Cricket Stadium,15 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
88,Jesse Ryder,14,6,233.33,0,2,DC,DY Patil Stadium,17 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
89,Amit Mishra,14,5,280.0,3,0,MI,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
90,Chris Gayle,14,6,233.33,2,1,KKR,Eden Gardens,22 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
91,Adam Gilchrist,14,5,280.0,0,2,RCB,HPCA Stadium,17 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
92,Ambati Rayudu,14,4,350.0,2,1,PBKS,Wankhede Stadium,02 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
93,Jesse Ryder,14,6,233.33,1,1,DC,DY Patil Stadium,17 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
94,Michael Hussey,14,5,280.0,2,0,RCB,Chidambaram,16 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
95,Jesse Ryder,14,6,233.33,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
96,Manoj Tiwary,14,4,350.0,1,1,DC,Arun Jaitley Stadium,28 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
97,Shane Watson,14,5,280.0,2,1,MI,Wankhede Stadium,20 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
98,Davy Jacobs,14,5,280.0,2,1,RCB,M. Chinnaswamy Stadium,12 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
99,Murali Vijay,14,6,233.33,3,0,KTK,Chidambaram,18 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
100,Asad Pathan,14,4,350.0,2,1,CSK,Chidambaram,16 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
101,Virender Sehwag,14,5,280.0,3,0,DEC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
102,Murali Vijay,14,4,350.0,2,1,RCB,Chidambaram,16 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
103,Paul Valthaty,14,6,233.33,0,2,DC,Arun Jaitley Stadium,23 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
104,Manoj Tiwary,14,4,350.0,2,1,RR,Eden Gardens,17 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
105,Manish Pandey,14,6,233.33,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
106,Rahul Dravid,14,6,233.33,2,1,DC,Sawai Mansingh Stadium,12 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
107,Praveen Kumar,14,6,233.33,2,1,RCB,M. Chinnaswamy Stadium,06 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
108,Paul Valthaty,14,4,350.0,0,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
109,Eoin Morgan,14,6,233.33,1,1,KTK,Jawaharlal Nehru Stadium,05 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
110,Irfan Pathan,14,5,280.0,2,0,CSK,Chidambaram,12 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
111,Bharat Chipli,14,5,280.0,3,0,RCB,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
112,Chris Gayle,13,5,260.0,0,2,KKR,Eden Gardens,22 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
113,Saurabh Tiwary,13,5,260.0,0,2,CSK,Chidambaram,28 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
114,Brendon McCullum,13,4,325.0,0,2,PBKS,Holkar Cricket Stadium,13 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
115,JP Duminy,13,5,260.0,1,1,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
116,Eoin Morgan,13,4,325.0,3,0,PBKS,Eden Gardens,30 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
117,Rohit Sharma,13,4,325.0,1,1,RR,Wankhede Stadium,20 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
118,Chris Gayle,13,3,433.33,0,2,CSK,M. Chinnaswamy Stadium,22 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
119,Paul Valthaty,13,4,325.0,3,0,RCB,M. Chinnaswamy Stadium,06 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
120,Brendon McCullum,13,5,260.0,3,0,MI,Wankhede Stadium,15 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
121,Brendon McCullum,13,6,216.66,3,0,DC,Arun Jaitley Stadium,02 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
122,Ross Taylor,13,5,260.0,0,2,KKR,Sawai Mansingh Stadium,15 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
123,Shane Watson,13,6,216.66,3,0,PBKS,IS Bindra Stadium,21 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
124,Chris Gayle,13,4,325.0,1,1,PBKS,M. Chinnaswamy Stadium,06 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
125,Dinesh Karthik,13,5,260.0,0,2,KTK,Holkar Cricket Stadium,13 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
126,Saurabh Tiwary,13,5,260.0,2,0,KTK,Jawaharlal Nehru Stadium,09 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
127,Morne Morkel,13,4,325.0,1,1,PBKS,HPCA Stadium,15 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
128,Ryan McLaren,13,4,325.0,1,1,PWI,DY Patil Stadium,10 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
129,Jesse Ryder,13,4,325.0,3,0,CSK,DY Patil Stadium,27 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
130,Dinesh Karthik,13,4,325.0,3,0,RR,IS Bindra Stadium,21 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
131,Murali Vijay,13,5,260.0,1,1,PBKS,IS Bindra Stadium,13 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
132,Shane Watson,13,5,260.0,1,1,MI,Wankhede Stadium,20 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
133,Chris Gayle,13,5,260.0,0,2,KKR,Eden Gardens,22 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
134,Chris Gayle,13,3,433.33,0,2,MI,Chidambaram,27 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
135,Suresh Raina,13,3,433.33,0,2,RCB,Wankhede Stadium,24 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
136,Raiphi Gomez,13,5,260.0,2,0,PWI,DY Patil Stadium,13 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
137,Manoj Tiwary,13,5,260.0,0,2,DEC,Eden Gardens,11 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
138,Rohit Sharma,13,4,325.0,3,0,DC,Arun Jaitley Stadium,10 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
139,Subramaniam Badrinath,13,4,325.0,1,1,MI,Wankhede Stadium,22 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
140,Shaun Marsh,13,5,260.0,3,0,KTK,Holkar Cricket Stadium,13 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
141,Kumar Sangakkara,13,5,260.0,3,0,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
142,Jesse Ryder,13,4,325.0,3,0,DC,DY Patil Stadium,17 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
143,Brendon McCullum,13,5,260.0,2,0,MI,Wankhede Stadium,15 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
144,Shane Watson,13,5,260.0,3,0,MI,Wankhede Stadium,20 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
145,Chris Gayle,13,4,325.0,0,2,PBKS,M. Chinnaswamy Stadium,06 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
146,Mayank Agarwal,13,5,260.0,1,1,MI,Chidambaram,27 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
147,Srikkanth Anirudha,13,5,260.0,3,0,KKR,Chidambaram,08 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
148,Subramaniam Badrinath,13,4,325.0,1,1,DC,Chidambaram,12 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
149,Subramaniam Badrinath,13,5,260.0,2,0,PBKS,IS Bindra Stadium,13 April 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
150,Chris Gayle,13,3,433.33,0,2,PBKS,M. Chinnaswamy Stadium,06 May 2011,2011,Most Runs Over,Most Runs Over - 2011.csv
1,Chris Gayle,30,5,600.0,0,5,PWI,M. Chinnaswamy Stadium,17 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
2,Albie Morkel,28,6,466.66,2,3,RCB,Chidambaram,12 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
3,Chris Gayle,24,5,480.0,0,4,PWI,Maharashtra Cricket Association's International Stadium,11 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
4,Chris Gayle,24,6,400.0,3,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
5,Mayank Agarwal,24,6,400.0,2,2,MI,M. Chinnaswamy Stadium,14 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
6,Kumar Sangakkara,24,7,342.85,2,2,PWI,Barabati Stadium,01 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
7,Cameron White,24,5,480.0,1,3,PWI,Barabati Stadium,01 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
8,Ajinkya Rahane,24,6,400.0,6,0,RCB,M. Chinnaswamy Stadium,15 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
9,AB de Villiers,23,6,383.33,2,2,DEC,M. Chinnaswamy Stadium,06 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
10,Dwayne Bravo,23,6,383.33,2,2,DC,Chidambaram,25 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
11,David Warner,23,6,383.33,1,3,PBKS,HPCA Stadium,19 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
12,Dwayne Bravo,22,7,314.28,0,3,DEC,ACA-VDCA Stadium,07 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
13,Chris Gayle,22,5,440.0,1,3,KKR,Eden Gardens,28 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
14,Murali Vijay,22,5,440.0,1,3,MI,Wankhede Stadium,06 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
15,Kieron Pollard,22,6,366.66,2,2,RR,Wankhede Stadium,11 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
16,Adam Gilchrist,21,5,420.0,2,2,CSK,HPCA Stadium,17 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
17,Steve Smith,21,5,420.0,2,2,DC,Arun Jaitley Stadium,21 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
18,Virender Sehwag,21,5,420.0,2,2,MI,Arun Jaitley Stadium,27 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
19,Murali Vijay,21,6,350.0,2,2,DC,Chidambaram,25 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
20,Kevin Pietersen,20,5,400.0,0,3,DEC,Arun Jaitley Stadium,19 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
21,Kevin Pietersen,20,6,333.33,2,2,MI,Arun Jaitley Stadium,27 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
22,David Hussey,20,5,400.0,1,2,DEC,IS Bindra Stadium,13 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
23,David Warner,20,6,333.33,2,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
24,Chris Gayle,20,6,333.33,0,3,MI,Wankhede Stadium,09 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
25,Stuart Binny,19,5,380.0,3,1,MI,Sawai Mansingh Stadium,20 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
26,Kumar Sangakkara,19,6,316.66,4,0,PWI,Barabati Stadium,01 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
27,Angelo Mathews,19,4,475.0,0,3,KKR,Eden Gardens,05 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
28,JP Duminy,19,5,380.0,0,3,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
29,Chris Gayle,19,4,475.0,0,3,DC,Arun Jaitley Stadium,17 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
30,Kevin Pietersen,19,5,380.0,0,3,PWI,Arun Jaitley Stadium,21 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
31,Owais Shah,19,5,380.0,1,2,RCB,M. Chinnaswamy Stadium,15 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
32,Chris Gayle,19,5,380.0,0,3,CSK,Chidambaram,12 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
33,Rohit Sharma,19,6,316.66,3,1,KKR,Eden Gardens,12 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
34,Chris Gayle,19,5,380.0,0,3,DC,Arun Jaitley Stadium,17 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
35,JP Duminy,18,6,300.0,1,2,RR,Sawai Mansingh Stadium,17 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
36,AB de Villiers,18,5,360.0,1,2,RR,Sawai Mansingh Stadium,23 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
37,Brett Lee,18,5,360.0,1,2,RR,Sawai Mansingh Stadium,08 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
38,Faf du Plessis,18,6,300.0,3,1,PWI,Maharashtra Cricket Association's International Stadium,14 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
39,Shaun Marsh,18,6,300.0,3,1,RR,IS Bindra Stadium,05 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
40,Andrew McDonald,18,5,360.0,3,1,DC,M. Chinnaswamy Stadium,07 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
41,Cameron White,18,5,360.0,1,2,PWI,Maharashtra Cricket Association's International Stadium,26 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
42,Faf du Plessis,18,6,300.0,1,2,DEC,ACA-VDCA Stadium,07 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
43,Shikhar Dhawan,17,5,340.0,1,2,MI,ACA-VDCA Stadium,09 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
44,MS Dhoni,17,5,340.0,2,1,KKR,Eden Gardens,14 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
45,Faf du Plessis,17,4,425.0,1,2,RCB,Chidambaram,12 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
46,Dan Christian,17,5,340.0,0,2,PBKS,IS Bindra Stadium,13 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
47,Owais Shah,17,4,425.0,1,2,RCB,M. Chinnaswamy Stadium,15 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
48,Ambati Rayudu,17,4,425.0,1,2,RCB,M. Chinnaswamy Stadium,14 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
49,Suresh Raina,17,4,425.0,1,2,DEC,Chidambaram,04 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
50,Virender Sehwag,17,4,425.0,1,2,PWI,Arun Jaitley Stadium,21 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
51,James Franklin,17,4,425.0,1,2,PBKS,Wankhede Stadium,22 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
52,AB de Villiers,17,4,425.0,1,2,PWI,M. Chinnaswamy Stadium,17 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
53,Manvinder Bisla,17,5,340.0,4,0,CSK,Chidambaram,27 May 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
54,Ravindra Jadeja,17,5,340.0,1,2,DEC,ACA-VDCA Stadium,07 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
55,Brad Hodge,17,6,283.33,1,2,KKR,Sawai Mansingh Stadium,08 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
56,Chris Gayle,17,4,425.0,1,2,PWI,M. Chinnaswamy Stadium,17 April 2012,2012,Most Runs Over,Most Runs Over - 2012.csv
