POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Unnamed: 0,Year,Metric,Source_File
,Marcus Stoinis,3.0,29,2,9.0,PBKS,Dubai International Stadium,20 September 2020,57.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Jaydev Unadkat,3.0,32,2,9.0,DC,Dubai International Stadium,14 October 2020,58.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Shivam Dube,3.0,15,2,9.0,SRH,Dubai International Stadium,21 September 2020,59.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Khaleel Ahmed,3.0,24,2,9.0,PBKS,Dubai International Stadium,08 October 2020,60.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Shivam Dube,3.0,33,2,9.0,PBKS,Dubai International Stadium,24 September 2020,61.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Washington Sundar,3.0,16,2,9.0,CSK,Dubai International Stadium,10 October 2020,62.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Arshdeep Singh,3.0,35,2,9.0,MI,Dubai International Stadium,18 October 2020,63.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Yuzvendra Chahal,3.1,19,2,9.5,SRH,Sharjah Cricket Stadium,31 October 2020,64.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Mohammed Siraj,3.1,28,2,9.5,MI,Zayed Cricket Stadium,28 October 2020,65.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,James Pattinson,3.1,19,2,9.5,RR,Zayed Cricket Stadium,06 October 2020,66.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,James Pattinson,3.2,40,2,10.0,RR,Zayed Cricket Stadium,25 October 2020,67.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,T Natarajan,3.5,24,2,11.5,PBKS,Dubai International Stadium,08 October 2020,68.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Khaleel Ahmed,3.5,37,2,11.5,RR,Dubai International Stadium,11 October 2020,69.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Rahul Chahar,4.0,26,2,12.0,PBKS,Zayed Cricket Stadium,01 October 2020,70.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,T Natarajan,4.0,40,2,12.0,KKR,Zayed Cricket Stadium,18 October 2020,71.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Chris Jordan,4.0,25,2,12.0,KKR,Sharjah Cricket Stadium,26 October 2020,72.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Trent Boult,4.0,34,2,12.0,RCB,Dubai International Stadium,28 September 2020,73.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Shreyas Gopal,4.0,28,2,12.0,MI,Zayed Cricket Stadium,06 October 2020,74.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Sandeep Sharma,4.0,29,2,12.0,PBKS,Dubai International Stadium,24 October 2020,75.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Siddarth Kaul,4.0,64,2,12.0,MI,Sharjah Cricket Stadium,04 October 2020,76.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Chris Morris,4.0,17,2,12.0,KKR,Sharjah Cricket Stadium,12 October 2020,77.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Rahul Chahar,4.0,22,2,12.0,CSK,Sharjah Cricket Stadium,23 October 2020,78.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Isuru Udana,4.0,41,2,12.0,RR,Zayed Cricket Stadium,03 October 2020,79.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Mohammad Shami,4.0,30,2,12.0,MI,Dubai International Stadium,18 October 2020,80.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Deepak Chahar,4.0,32,2,12.0,MI,Zayed Cricket Stadium,19 September 2020,81.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Jofra Archer,4.0,18,2,12.0,KKR,Dubai International Stadium,30 September 2020,82.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Yuzvendra Chahal,4.0,34,2,12.0,RR,Dubai International Stadium,17 October 2020,83.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Shreyas Gopal,4.0,30,2,12.0,MI,Zayed Cricket Stadium,25 October 2020,84.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Shahbaz Nadeem,4.0,19,2,12.0,MI,Sharjah Cricket Stadium,03 November 2020,85.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Anrich Nortje,4.0,22,2,12.0,RCB,Dubai International Stadium,05 October 2020,86.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Kagiso Rabada,4.0,33,2,12.0,KKR,Zayed Cricket Stadium,24 October 2020,87.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Trent Boult,4.0,30,2,12.0,KKR,Zayed Cricket Stadium,23 September 2020,88.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Trent Boult,4.0,28,2,12.0,SRH,Sharjah Cricket Stadium,04 October 2020,89.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Varun Chakaravarthy,4.0,20,2,12.0,CSK,Dubai International Stadium,29 October 2020,90.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Jasprit Bumrah,4.0,18,2,12.0,PBKS,Zayed Cricket Stadium,01 October 2020,91.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Ravi Bishnoi,4.0,20,2,12.0,KKR,Sharjah Cricket Stadium,26 October 2020,92.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,T Natarajan,4.0,33,2,12.0,RCB,Zayed Cricket Stadium,06 November 2020,93.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Amit Mishra,4.0,35,2,12.0,SRH,Zayed Cricket Stadium,29 September 2020,94.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Shardul Thakur,4.0,28,2,12.0,KKR,Zayed Cricket Stadium,07 October 2020,95.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Jason Holder,4.0,27,2,12.0,PBKS,Dubai International Stadium,24 October 2020,96.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Kagiso Rabada,4.0,30,2,12.0,RCB,Zayed Cricket Stadium,02 November 2020,97.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Shardul Thakur,4.0,39,2,12.0,PBKS,Dubai International Stadium,04 October 2020,98.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Washington Sundar,4.0,20,2,12.0,KKR,Sharjah Cricket Stadium,12 October 2020,99.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Jasprit Bumrah,4.0,25,2,12.0,CSK,Sharjah Cricket Stadium,23 October 2020,100.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Sunil Narine,4.0,28,2,12.0,PBKS,Zayed Cricket Stadium,10 October 2020,101.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Deepak Chahar,4.0,18,2,12.0,RR,Zayed Cricket Stadium,19 October 2020,102.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Yuzvendra Chahal,4.0,37,2,12.0,MI,Zayed Cricket Stadium,28 October 2020,103.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Jofra Archer,4.0,31,2,12.0,MI,Zayed Cricket Stadium,25 October 2020,104.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Jason Holder,4.0,25,2,12.0,MI,Sharjah Cricket Stadium,03 November 2020,105.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Anrich Nortje,4.0,21,2,12.0,CSK,Dubai International Stadium,25 September 2020,106.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Trent Boult,4.0,26,2,12.0,RR,Zayed Cricket Stadium,06 October 2020,107.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Karn Sharma,4.0,37,2,12.0,SRH,Dubai International Stadium,13 October 2020,108.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Anrich Nortje,4.0,27,2,12.0,KKR,Zayed Cricket Stadium,24 October 2020,109.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Shivam Mavi,4.0,15,2,12.0,RR,Dubai International Stadium,01 November 2020,110.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Rahul Chahar,4.0,26,2,12.0,KKR,Zayed Cricket Stadium,23 September 2020,111.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Jasprit Bumrah,4.0,41,2,12.0,SRH,Sharjah Cricket Stadium,04 October 2020,112.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Rashid Khan,4.0,25,2,12.0,RR,Dubai International Stadium,11 October 2020,113.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Jofra Archer,4.0,21,2,12.0,SRH,Dubai International Stadium,22 October 2020,114.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Jofra Archer,4.0,26,2,12.0,PBKS,Zayed Cricket Stadium,30 October 2020,115.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Sheldon Cottrell,4.0,24,2,12.0,DC,Dubai International Stadium,20 September 2020,116.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,James Pattinson,4.0,28,2,12.0,PBKS,Zayed Cricket Stadium,01 October 2020,117.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Rahul Chahar,4.0,33,2,12.0,PBKS,Dubai International Stadium,18 October 2020,118.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Sandeep Sharma,4.0,27,2,12.0,DC,Dubai International Stadium,27 October 2020,119.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Kagiso Rabada,4.0,21,2,12.0,SRH,Zayed Cricket Stadium,29 September 2020,120.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Mohammad Shami,4.0,45,2,12.0,RCB,Sharjah Cricket Stadium,15 October 2020,121.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Rashid Khan,4.0,14,2,12.0,PBKS,Dubai International Stadium,24 October 2020,122.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Mohammed Siraj,4.0,34,2,12.0,DC,Dubai International Stadium,05 October 2020,123.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Sandeep Sharma,4.0,19,2,12.0,CSK,Dubai International Stadium,13 October 2020,124.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Sandeep Sharma,4.0,20,2,12.0,RCB,Sharjah Cricket Stadium,31 October 2020,125.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Harshal Patel,4.0,34,2,12.0,KKR,Sharjah Cricket Stadium,03 October 2020,126.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Shardul Thakur,4.0,40,2,12.0,RCB,Dubai International Stadium,10 October 2020,127.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Mohammad Shami,4.0,28,2,12.0,DC,Dubai International Stadium,20 October 2020,128.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Nathan Coulter-Nile,4.0,29,2,12.0,DC,Dubai International Stadium,10 November 2020,129.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Ravindra Jadeja,4.0,42,2,12.0,MI,Zayed Cricket Stadium,19 September 2020,130.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Shivam Mavi,4.0,20,2,12.0,RR,Dubai International Stadium,30 September 2020,131.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Anrich Nortje,4.0,44,2,12.0,CSK,Sharjah Cricket Stadium,17 October 2020,132.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Anrich Nortje,4.0,33,2,12.0,RR,Dubai International Stadium,14 October 2020,133.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Varun Chakaravarthy,4.0,20,2,12.0,RR,Dubai International Stadium,01 November 2020,134.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Jasprit Bumrah,4.0,32,2,12.0,KKR,Zayed Cricket Stadium,23 September 2020,135.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,James Pattinson,4.0,29,2,12.0,SRH,Sharjah Cricket Stadium,04 October 2020,136.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Krunal Pandya,4.0,26,2,12.0,DC,Zayed Cricket Stadium,11 October 2020,137.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Ben Stokes,4.0,32,2,12.0,PBKS,Zayed Cricket Stadium,30 October 2020,138.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Deepak Chahar,4.0,31,2,12.0,SRH,Dubai International Stadium,02 October 2020,139.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,T Natarajan,4.0,26,2,12.0,DC,Dubai International Stadium,27 October 2020,140.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Mohammed Siraj,4.0,28,2,12.0,SRH,Zayed Cricket Stadium,06 November 2020,141.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Bhuvneshwar Kumar,4.0,25,2,12.0,DC,Zayed Cricket Stadium,29 September 2020,142.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Sam Curran,4.0,26,2,12.0,KKR,Zayed Cricket Stadium,07 October 2020,143.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Murugan Ashwin,4.0,23,2,12.0,RCB,Sharjah Cricket Stadium,15 October 2020,144.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Deepak Chahar,4.0,31,2,12.0,RCB,Dubai International Stadium,25 October 2020,145.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Shahbaz Ahmed,4.0,26,2,12.0,DC,Zayed Cricket Stadium,02 November 2020,146.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Axar Patel,4.0,18,2,12.0,RCB,Dubai International Stadium,05 October 2020,147.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,T Natarajan,4.0,41,2,12.0,CSK,Dubai International Stadium,13 October 2020,148.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Jason Holder,4.0,27,2,12.0,RCB,Sharjah Cricket Stadium,31 October 2020,149.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
,Kagiso Rabada,4.0,27,2,12.0,PBKS,Dubai International Stadium,20 October 2020,150.0,2020,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2020.csv
1.0,Andre Russell,2.0,15,5,2.4,MI,Chidambaram,13 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
2.0,Abhishek Sharma,1.0,4,2,3.0,MI,Zayed Cricket Stadium,08 October 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
3.0,Kieron Pollard,1.0,8,2,3.0,PBKS,Zayed Cricket Stadium,28 September 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
4.0,Shahbaz Ahmed,2.0,7,3,4.0,SRH,Chidambaram,14 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
5.0,Shivam Mavi,3.1,21,4,4.75,RR,Sharjah Cricket Stadium,07 October 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
6.0,Harshal Patel,3.1,17,4,4.75,MI,Dubai International Stadium,26 September 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
7.0,Arshdeep Singh,4.0,32,5,4.8,RR,Dubai International Stadium,21 September 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
8.0,Harshal Patel,4.0,27,5,4.8,MI,Chidambaram,09 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
9.0,Sunil Narine,4.0,21,4,6.0,RCB,Sharjah Cricket Stadium,11 October 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
10.0,Deepak Chahar,4.0,13,4,6.0,PBKS,Wankhede Stadium,16 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
11.0,Deepak Chahar,4.0,29,4,6.0,KKR,Wankhede Stadium,21 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
12.0,Amit Mishra,4.0,24,4,6.0,MI,Chidambaram,20 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
13.0,Rahul Chahar,4.0,27,4,6.0,KKR,Chidambaram,13 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
14.0,Jason Holder,4.0,52,4,6.0,MI,Zayed Cricket Stadium,08 October 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
15.0,Chris Morris,4.0,23,4,6.0,KKR,Wankhede Stadium,24 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
16.0,Nathan Coulter-Nile,4.0,14,4,6.0,RR,Sharjah Cricket Stadium,05 October 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
17.0,Kyle Jamieson,3.0,41,3,6.0,KKR,Chidambaram,18 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
18.0,Moeen Ali,3.0,7,3,6.0,RR,Wankhede Stadium,19 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
19.0,Andre Russell,3.0,9,3,6.0,RCB,Zayed Cricket Stadium,20 September 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
20.0,Avesh Khan,3.0,13,3,6.0,KKR,Sharjah Cricket Stadium,28 September 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
21.0,Shardul Thakur,3.0,28,3,6.0,PBKS,Dubai International Stadium,07 October 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
22.0,Shahbaz Ahmed,2.0,10,2,6.0,RR,Dubai International Stadium,29 September 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
23.0,Lockie Ferguson,2.0,10,2,6.0,DC,Sharjah Cricket Stadium,28 September 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
24.0,Kieron Pollard,2.0,12,2,6.0,CSK,Arun Jaitley Stadium,01 May 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
25.0,Avesh Khan,2.0,15,2,6.0,MI,Chidambaram,20 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
26.0,Trent Boult,3.4,28,3,7.33,SRH,Chidambaram,17 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
27.0,Tom Curran,3.4,29,3,7.33,CSK,Dubai International Stadium,10 October 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
28.0,Avesh Khan,4.0,15,3,8.0,MI,Sharjah Cricket Stadium,02 October 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
29.0,Kagiso Rabada,4.0,37,3,8.0,SRH,Dubai International Stadium,22 September 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
30.0,Harshal Patel,4.0,47,3,8.0,RR,Wankhede Stadium,22 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
31.0,Jimmy Neesham,4.0,12,3,8.0,RR,Sharjah Cricket Stadium,05 October 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
32.0,Ravi Bishnoi,4.0,24,3,8.0,SRH,Sharjah Cricket Stadium,25 September 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
33.0,Mohammad Shami,4.0,39,3,8.0,RCB,Sharjah Cricket Stadium,03 October 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
34.0,Khaleel Ahmed,4.0,21,3,8.0,PBKS,Chidambaram,21 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
35.0,Mustafizur Rahman,4.0,20,3,8.0,SRH,Arun Jaitley Stadium,02 May 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
36.0,Yuzvendra Chahal,4.0,11,3,8.0,MI,Dubai International Stadium,26 September 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
37.0,Shardul Thakur,4.0,38,3,8.0,KKR,Dubai International Stadium,15 October 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
38.0,Rahul Tewatia,4.0,39,3,8.0,CSK,Zayed Cricket Stadium,02 October 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
39.0,Avesh Khan,4.0,34,3,8.0,SRH,Chidambaram,25 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
40.0,Harshal Patel,4.0,34,3,8.0,RR,Dubai International Stadium,29 September 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
41.0,Chetan Sakariya,4.0,31,3,8.0,PBKS,Wankhede Stadium,12 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
42.0,Chetan Sakariya,4.0,36,3,8.0,CSK,Wankhede Stadium,19 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
43.0,Arshdeep Singh,4.0,32,3,8.0,KKR,Dubai International Stadium,01 October 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
44.0,Avesh Khan,4.0,32,3,8.0,RR,Wankhede Stadium,15 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
45.0,Ravindra Jadeja,4.0,13,3,8.0,RCB,Wankhede Stadium,25 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
46.0,Kagiso Rabada,4.0,36,3,8.0,PBKS,Narendra Modi Stadium,02 May 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
47.0,Jason Holder,4.0,27,3,8.0,CSK,Sharjah Cricket Stadium,30 September 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
48.0,Arshdeep Singh,4.0,35,3,8.0,RR,Wankhede Stadium,12 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
49.0,Rashid Khan,4.0,36,3,8.0,CSK,Arun Jaitley Stadium,28 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
50.0,Harshal Patel,4.0,51,3,8.0,CSK,Wankhede Stadium,25 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
51.0,Mohammad Shami,4.0,21,3,8.0,RR,Dubai International Stadium,21 September 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
52.0,Lockie Ferguson,4.0,18,3,8.0,RR,Sharjah Cricket Stadium,07 October 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
53.0,Lungi Ngidi,4.0,28,3,8.0,KKR,Wankhede Stadium,21 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
54.0,Dwayne Bravo,4.0,25,3,8.0,MI,Dubai International Stadium,19 September 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
55.0,Jasprit Bumrah,4.0,36,3,8.0,RCB,Dubai International Stadium,26 September 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
56.0,Pat Cummins,4.0,24,3,8.0,DC,Narendra Modi Stadium,29 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
57.0,Jason Holder,4.0,19,3,8.0,PBKS,Sharjah Cricket Stadium,25 September 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
58.0,Yuzvendra Chahal,4.0,29,3,8.0,PBKS,Sharjah Cricket Stadium,03 October 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
59.0,Rahul Chahar,4.0,19,3,8.0,SRH,Chidambaram,17 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
60.0,Prasidh Krishna,4.0,30,3,8.0,PBKS,Narendra Modi Stadium,26 April 2021,,2021,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2021.csv
