POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Unnamed: 0,Year,Metric,Source_File
134.0,RP Singh,4.0,21,2,12.0,RCB,Vidarbha Cricket Association Stadium,12 April 2010,,2010,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2010.csv
135.0,Charl Langeveldt,4.0,26,2,12.0,DEC,DY Patil Stadium,12 March 2010,,2010,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2010.csv
136.0,Piyush Chawla,4.0,16,2,12.0,DC,Arun Jaitley Stadium,11 April 2010,,2010,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2010.csv
137.0,Pragyan Ojha,4.0,38,2,12.0,KKR,Eden Gardens,01 April 2010,,2010,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2010.csv
138.0,Ali Murtaza,4.0,18,2,12.0,DC,Brabourne Stadium,13 April 2010,,2010,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2010.csv
139.0,Muttiah Muralitharan,4.0,25,2,12.0,DC,Arun Jaitley Stadium,19 March 2010,,2010,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2010.csv
140.0,Rahul Sharma,4.0,42,2,12.0,DC,Barabati Stadium,21 March 2010,,2010,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2010.csv
141.0,Aditya Dole,4.0,42,2,12.0,DEC,Vidarbha Cricket Association Stadium,05 April 2010,,2010,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2010.csv
142.0,Lasith Malinga,4.0,36,2,12.0,PBKS,IS Bindra Stadium,09 April 2010,,2010,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2010.csv
143.0,Albie Morkel,4.0,46,2,12.0,RR,Narendra Modi Stadium,28 March 2010,,2010,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2010.csv
144.0,Albie Morkel,4.0,56,2,12.0,RR,Chidambaram,03 April 2010,,2010,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2010.csv
145.0,Pragyan Ojha,4.0,16,2,12.0,DC,Arun Jaitley Stadium,18 April 2010,,2010,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2010.csv
146.0,Harbhajan Singh,4.0,44,2,12.0,RCB,DY Patil Stadium,21 April 2010,,2010,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2010.csv
147.0,Muttiah Muralitharan,4.0,32,2,12.0,MI,Brabourne Stadium,25 March 2010,,2010,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2010.csv
148.0,Amit Uniyal,4.0,41,2,12.0,MI,Brabourne Stadium,13 March 2010,,2010,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2010.csv
149.0,Murali Kartik,4.0,20,2,12.0,MI,Eden Gardens,19 April 2010,,2010,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2010.csv
150.0,Murali Kartik,4.0,22,2,12.0,RCB,Eden Gardens,14 March 2010,,2010,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2010.csv
1.0,Suresh Raina,0.3,0,2,1.5,RR,Sawai Mansingh Stadium,09 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
2.0,Yusuf Pathan,1.0,4,2,3.0,RR,Sawai Mansingh Stadium,15 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
3.0,Lakshmipathy Balaji,1.0,7,2,3.0,PWI,DY Patil Stadium,19 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
4.0,Ishant Sharma,3.0,12,5,3.6,KTK,Jawaharlal Nehru Stadium,27 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
5.0,Johan Botha,2.0,6,3,4.0,MI,Sawai Mansingh Stadium,29 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
6.0,Bhargav Bhatt,2.5,22,4,4.25,MI,IS Bindra Stadium,10 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
7.0,Lasith Malinga,3.4,13,5,4.4,DC,Arun Jaitley Stadium,10 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
8.0,Munaf Patel,2.2,8,3,4.66,PWI,Wankhede Stadium,20 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
9.0,Harbhajan Singh,4.0,18,5,4.8,CSK,Wankhede Stadium,22 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
10.0,Munaf Patel,4.0,21,5,4.8,PBKS,IS Bindra Stadium,10 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
11.0,Paul Valthaty,4.0,29,4,6.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
12.0,Yuvraj Singh,4.0,29,4,6.0,DC,DY Patil Stadium,17 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
13.0,Sreenath Aravind,4.0,14,4,6.0,PBKS,M. Chinnaswamy Stadium,06 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
14.0,RP Singh,4.0,25,4,6.0,PBKS,Holkar Cricket Stadium,13 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
15.0,Amit Mishra,4.0,9,4,6.0,PBKS,HPCA Stadium,21 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
16.0,Piyush Chawla,4.0,17,4,6.0,RCB,HPCA Stadium,17 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
17.0,Brad Hodge,4.0,13,4,6.0,RR,Holkar Cricket Stadium,15 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
18.0,Mitchell Marsh,4.0,25,4,6.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
19.0,Ryan Harris,3.0,28,3,6.0,RCB,HPCA Stadium,17 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
20.0,Shrikant Wagh,3.0,16,3,6.0,PBKS,DY Patil Stadium,10 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
21.0,Anand Rajan,3.0,27,3,6.0,MI,Wankhede Stadium,14 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
22.0,Lakshmipathy Balaji,3.0,15,3,6.0,RR,Eden Gardens,17 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
23.0,Brad Hodge,2.0,14,2,6.0,PWI,DY Patil Stadium,13 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
24.0,Dale Steyn,3.3,16,3,7.0,KTK,Jawaharlal Nehru Stadium,27 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
25.0,Kieron Pollard,2.3,24,2,7.5,DC,Wankhede Stadium,07 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
26.0,Roelof van der Merwe,3.5,20,3,7.66,KTK,Jawaharlal Nehru Stadium,30 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
27.0,Shaun Tait,4.0,22,3,8.0,PBKS,IS Bindra Stadium,21 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
28.0,Manpreet Gony,4.0,31,3,8.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
29.0,Ryan Harris,4.0,38,3,8.0,RCB,M. Chinnaswamy Stadium,06 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
30.0,Pragyan Ojha,4.0,26,3,8.0,CSK,Chidambaram,01 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
31.0,Shane Warne,4.0,16,3,8.0,KTK,Sawai Mansingh Stadium,24 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
32.0,Rahul Sharma,4.0,13,3,8.0,RR,Sawai Mansingh Stadium,01 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
33.0,Daniel Vettori,4.0,19,3,8.0,MI,Chidambaram,27 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
34.0,Dale Steyn,4.0,24,3,8.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
35.0,Siddharth Trivedi,4.0,19,3,8.0,KTK,Sawai Mansingh Stadium,24 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
36.0,Yusuf Pathan,4.0,20,3,8.0,KTK,Eden Gardens,20 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
37.0,Piyush Chawla,4.0,16,3,8.0,DC,HPCA Stadium,15 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
38.0,Morne Morkel,4.0,18,3,8.0,KTK,Jawaharlal Nehru Stadium,30 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
39.0,Amit Singh,4.0,35,3,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
40.0,Chris Gayle,4.0,21,3,8.0,PBKS,M. Chinnaswamy Stadium,06 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
41.0,Albie Morkel,4.0,38,3,8.0,DEC,Chidambaram,01 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
42.0,Rajat Bhatia,4.0,22,3,8.0,MI,Eden Gardens,22 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
43.0,Doug Bollinger,4.0,21,3,8.0,PWI,DY Patil Stadium,27 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
44.0,Ravichandran Ashwin,4.0,16,3,8.0,RCB,Chidambaram,28 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
45.0,Shane Watson,4.0,19,3,8.0,MI,Wankhede Stadium,20 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
46.0,Shakib Al Hasan,4.0,28,3,8.0,KTK,Eden Gardens,20 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
47.0,Lasith Malinga,4.0,25,3,8.0,PWI,DY Patil Stadium,04 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
48.0,Iqbal Abdulla,4.0,25,3,8.0,DC,Arun Jaitley Stadium,28 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
49.0,Siddharth Trivedi,4.0,15,3,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
50.0,Sreenath Aravind,4.0,34,3,8.0,RR,Sawai Mansingh Stadium,11 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
51.0,Wayne Parnell,4.0,35,3,8.0,KTK,DY Patil Stadium,13 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
52.0,Albie Morkel,4.0,29,3,8.0,PWI,Chidambaram,25 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
53.0,Munaf Patel,4.0,27,3,8.0,KKR,Wankhede Stadium,25 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
54.0,Dhawal Kulkarni,4.0,26,3,8.0,DEC,Wankhede Stadium,14 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
55.0,Iqbal Abdulla,4.0,24,3,8.0,DEC,Eden Gardens,11 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
56.0,Zaheer Khan,4.0,32,3,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
57.0,Lasith Malinga,4.0,9,3,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
58.0,Doug Bollinger,4.0,22,3,8.0,RR,Sawai Mansingh Stadium,09 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
59.0,Vinay Kumar,4.0,25,3,8.0,DEC,Jawaharlal Nehru Stadium,27 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
60.0,Irfan Pathan,4.0,28,3,8.0,PBKS,HPCA Stadium,15 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
61.0,Morne Morkel,4.0,25,3,8.0,RCB,Arun Jaitley Stadium,26 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
62.0,Sreenath Aravind,3.0,37,2,9.0,KKR,Eden Gardens,22 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
63.0,Dan Christian,3.0,21,2,9.0,PBKS,HPCA Stadium,21 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
64.0,Dan Christian,3.0,21,2,9.0,PWI,Rajiv Gandhi Intl. Cricket Stadium,10 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
65.0,Dwayne Bravo,3.0,21,2,9.0,DC,Chidambaram,12 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
66.0,Ravichandran Ashwin,3.0,12,2,9.0,KKR,Eden Gardens,07 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
67.0,Ryan McLaren,3.0,33,2,9.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
68.0,Dan Christian,3.0,13,2,9.0,PWI,DY Patil Stadium,16 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
69.0,Harbhajan Singh,3.0,14,2,9.0,DC,Arun Jaitley Stadium,10 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
70.0,Bhuvneshwar Kumar,3.0,14,2,9.0,PBKS,IS Bindra Stadium,08 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
71.0,Jacques Kallis,3.0,34,2,9.0,CSK,Chidambaram,08 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
72.0,Charl Langeveldt,3.0,10,2,9.0,KKR,M. Chinnaswamy Stadium,14 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
73.0,Bhargav Bhatt,3.0,20,2,9.0,RR,IS Bindra Stadium,21 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
74.0,Jacques Kallis,3.0,16,2,9.0,RCB,M. Chinnaswamy Stadium,14 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
75.0,Sreenath Aravind,3.0,39,2,9.0,CSK,Chidambaram,28 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
76.0,Shalabh Srivastava,3.0,30,2,9.0,RCB,HPCA Stadium,17 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
77.0,Shalabh Srivastava,3.0,20,2,9.0,PWI,IS Bindra Stadium,08 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
78.0,Ryan Ninan,3.0,31,2,9.0,CSK,Chidambaram,16 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
79.0,Sreenath Aravind,3.0,27,2,9.0,MI,Chidambaram,27 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
80.0,Shakib Al Hasan,3.2,24,2,10.0,MI,Wankhede Stadium,25 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
81.0,Lasith Malinga,3.2,18,2,10.0,DC,Wankhede Stadium,07 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
82.0,P Parameswaran,3.3,20,2,10.5,RR,Holkar Cricket Stadium,15 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
83.0,Daniel Vettori,4.0,15,2,12.0,CSK,M. Chinnaswamy Stadium,22 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
84.0,Shaun Tait,4.0,40,2,12.0,DC,Sawai Mansingh Stadium,12 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
85.0,Wayne Parnell,4.0,12,2,12.0,PBKS,IS Bindra Stadium,08 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
86.0,Shakib Al Hasan,4.0,21,2,12.0,RR,Eden Gardens,17 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
87.0,Iqbal Abdulla,4.0,34,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,03 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
88.0,Ajit Agarkar,4.0,23,2,12.0,KTK,Jawaharlal Nehru Stadium,30 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
89.0,RP Singh,4.0,21,2,12.0,DEC,Jawaharlal Nehru Stadium,27 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
90.0,Lasith Malinga,4.0,24,2,12.0,PBKS,IS Bindra Stadium,10 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
91.0,P Parameswaran,4.0,29,2,12.0,DC,Arun Jaitley Stadium,02 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
92.0,Chris Gayle,4.0,34,2,12.0,CSK,Chidambaram,28 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
93.0,Dale Steyn,4.0,24,2,12.0,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
94.0,Amit Mishra,4.0,19,2,12.0,KKR,Eden Gardens,11 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
95.0,Aavishkar Salvi,4.0,40,2,12.0,PBKS,HPCA Stadium,15 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
96.0,Rahul Sharma,4.0,7,2,12.0,MI,DY Patil Stadium,04 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
97.0,Munaf Patel,4.0,18,2,12.0,RR,Sawai Mansingh Stadium,29 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
98.0,Doug Bollinger,4.0,20,2,12.0,PWI,Chidambaram,25 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
99.0,Harbhajan Singh,4.0,25,2,12.0,PBKS,Wankhede Stadium,02 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
100.0,Shanthakumaran Sreesanth,4.0,10,2,12.0,DC,Jawaharlal Nehru Stadium,30 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
101.0,Jacques Kallis,4.0,18,2,12.0,MI,Wankhede Stadium,25 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
102.0,Yusuf Pathan,4.0,23,2,12.0,PWI,DY Patil Stadium,19 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
103.0,Albie Morkel,4.0,34,2,12.0,RCB,Chidambaram,16 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
104.0,Zaheer Khan,4.0,19,2,12.0,CSK,M. Chinnaswamy Stadium,22 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
105.0,Shane Watson,4.0,24,2,12.0,PBKS,IS Bindra Stadium,21 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
106.0,Shane Warne,4.0,17,2,12.0,DC,Sawai Mansingh Stadium,12 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
107.0,Shadab Jakati,4.0,23,2,12.0,DEC,Chidambaram,01 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
108.0,James Franklin,4.0,35,2,12.0,KKR,Eden Gardens,22 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
109.0,Rahul Sharma,4.0,17,2,12.0,PBKS,IS Bindra Stadium,08 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
110.0,Rajat Bhatia,4.0,26,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,03 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
111.0,Rahul Sharma,4.0,27,2,12.0,RCB,M. Chinnaswamy Stadium,29 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
112.0,Vinay Kumar,4.0,25,2,12.0,DC,Arun Jaitley Stadium,02 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
113.0,Shadab Jakati,4.0,21,2,12.0,RCB,Chidambaram,28 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
114.0,Lasith Malinga,4.0,28,2,12.0,PWI,Wankhede Stadium,20 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
115.0,Kieron Pollard,4.0,25,2,12.0,RCB,M. Chinnaswamy Stadium,12 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
116.0,Shakib Al Hasan,4.0,31,2,12.0,RR,Sawai Mansingh Stadium,15 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
117.0,Iqbal Abdulla,4.0,19,2,12.0,PBKS,Eden Gardens,30 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
118.0,Rajat Bhatia,4.0,29,2,12.0,DEC,Eden Gardens,11 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
119.0,Yuvraj Singh,4.0,22,2,12.0,MI,DY Patil Stadium,04 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
120.0,Umesh Yadav,4.0,29,2,12.0,KKR,Arun Jaitley Stadium,28 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
121.0,Ajit Agarkar,4.0,47,2,12.0,PBKS,Arun Jaitley Stadium,23 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
122.0,Shane Warne,4.0,21,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
123.0,Munaf Patel,4.0,18,2,12.0,PBKS,Wankhede Stadium,02 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
124.0,Shakib Al Hasan,4.0,16,2,12.0,PWI,DY Patil Stadium,19 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
125.0,Ravichandran Ashwin,4.0,19,2,12.0,DC,Chidambaram,12 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
126.0,Praveen Kumar,4.0,37,2,12.0,CSK,IS Bindra Stadium,13 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
127.0,Suraj Randiv,4.0,24,2,12.0,RCB,Chidambaram,16 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
128.0,Sreenath Aravind,4.0,20,2,12.0,KTK,M. Chinnaswamy Stadium,08 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
129.0,Syed Mohammad,4.0,25,2,12.0,MI,Chidambaram,27 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
130.0,Charl Langeveldt,4.0,48,2,12.0,PBKS,HPCA Stadium,17 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
131.0,Praveen Kumar,4.0,22,2,12.0,RR,IS Bindra Stadium,21 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
132.0,Jaydev Unadkat,4.0,25,2,12.0,KTK,Jawaharlal Nehru Stadium,05 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
133.0,Alfonso Thomas,4.0,23,2,12.0,RCB,M. Chinnaswamy Stadium,29 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
134.0,Alfonso Thomas,4.0,29,2,12.0,CSK,Chidambaram,25 April 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
135.0,Praveen Kumar,4.0,19,2,12.0,MI,IS Bindra Stadium,10 May 2011,,2011,Best Bowling Strike Rate Innings,Best Bowling Strike Rate Innings - 2011.csv
